,name,director1.0_a_avg,director1.0_r_avg
576,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,210000.0,8.59
577,어쌔신: 더 비기닝,0.0,0.0
578,50가지 그림자: 심연,130170.0,7.558
579,핵소 고지,46401.8,7.531666666666666
580,"나는 내일, 어제의 너와 만난다",36914.16666666666,8.645
581,예수는 역사다,60194.66666666666,8.976666666666667
582,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,0.0,0.0
583,더 큐어,0.0,0.0
584,이프 온리,512414.0,8.8
585,아토믹 블론드,1283598.7142857143,7.825
586,비정규직 특수요원,804000.0,7.894285714285715
587,레고 배트맨 무비,154500.0,8.667499999999999
588,극장판 또봇: 로봇군단의 습격,0.0,0.0
589,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,0.0,0.0
590,로마의 휴일,275000.0,7.84
591,시간위의 집,333333.3333333333,6.638571428571429
592,명탐정 코난: 에피소드 원-작아진 명탐정,191857.14285714287,8.218571428571426
593,루돌프와 많이있어,205107.14285714284,8.603571428571428
594,저수지 게임,0.0,0.0
595,마이펫 오지,3068.0,5.745
596,"서서평, 천천히 평온하게",1789166.6666666667,8.500166666666667
597,극장판 소드 아트 온라인 -오디널 스케일-,120000.0,9.26
598,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,0.0,0.0
599,파리로 가는 길,110000.0,8.13
600,킹 오브 프리즘 - 프라이드 더 히어로,42345.5,8.6475
601,여교사,28739.0,8.095
602,직쏘,82980.0,7.165000000000001
603,베이블레이드 버스트 갓 : 갓 발키리의 탄생,0.0,0.0
604,딥워터 호라이즌,94857.14285714286,8.327142857142857
605,슈퍼 빼꼼: 스파이 대작전,115000.0,8.085
606,다크타워: 희망의 탑,36814.5,8.290000000000001
607,인비저블 게스트,54887.333333333336,6.3575
608,사일런스,53702.0,7.3
609,몬스터 콜,1308032.6,8.41
610,다크 나이트,3373333.333333333,8.2
611,지랄발광 17세,83000.0,7.87
612,파도가 지나간 자리,40333.333333333336,8.590000000000002
613,원더,943500.0,8.566666666666668
614,꼬마참새 리차드: 아프리카 원정대,217708.4,7.77
615,너와 100번째 사랑,82390.57142857143,8.25
616,드래곤 스펠: 마법 꽃의 비밀,0.0,0.0
617,오즈: 신기한 마법가루,78000.0,7.58
618,패트리어트 데이,94857.14285714286,8.327142857142857
619,파워레인져스: 더 비기닝,167000.0,7.685
620,바다 탐험대 옥토넛 시즌4: 더 파이널,0.0,0.0
621,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,95333.33333333331,8.0525
622,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,256714.2857142857,8.587142857142856
623,극장판 쿠로코의 농구 라스트 게임,32921.0,9.11
624,뷰티풀 투모로우,559200.0,8.059999999999999
625,리틀 프린세스 소피아 : 신비한 섬,53500.0,8.690000000000001
626,더 크리스마스,65000.0,9.08
627,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,0.0,0.0
628,나의 붉은고래,58000.0,7.59
629,밤의 해변에서 혼자,15153.125,7.83
630,맨체스터 바이 더 씨,56000.0,7.760000000000001
631,위시 어폰,275352.8333333333,7.384
632,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,0.0,0.0
633,매혹당한 사람들,17400.25,6.496666666666666
634,튤립 피버,247959.3333333333,8.303333333333335
635,윈드 리버,131166.66666666666,8.528333333333332
636,미스 슬로운,71750.0,7.99
637,매기스 플랜,101287.16666666666,8.292142857142856
638,잃어버린 도시 Z,93564.71428571428,7.965714285714286
639,심야식당 2,58761.5,8.3375
640,마더!,559095.5714285715,7.718571428571428
641,"그래, 가족",1795285.7142857143,7.938571428571429
642,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,53500.0,8.690000000000001
643,내가 죽기 전에 가장 듣고 싶은 말,24074.5,8.2475
644,"당신, 거기 있어줄래요",2110188.5,8.15857142857143
645,하이큐!! 재능과 센스,45910.66666666666,8.861666666666666
646,꼬마돼지 베이브의 대모험,43000.0,7.81
647,"나, 다니엘 블레이크",41250.0,8.6775
648,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,59666.66666666666,9.336666666666666
649,예감은 틀리지 않는다,28500.0,8.24
650,원스,1433333.3333333333,9.096666666666668
651,이모티: 더 무비,15325.0,7.5725
652,스노든,75105.0,7.296000000000001
653,첫키스만 50번째,148666.66666666666,8.280000000000001
654,다시 태어나도 우리,0.0,0.0
655,잠깐만 회사 좀 관두고 올게,9253.75,6.835000000000001
656,우리의 20세기,105500.0,8.334642857142857
657,키코리키: 황금모자의 비밀,23333.33333333333,6.4
658,어메이징 메리,1873600.0,6.3660000000000005
659,녹터널 애니멀스,19169.0,8.28
660,파운더,458000.0,8.095
661,7번째 내가 죽던 날,35000.0,7.210000000000001
662,더 플랜,0.0,0.0
663,가디언즈 오브 갤럭시,5587750.0,8.785166666666665
664,하이큐!! 승자와 패자,45910.66666666666,8.861666666666666
665,극장판 위 베어 베어스: 곰 브라더스,24000.0,7.735
666,나는 부정한다,32000.0,8.717500000000001
667,단지 세상의 끝,109403.16666666669,7.994
668,"좋아해, 너를",18096.0,8.485
669,리빙보이 인 뉴욕,1873600.0,8.402000000000001
670,"나의 사랑, 그리스",30000.0,8.87
671,역모-반란의 시대,3125000.0,6.697142857142857
672,너브,71000.0,6.5175
673,세 번째 살인,60928.333333333336,8.276666666666666
674,매직울프,0.0,0.0
675,걸 온 더 트레인,54250.0,7.790000000000001
676,데스노트: 더 뉴 월드,52975.8,6.986
677,마리안느와 마가렛,779863.25,7.72375
678,극장판 암살교실 : 365일의 시간,10353.0,8.903333333333334
679,스페이스 비트윈 어스,58619.25,7.17
680,내게 남은 사랑을,72181.5,7.684
681,로스트 인 파리,23626.75,7.795416666666666
682,재키,98935.375,8.075892857142858
683,아기돼지 3형제와 매직램프,0.0,0.0
684,러브레터,15325.6,7.491666666666667
685,배저로와 친구들: 신비한 모험,23776.75,6.85
686,슈퍼 버드,78000.0,7.225
687,부니베어: 로거빅 컴백홈 프로젝트,18613.571428571428,7.267142857142857
688,사다코 대 카야코,11564.0,5.8933333333333335
689,에곤 쉴레: 욕망이 그린 그림,50000.0,8.06
690,언노운 걸,11346.125,8.098571428571429
691,"내 어깨 위 고양이, 밥",6378.0,9.38
692,꿈의 제인,25000.0,8.87
693,"안녕, 나의 소울메이트",14591.333333333334,7.833333333333333
694,슈퍼오리 : 태양을 지켜라,24000.0,6.12
695,하이큐!! 끝과 시작,45910.66666666666,8.861666666666666
696,패션 오브 크라이스트,46401.8,7.531666666666666
697,파워배틀 와치카: 와치가면의 역습,71250.0,7.9275
698,레이디 맥베스,24000.0,7.92
699,제인 도,22936.0,6.5225
700,토마스와 친구들: 수수께끼 해적선과 보물찾기,15333.333333333334,8.006666666666666
701,유리정원,679309.1166666666,7.990666666666668
702,스테이션 7,23000.0,9.16
703,송 투 송,9373.0,7.276666666666667
704,행복 목욕탕,13980.0,8.363333333333333
705,빌리 진 킹: 세기의 대결,25333.33333333333,8.536666666666667
706,극장판 어드벤처 타임: 비밀의 아일랜드,0.0,0.0
707,아이 앰 히스 레저,20000.0,9.21
708,러브 액츄얼리,1029000.0,8.898571428571428
709,뚜르: 내 생애 최고의 49일,757666.6666666666,8.92
710,부니베어: 나무 도둑의 습격,18613.571428571428,7.267142857142857
711,슬립리스: 크리미널 나이트,9699.0,6.25
712,그 후,133500.0,7.4725
713,오즈의 마법사 2,0.0,0.0
714,신서유기 : 몽키킹의 부활,13471.0,7.041428571428571
715,인카네이트,869600.0,7.748
716,배드 지니어스,0.0,0.0
717,"괜찮아요, 미스터 브래드",296954.25,7.734999999999999
718,부산행,1392589.3333333333,7.073333333333334
719,검사외전,4330000.0,7.5625
720,캡틴 아메리카: 시빌 워,7590000.0,7.202222222222223
721,밀정,2073000.0,6.906000000000001
722,인천상륙작전,0.0,0.0
723,곡성,3000211.8,7.741666666666667
724,덕혜옹주,1718000.0,7.228333333333334
725,닥터 스트레인지,1427678.4,7.1800000000000015
726,마스터,3545000.0,7.565
727,주토피아,3280666.6666666665,9.059666666666665
728,신비한 동물사전,3038000.0,8.338
729,아가씨,11021.0,8.1525
730,쿵푸팬더3,2169000.7199999997,7.923571428571428
731,귀향,0.0,0.0
732,데드풀,1283598.7142857143,7.825
733,나우 유 씨 미 2,0.0,0.0
734,형,2490000.0,8.08
735,엑스맨: 아포칼립스,4132000.0,8.075714285714286
736,미스 페레그린과 이상한 아이들의 집,997375.0,7.9125
737,제이슨 본,979500.0,8.428333333333333
738,도리를 찾아서,1758333.3333333333,8.623333333333333
739,아수라,0.0,0.0
740,마이펫의 이중생활,0.0,0.0
741,라라랜드,1071740.3333333333,7.634999999999999
742,배트맨 대 슈퍼맨: 저스티스의 시작,616766.6666666666,8.42
743,굿바이 싱글,375930.1666666667,8.116666666666667
744,봉이 김선달,0.0,0.0
745,레버넌트: 죽음에서 돌아온 자,448867.8,8.236
746,컨저링 2,960142.8571428572,7.881428571428572
747,내부자들: 디 오리지널,3013333.333333333,8.110000000000001
748,수어사이드 스쿼드,2545377.6,7.914166666666667
749,인디펜던스 데이 : 리써전스,1906000.0,7.286
750,탐정 홍길동: 사라진 마을,1698586.8,7.504
751,벤허,0.0,3.856
752,굿 다이노,856666.6666666666,8.983333333333334
753,셜록: 유령신부,1270000.0,7.51
754,특별수사: 사형수의 편지,654158.4,5.982857142857142
755,시간이탈자,601000.5,7.725
756,동주,1429000.0,8.3925
757,워크래프트: 전쟁의 서막,814666.6666666666,8.723333333333334
758,스타트렉 비욘드,1504000.0,8.706
759,미씽: 사라진 여자,1530000.0,7.6571428571428575
760,"당신, 거기 있어줄래요",2110188.5,8.15857142857143
761,라이트 아웃,1230000.0,7.66
762,오빠생각,1967500.0,7.9125
763,"날, 보러와요",587200.0,7.665999999999999
764,씽,239725.16666666666,8.60125
765,맨 인 더 다크,0.0,0.0
766,"고산자, 대동여지도",919336.7142857144,7.32
767,매그니피센트 7,367666.6666666667,8.196666666666667
768,갓 오브 이집트,1016666.6666666666,8.219999999999999
769,레전드 오브 타잔,3038000.0,8.338
770,좋아해줘,0.0,0.0
771,브리짓 존스의 베이비,820000.0,8.885
772,런던 해즈 폴른,365490.0,7.985
773,국가대표 2,0.0,0.0
774,인페르노,208146.7142857143,8.395714285714286
775,앵그리버드 더 무비,180000.0,8.96
776,그날의 분위기,1056721.6666666667,6.926666666666667
777,널 기다리며,2143333.333333333,7.736666666666667
778,잭 리처: 네버 고 백,314000.0,8.042
779,로그 원: 스타워즈 스토리,570360.0,6.45
780,싱 스트리트,1433333.3333333333,9.096666666666668
781,아이스 에이지: 지구 대충돌,0.0,0.0
782,몬스터 호텔 2,1153333.3333333333,8.516666666666667
783,메카닉: 리크루트,184570.66666666663,7.404999999999999
784,고스트버스터즈,571833.3333333334,7.978333333333334
785,거울나라의 앨리스,255747.5,8.48
786,가려진 시간,96967.0,7.906666666666667
787,명탐정 코난: 순흑의 악몽,410000.0,8.765
788,해어화,0.0,0.0
789,계춘할망,1238071.0,7.2525
790,"로봇, 소리",990000.0,8.434999999999999
791,스타워즈: 깨어난 포스,1906000.0,8.068000000000001
792,빅쇼트,50250.0,8.18
793,헌츠맨: 윈터스 워,440000.0,7.53
794,나의 소녀시대,420000.0,8.835
795,조선마술사,998896.3333333334,7.3
796,언더 워터,204119.66666666663,7.493333333333333
797,클로버필드 10번지,350000.0,7.46
798,위자: 저주의 시작,168500.0,7.6425
799,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,298333.3333333333,8.776666666666666
800,아기배달부 스토크,320000.0,8.83
801,위대한 소원,0.0,0.0
802,구스범스,13819.0,8.05
803,포인트 브레이크,97666.66666666669,8.154285714285715
804,앨빈과 슈퍼밴드: 악동 어드벤처,148051.0,8.025
805,혼숨,280000.0,6.25
806,극장판 안녕 자두야,1012.0,7.05
807,비밀은 없다,1655000.0,7.505000000000001
808,닌자터틀 : 어둠의 히어로,124500.0,7.09
809,독수리 에디,160000.0,7.776666666666667
810,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,256714.2857142857,8.587142857142856
811,원피스 필름 골드,0.0,0.0
812,아이 엠 어 히어로,52975.8,6.986
813,남과 여,134982.7142857143,7.299999999999999
814,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,183500.0,8.719999999999999
815,"무현, 두 도시 이야기",70147.0,7.717999999999999
816,글로리데이,1250202.8333333333,7.993333333333335
817,대호,1945646.75,7.792857142857144
818,매직브러시,0.0,0.0
819,대배우,1356666.6666666667,7.174285714285714
820,달빛궁궐,0.0,0.0
821,미스컨덕트,0.0,0.0
822,500일의 썸머,1873600.0,8.402000000000001
823,13시간,1176000.0,8.075999999999999
824,극장판 아이엠스타 : 꿈의 오디션!,430000.0,7.79
825,제 5침공,72666.66666666667,7.510000000000001
826,극장판 꼬마버스 타요의 에이스 구출작전,197875.0,8.24
827,대니쉬 걸,1902500.0,8.205
828,인생은 아름다워,65440.0,7.574999999999999
829,카페 소사이어티,60000.0,7.565
830,마이 리틀 자이언트,1896000.0,7.613999999999999
831,죽여주는 여자,545063.4,6.108
832,헤이트풀8,220000.0,8.466666666666667
833,감바의 대모험,0.0,0.0
834,피터와 드래곤,31828.0,7.345999999999999
835,다이버전트 시리즈: 얼리전트,242001.0,7.401428571428572
836,무서운 이야기 3 : 화성에서 온 소녀,377847.1277777778,6.632083333333334
837,바스티유 데이,89333.33333333333,6.675000000000001
838,걷기왕,25638.666666666668,8.88
839,나의 산티아고,0.0,0.0
840,본 투 비 블루,47965.0,6.785
841,태풍이 지나가고,60928.333333333336,8.276666666666666
842,오베라는 남자,46608.0,9.06
843,크리미널,269078.0,7.761666666666667
844,슈퍼 프렌즈,0.0,0.0
845,루돌프와 많이있어,205107.14285714284,8.603571428571428
846,룸,71500.0,8.739999999999998
847,포켓몬 더 무비 XY 후파: 광륜의 초마신,256714.2857142857,8.587142857142856
848,다이노X 탐험대,0.0,0.0
849,로스트 인 더스트,39239.16666666666,7.657142857142857
850,최악의 하루,77035.33333333333,8.01
851,오 마이 그랜파,0.0,0.0
852,엽기적인 그녀 2,61644.857142857145,7.4975
853,하이큐!! 끝과 시작,45910.66666666666,8.861666666666666
854,라스트 위치 헌터,167578.0,6.4175
855,언더월드: 블러드 워,316000.0,6.765
856,선생님의 일기,72000.0,8.88
857,세상에서 고양이가 사라진다면,42000.0,8.785
858,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,0.0,0.0
859,어카운턴트,332133.3333333333,8.4225
860,아이엠스타 뮤직어워드,1012.0,7.05
861,리틀메딕: 몸속탐험대,67000.0,7.91
862,데몰리션,45653.2,8.408
863,트럼보,0.0,6.14
864,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,0.0,0.0
865,두 남자,498200.0,7.016
866,극장판 도라에몽: 신 진구의 버스 오브 재팬,115000.0,8.68
867,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,0.0,0.0
868,죽은 시인의 사회,100000.0,8.770000000000001
869,더 보이,9288.0,7.6
870,극장판 프랭키와 친구들: 생명의 나무,57000.0,8.59
871,드레스메이커,98000.0,8.555
872,비포 선라이즈,47395.6,8.354000000000001
873,백설공주 : 사라진 아빠를 찾아서,0.0,0.0
874,불의 전차,59000.0,8.59
875,파라노말 액티비티: 더 고스트 디멘션,531149.5714285715,6.722857142857143
876,잡아야 산다,0.0,3.91
877,뽀로로 극장판 컴퓨터 왕국 대모험,530000.0,6.904999999999999
878,"나, 다니엘 블레이크",41250.0,8.6775
879,포레스트: 죽음의 숲,51000.0,7.59
880,마음이 외치고 싶어해,1853.25,7.443333333333332
881,바닷마을 다이어리,60928.333333333336,8.276666666666666
882,우리들,442333.3333333333,8.553333333333333
883,목숨 건 연애,1579333.3333333333,7.956
884,머니 몬스터,169010.3333333333,7.811666666666667
885,트리플 9,94666.66666666669,7.353333333333333
886,엽문3: 최후의 대결,407870.4166666666,7.477500000000001
887,굿 윌 헌팅,12719.333333333334,7.435
888,갤럭시 히어로즈: 라쳇 앤 클랭크,104915.6,7.5216666666666665
889,하드코어 헨리,88000.0,7.43
890,블레어 위치,253333.3333333333,7.453333333333333
891,미스 사이공 : 25주년 특별 공연,27976.0,8.030000000000001
892,이웃집에 신이 산다,41365.66666666666,8.135
893,플래그 더 문,122500.0,8.05
894,냉정과 열정사이,0.0,8.92
895,범죄의 여왕,0.0,0.0
896,스푹스:MI5,0.0,0.0
897,스누피: 더 피너츠 무비,770000.0,8.184999999999999
898,매드 맥스: 분노의 도로,0.0,0.0
899,4등,444979.1428571429,7.827142857142858
900,나의 그리스식 웨딩 2,0.0,0.0
901,너의 이름은.,778151.0,8.440000000000001
902,빌리와 용감한 녀석들: 치킨 히어로,36000.0,7.78
903,브루클린의 멋진 주말,0.0,0.0
904,신은 죽지 않았다 2,21928.5,9.0775
905,시간을 달리는 소녀,159000.0,8.353333333333333
906,"헤일, 시저!",159167.29166666666,8.16675
907,무한대를 본 남자,33000.0,8.7
908,인어공주 : 새로운 모험의 시작,0.0,0.0
909,다가오는 것들,17900.0,7.96
910,극장판 유희왕 더 다크 사이드 오브 디멘션즈,32000.0,9.01
911,극장판 프리파라 모두 모여라! 프리즘☆투어즈,42345.5,8.6475
912,그랜드파더,847205.4,6.9471428571428575
913,쿠보와 전설의 악기,230725.16666666666,8.55
914,테일 오브 테일즈,10448.666666666666,7.953333333333333
915,스노우타임,26000.0,8.24
916,벤허,0.0,3.856
917,걸즈 앤 판처 극장판,9890.4,8.74
918,서프러제트,28000.0,9.08
919,카페 6,0.0,0.0
920,토마스와 친구들: 용감한 기관차와 괴물소동,21000.0,8.040000000000001
921,인천상륙작전 : 익스텐디드 에디션(확장판),0.0,0.0
922,뉴 스텝업: 어반댄스,20000.0,7.465
923,오페라의 유령,663407.6666666666,7.848000000000001
924,카이: 거울 호수의 전설,121522.75,7.865
925,하이-라이즈,0.0,0.0
926,키즈모노가타리 I : 철혈편,16930.0,8.59142857142857
927,러브레터,15325.6,7.491666666666667
928,나이스 가이즈,3064666.6666666665,7.803333333333334
929,에곤 쉴레: 욕망이 그린 그림,50000.0,8.06
930,45년 후,0.0,0.0
931,하이 스피드! ?프리! 스타팅 데이즈-,24000.0,9.265
932,사울의 아들,24000.0,8.68
933,잉글리쉬 페이션트,268400.0,7.836
934,글루미 선데이,624.0,8.443333333333333
935,피아니스트 세이모어의 뉴욕 소네트,0.0,0.0
936,연애담,0.0,0.0
937,스킵트레이스: 합동수사,29432.6,5.644761904761905
938,시크릿 인 데어 아이즈,0.0,0.0
939,해리포터와 죽음의 성물2,3038000.0,8.338
940,하이큐!! 승자와 패자,45910.66666666666,8.861666666666666
941,인터스텔라,1703266.8333333333,8.42
942,비포 선셋,47395.6,8.354000000000001
943,세기의 매치,314000.0,8.042
944,바그다드 카페 : 디렉터스컷,182.0,9.206666666666663
945,섬. 사라진 사람들,8547.25,7.63
946,칠드런 오브 맨,565223.1666666666,8.363333333333335
947,립반윙클의 신부,15325.6,7.491666666666667
948,트루스,0.0,0.0
949,이레셔널 맨,60000.0,7.565
950,다음 침공은 어디?,21073.0,8.98
951,무간도,36263.0,6.098333333333334
952,환상의 빛,60928.333333333336,8.276666666666666
953,버스 657,12004.25,7.025
954,비틀스: 에잇 데이즈 어 위크 ? 투어링 이어즈,208146.7142857143,8.395714285714286
955,당신자신과 당신의 것,15153.125,7.83
956,"불량소녀, 너를 응원해!",86750.0,8.2825
957,미라클 프롬 헤븐,39333.333333333336,8.85
958,"조제, 호랑이 그리고 물고기들",26000.0,9.26
959,내부자들,3013333.333333333,8.110000000000001
960,"나의 위대한 친구, 세잔",12879.0,6.962000000000001
961,무수단,5794.333333333333,6.22
962,베테랑,5765714.285714285,8.215714285714286
963,암살,5929666.666666666,7.859000000000001
964,어벤져스: 에이지 오브 울트론,3916253.2,6.174
965,국제시장,5392857.142857143,8.824285714285713
966,내부자들,3013333.333333333,8.110000000000001
967,사도,1429000.0,8.3925
968,킹스맨 : 시크릿 에이전트,2299000.0,8.282857142857143
969,미션 임파서블: 로그네이션,5270000.0,8.547500000000001
970,연평해전,6040000.0,7.407500000000001
971,검은 사제들,1013.0,5.076666666666667
972,인사이드 아웃,1920000.0,8.985714285714286
973,마션,203108.6,8.402000000000001
974,조선명탐정 : 사라진 놉의 딸,2972500.0,8.067499999999999
975,매드 맥스: 분노의 도로,0.0,0.0
976,분노의 질주: 더 세븐,960142.8571428572,7.881428571428572
977,터미네이터 제니시스,3140000.0,8.235
978,스물,0.0,0.0
979,극비수사,2736964.2857142854,8.155000000000001
980,앤트맨,0.0,0.0
981,스타워즈: 깨어난 포스,1906000.0,8.068000000000001
982,빅 히어로,2344559.2,9.002500000000001
983,메이즈 러너: 스코치 트라이얼,2613333.333333333,8.296666666666667
984,탐정 : 더 비기닝,0.0,0.0
985,스파이,571833.3333333334,7.978333333333334
986,악의 연대기,0.0,0.0
987,강남 1970,1681666.6666666667,7.615
988,오늘의 연애,1909848.1666666667,7.62625
989,테이큰 3,1266000.0,7.647999999999999
990,007 스펙터,857992.5,8.01
991,이미테이션 게임,1200000.0,8.370000000000001
992,샌 안드레아스,869600.0,7.748
993,쎄시봉,3621428.5714285714,8.674285714285714
994,더 폰,0.0,0.0
995,위플래쉬,1071740.3333333333,7.634999999999999
996,대호,1945646.75,7.792857142857144
997,장수상회,1466250.0,8.101428571428572
998,성난 변호사,647500.0,7.3125
999,간신,597339.25,7.911250000000001
1000,박물관이 살아있다 : 비밀의 무덤,268315.5,8.21875
1001,그놈이다,571170.25,7.345
1002,미쓰 와이프,591484.7142857143,7.6
1003,몬스터 호텔 2,1153333.3333333333,8.516666666666667
1004,허삼관,5016000.0,7.958000000000001
1005,"님아, 그 강을 건너지 마오",968069.6,8.848
1006,살인의뢰,1946666.6666666667,7.183333333333334
1007,손님,0.0,0.0
1008,인시디어스 3,1213333.3333333333,7.438571428571429
1009,하트 오브 더 씨,208146.7142857143,8.395714285714286
1010,헝거게임: 더 파이널,1016571.4285714284,8.024285714285714
1011,기술자들,0.0,0.0
1012,열정같은소리하고있네,1662500.0,8.22375
1013,특종: 량첸살인기,0.0,0.0
1014,서부전선,0.0,0.0
1015,채피,652661.75,7.630000000000001
1016,극장판 요괴워치: 탄생의 비밀이다냥!,298333.3333333333,8.776666666666666
1017,헬머니,1070028.0,7.25
1018,도라에몽 : 스탠 바이 미,229125.0,8.446666666666665
1019,위험한 상견례 2,0.0,0.0
1020,명탐정 코난 : 화염의 해바라기,410000.0,8.765
1021,순수의 시대,0.0,0.0
1022,"협녀, 칼의 기억",0.0,0.0
1023,무뢰한,63134.0,8.175
1024,판타스틱 4,130000.0,6.18
1025,뽀로로 극장판 컴퓨터 왕국 대모험,530000.0,6.904999999999999
1026,내 심장을 쏴라,1873333.3333333333,7.590000000000001
1027,소수의견,1150000.0,8.011666666666667
1028,그레이의 50가지 그림자,130170.0,7.558
1029,홈,0.0,0.0
1030,경성학교: 사라진 소녀들,1445714.2857142857,7.712857142857144
1031,아메리칸 스나이퍼,3283666.6666666665,8.986
1032,호빗: 다섯 군대 전투,1802000.0,8.104
1033,스폰지밥 3D,0.0,0.0
1034,뮨: 달의 요정,233135.25,8.176666666666666
1035,도리화가,0.0,0.0
1036,이터널 선샤인,47609.5,7.624
1037,주피터 어센딩,660000.0,8.048333333333334
1038,오즈의 마법사: 돌아온 도로시,557559.2,8.523541666666667
1039,런 올 나이트,204119.66666666663,7.493333333333333
1040,다이노 타임,280000.0,8.49
1041,인서전트,242001.0,7.401428571428572
1042,투모로우랜드,1300310.3333333333,8.3675
1043,스파이 브릿지,1896000.0,7.613999999999999
1044,개를 훔치는 완벽한 방법,134176.66666666666,7.418333333333333
1045,함정,350000.0,7.44375
1046,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,191857.14285714287,8.218571428571426
1047,언브로큰,1456817.6666666667,7.845
1048,소셜포비아,75891.6,8.176
1049,하늘을 걷는 남자,1085250.0,8.56
1050,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,256714.2857142857,8.587142857142856
1051,조선마술사,998896.3333333334,7.3
1052,괴물의 아이,159000.0,8.353333333333333
1053,노아의 방주: 남겨진 녀석들,217708.4,7.77
1054,언프렌디드: 친구삭제,210000.0,5.37
1055,연애의 맛,177826.75,7.43
1056,포켓몬 더 무비 XY 후파: 광륜의 초마신,256714.2857142857,8.587142857142856
1057,버드맨,448867.8,8.236
1058,기생수 파트1,84250.0,8.25
1059,더 셰프,3134166.6,8.258
1060,레전드,598000.0,7.653999999999999
1061,인터스텔라,1703266.8333333333,8.42
1062,19곰 테드 2,0.0,0.0
1063,아메리칸 울트라,0.0,0.0
1064,트랜스포터: 리퓰드,662142.8571428572,7.287142857142858
1065,내부자들: 디 오리지널,3013333.333333333,8.110000000000001
1066,스누피: 더 피너츠 무비,770000.0,8.184999999999999
1067,최강전사 미니특공대 : 새로운 악당의 습격,71250.0,7.9275
1068,아메리칸 셰프,5325303.533333333,8.825555555555555
1069,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,167500.0,8.3625
1070,워킹걸,1041666.6666666666,6.956666666666667
1071,은밀한 유혹,1073333.3333333333,7.0920000000000005
1072,우먼 인 골드,55862.0,7.746666666666667
1073,시카리오: 암살자의 도시,402423.8571428572,8.262857142857143
1074,워터 디바이너,0.0,0.0
1075,나의 절친 악당들,0.0,0.0
1076,러브 라이브! 더 스쿨 아이돌 무비,160000.0,9.085
1077,미라클 벨리에,34262.6,7.258571428571429
1078,퇴마: 무녀굴,1332909.625,6.52125
1079,눈의 여왕 2: 트롤의 마법거울,393333.3333333333,8.13
1080,상의원,0.0,0.0
1081,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,110000.0,8.5
1082,스틸 앨리스,53708.0,8.19875
1083,셀프/리스,512000.0,7.678
1084,맨 프롬 UNCLE,2564428.571428572,8.368571428571428
1085,더 건맨,430959.375,7.601249999999999
1086,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,100000.0,8.39
1087,빌리와 용감한 녀석들 3,98000.0,7.36
1088,7번째 아들,46584.0,7.015
1089,포커스,153136.4,7.976000000000001
1090,더 매직: 리틀톰과 도둑공주,90000.0,7.62
1091,갤로우즈,89000.0,6.8100000000000005
1092,세인트 빈센트,682500.0,7.21
1093,빅 아이즈,997375.0,7.9125
1094,더 이퀄라이저,367666.6666666667,8.196666666666667
1095,지금은맞고그때는틀리다,15153.125,7.83
1096,엑스 마키나,0.0,0.0
1097,모데카이,1331600.0,7.566
1098,러덜리스,83500.0,8.86
1099,쓰리 썸머 나잇,0.0,0.0
1100,타임 패러독스,82980.0,7.165000000000001
1101,피치 퍼펙트: 언프리티 걸즈,0.0,0.0
1102,위자,168500.0,7.6425
1103,러브 액츄얼리,1029000.0,8.898571428571428
1104,다크 플레이스,0.0,0.0
1105,히트맨: 에이전트 47,64000.0,7.77
1106,보루토 - 나루토 더 무비,64000.0,9.59
1107,기생수 파트2,84250.0,8.25
1108,위아영,329276.725,8.0265
1109,아더와 미니모이 3: 두 세계의 전쟁,137200.0,7.186000000000002
1110,주온: 더 파이널,159206.66666666666,5.640000000000001
1111,드래곤 블레이드,122985.9,6.482261904761904
1112,대니 콜린스,0.0,0.0
1113,나이트 크롤러,1269000.0,8.172
1114,고녀석 맛나겠다2 : 함께라서 행복해,56000.0,8.05
1115,더 랍스터,70933.5,8.175
1116,개구리왕국,14000.0,6.73
1117,이웃집에 신이 산다,41365.66666666666,8.135
1118,더 라스트: 나루토 더 무비,53000.0,8.76
1119,바다 탐험대 옥토넛 스페셜,52000.0,7.43
1120,더 비지트,580250.0,6.857500000000001
