,month,year,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
1546,12,2014,355,3874,2,0,0.0,1,90.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220000.0,7.93,288941.8016220561,5.461852312476617
1547,12,2014,263,2847,2,0,0.0,1,90.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220000.0,7.93,288941.8016220561,5.461852312476617
1548,8,2013,193,5822,2,4,0.0,2,122.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40093.66667,8.2125,485710.4833,7.79375
1549,3,2016,66,2702,0,0,0.0,2,115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,3996579.875,8.3925
1550,1,2019,55,2100,2,3,0.0,2,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42000.0,8.91,43018.15476,8.031031746
1551,9,2017,398,6351,1,4,0.0,2,141.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,93564.71429,7.965714286,228245.1833,7.626833333
1552,10,2019,279,1637,1,2,0.0,1,92.0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
1553,4,2017,1054,53005,0,2,1.0,2,114.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1500035.75,7.765833333
1554,5,2018,160,1563,0,0,0.0,3,105.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18000.0,3.733333333,539736.5167,5.773333333
1555,11,2016,52,644,1,4,0.0,4,162.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,268400.0,7.836,294983.8208,7.897166667
1556,11,2013,35,1553,0,4,0.0,2,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1104303.208,7.797083333,1043202.6,8.18
1557,11,2013,95,2512,0,3,0.0,3,98.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,96967.0,7.906666667,1412511.304,8.033714286
1558,2,2019,624,11245,0,3,0.0,2,116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,199333.3333,6.6,1415403.929,7.505555556
1559,7,2016,287,2984,2,0,1.0,3,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
1560,10,2017,271,3265,2,2,0.0,2,114.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9253.75,6.835,13686.29167,7.593
1561,12,2012,240,5946,2,5,1.0,1,83.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,470000.0,8.7,1048851.2,8.0925
1562,8,2013,402,12017,1,0,1.0,2,122.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1026547.375,7.373958333
1563,1,2016,219,3187,0,3,0.0,3,96.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,3.91,227355.125,7.811666667
1564,3,2013,342,11792,1,5,1.0,4,165.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,220000.0,8.466666667,371456.09,7.8582
1565,9,2016,294,4346,2,0,0.0,1,91.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56500.0,6.945,162039.0333,7.640733333
1566,3,2019,532,20458,2,0,0.0,2,122.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,420000.0,8.835,108586.1667,6.7525
1567,9,2019,1090,47821,0,5,1.0,2,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1598963.917,7.68452381,1285873.5,8.101527778
1568,8,2017,711,34768,0,2,1.0,3,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225768.32117104737,5.498639112275811,996978.5,7.7455
1569,4,2015,688,52928,0,4,1.0,2,112.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1466250.0,8.101428571,988488.1667,8.386854167
1570,2,2017,935,68402,0,3,0.0,3,119.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,2347540.544,7.972
1571,1,2017,97,1628,2,4,0.0,3,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98935.375,8.075892857,1430598.708,8.373154762
1572,2,2013,507,27115,1,6,1.0,2,114.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2074153.3,7.530357143,256731.2533,7.909866667
1573,1,2014,419,12908,1,3,1.0,2,105.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1178578.0,8.326666667,1026225.542,8.323333333
1574,1,2013,431,19868,1,2,1.0,3,118.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,314000.0,8.042,3891264.375,8.09125
1575,11,2016,667,23659,1,2,1.0,3,118.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,314000.0,8.042,3891264.375,8.09125
1576,9,2017,289,7669,0,11,0.0,3,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225768.32117104737,5.498639112275811,1516213.111,7.845111111
1577,11,2017,1308,73390,1,6,1.0,2,120.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,616766.6667,8.42,1697205.167,7.906222222
1578,12,2013,640,6810,2,0,1.0,1,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,248180.5119,7.9525
1579,12,2013,308,646,2,0,1.0,1,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,248180.5119,7.9525
1580,10,2013,169,2939,2,7,0.0,2,128.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4236.75,6.964,223755.2143,6.838047619
1581,5,2013,581,41649,0,0,1.0,2,112.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,615343.4048,7.539327381
1582,4,2013,724,57593,0,6,1.0,4,153.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,919336.7143,7.32,2339159.119,7.743779762
1583,5,2019,7,160,2,2,0.0,4,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,225768.32117104737,5.498639112275811,13116.5,6.76
1584,12,2018,1253,12584,0,3,1.0,1,94.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1146615.143,8.586666667
1585,12,2018,672,6495,0,3,1.0,1,94.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1146615.143,8.586666667
1586,10,2013,224,2428,2,2,0.0,1,71.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42666.66667,7.42,288941.8016220561,5.461852312476617
1587,4,2018,331,1887,2,5,0.0,1,97.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42666.66667,7.42,1304950.089,7.192555556
1588,6,2016,924,59041,1,0,1.0,1,80.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22445.5,6.27,288941.8016220561,5.461852312476617
1589,3,2019,372,1760,2,2,0.0,1,80.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,7.97,16601.5,7.715
1590,10,2014,287,2825,0,1,1.0,1,82.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.0,3.65,288941.8016220561,5.461852312476617
1591,2,2016,312,5195,1,4,1.0,2,112.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,72666.66667,7.51,141758.1012,6.778125
1592,3,2013,258,6966,1,4,0.0,3,157.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,162455.0714,7.954666667
1593,10,2019,845,26044,1,1,1.0,2,117.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
1594,10,2014,676,58358,0,3,0.0,2,114.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,609686.0,8.702857143,2141238.095,7.770666667
