,month,year,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
540,12,2014,379,11935,2,2,1.0,3,102.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,290000.0,8.0,168467.525,7.4045
541,2,2019,66,1550,2,9,0.0,1,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,13356.0,6.99
542,10,2013,154,2506,1,6,0.0,4,92.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20000.0,7.55,315831.25,7.5895
543,12,2017,121,1661,2,1,0.0,1,117.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15325.6,7.491666667,14750.0,7.135714286
544,1,2016,150,1678,2,1,0.0,1,117.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15325.6,7.491666667,14750.0,7.135714286
545,2,2013,53,1763,2,1,0.0,1,117.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15325.6,7.491666667,14750.0,7.135714286
546,12,2013,82,1098,1,9,0.0,3,130.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1029000.0,8.898571429,322264.4218,8.263363095
547,11,2017,314,15804,2,4,0.0,3,95.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,220688.5,8.74,548772.6714,8.4785
548,11,2017,272,14651,2,4,0.0,3,95.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,220688.5,8.74,548772.6714,8.4785
549,12,2018,97,1417,2,0,0.0,0,95.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
550,5,2013,38,1622,2,0,0.0,4,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
551,10,2013,270,8129,1,4,1.0,4,123.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,208146.7143,8.395714286,1817250.0,8.13
552,10,2016,1234,155977,0,0,1.0,3,119.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1778465.833,8.433333333,2547599.854,7.539136905
553,3,2015,411,15865,1,5,1.0,4,114.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,204119.6667,7.493333333,332677.4452,7.573304762
554,4,2013,567,45995,0,0,1.0,3,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996666.667,7.8575,1852650.208,7.64872619
555,12,2018,511,5521,0,6,1.0,1,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000.0,7.73,479837.2143,8.118571429
556,3,2016,526,37569,1,3,0.0,3,98.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,365490.0,7.985,314411.8222,8.03825
557,4,2014,40,945,2,0,0.0,2,104.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,28500.0,8.24,32539.5,8.6525
558,9,2017,459,4751,1,0,1.0,1,101.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,79471.0,7.148928571,647737.2708,7.390089286
559,2,2014,317,6703,1,0,1.0,1,107.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1609714.286,8.564285714,230116.2167,8.263333333
560,2,2019,442,4281,1,6,1.0,1,107.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1609714.286,8.564285714,230116.2167,8.263333333
561,2,2017,427,5949,1,9,1.0,1,106.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,154500.0,8.6675,548608.6458,8.126666667
562,2,2018,389,6659,1,3,1.0,4,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016571.429,8.024285714,48314.57143,8.128333333
563,7,2013,739,55733,1,7,1.0,3,115.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,872010.75,7.28,1161931.024,6.710619048
564,7,2019,717,20376,0,0,1.0,1,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
565,10,2014,385,17696,0,0,0.0,3,117.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
566,3,2018,1079,77173,1,0,1.0,2,140.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1896000.0,7.614,1290237.047,7.856555556
567,12,2012,592,49348,1,6,1.0,2,158.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1902500.0,8.205,907191.9187,8.078222222
568,1,2016,967,55063,1,4,1.0,3,156.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,448867.8,8.236,734725.2222,8.057380952
569,5,2018,957,43079,0,3,1.0,3,110.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,770000.0,6.42,2474285.714,8.096984127
570,4,2018,207,2621,2,0,0.0,1,82.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,4426750.0,7.905
571,4,2013,75,1677,2,2,0.0,4,132.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,137200.0,7.186,2334052.542,7.673666667
572,8,2017,53,1034,2,1,0.0,4,89.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24000.0,7.92,1049000.0,8.65
573,4,2018,344,7258,1,1,1.0,3,94.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184000.0,8.344285714,169515.6429,8.407142857
574,2,2017,172,2158,0,0,0.0,1,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
575,12,2015,449,9991,2,3,0.0,4,109.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,598000.0,7.654,1010891.262,7.802857143
576,9,2015,126,954,2,5,0.0,1,80.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24000.0,7.71,19240.2,7.435666667
577,6,2016,593,28021,1,5,1.0,2,109.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3038000.0,8.338,744268.0133,8.023333333
578,1,2017,599,24450,1,4,1.0,4,106.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,684285.7143,7.342857143,270736.2857,7.298833333
579,2,2016,119,2297,1,0,0.0,1,114.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
580,1,2019,112,2007,2,0,0.0,3,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23000.0,8.44,376795.5833,8.004166667
581,9,2019,360,5138,1,0,0.0,3,107.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,648666.6667,8.103333333,589550.375,7.097
582,6,2015,253,3871,2,5,0.0,3,115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112036.0,4.45,50960.93333,7.405666667
583,3,2017,954,68709,1,1,1.0,4,119.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1431000.0,8.456666667,1179833.333,8.366666667
584,3,2018,257,3250,1,8,0.0,2,119.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,272770.2,7.042,693080.3083,7.885505952
585,12,2016,1717,32667,1,7,1.0,2,133.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,570360.0,6.45,874316.9583,7.648541667
586,12,2016,907,15441,1,7,1.0,2,133.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,570360.0,6.45,874316.9583,7.648541667
587,10,2013,221,3017,2,4,0.0,1,87.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99000.0,7.43,99000.0,7.43
588,12,2013,27,370,2,5,0.0,3,168.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,109403.1667,7.994,60956.92222,7.769
589,12,2018,52,1634,2,0,0.0,3,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,8.514,288941.8016220561,5.461852312476617
590,12,2018,32,728,2,0,0.0,3,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,8.514,288941.8016220561,5.461852312476617
591,4,2013,201,7618,1,9,0.0,4,111.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92360.0,7.762321429,241061.6111,8.206214286
592,8,2017,436,10999,0,3,0.0,3,108.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275000.0,7.84,590011.9048,7.658690476
593,4,2019,405,6636,0,0,0.0,1,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
594,3,2014,47,1208,1,0,1.0,3,120.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,104279.2083,7.06
595,2,2014,627,29686,1,3,1.0,2,121.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,244279.75,7.4175,164422.1032,7.428174603
596,1,2013,38,553,1,5,0.0,2,89.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10000.0,6.99,140652.35,8.103566667
597,1,2016,609,25502,0,6,1.0,2,117.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,990000.0,8.435,1645666.013,7.782314626
598,9,2016,329,4326,2,0,0.0,1,90.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,570714.2857,8.748571429,537068.3333,7.471666667
599,11,2018,216,1015,2,7,0.0,1,73.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000.0,5.8,2221541.667,7.337444444
600,11,2016,354,7248,1,4,0.0,3,103.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,39239.16667,7.657142857,851269.9048,8.065650794
601,5,2017,85,1708,2,2,0.0,2,83.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23626.75,7.795416667,23626.75,7.795416667
602,12,2012,20,767,2,3,0.0,4,137.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40428.66667,7.94,370915.5833,8.17
603,6,2019,640,9870,2,0,1.0,3,121.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
604,6,2014,178,1026,2,4,0.0,1,83.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16000.0,6.09,1242099.833,6.975
605,7,2013,401,14155,1,3,1.0,3,149.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1731666.667,7.851666667,439871.6667,8.081055556
606,4,2014,305,11565,1,1,1.0,3,121.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,225768.32117104737,4.75,288941.8016220561,5.095
607,10,2013,374,14726,0,0,1.0,3,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016000.0,7.958,3036039.706,7.747825397
608,6,2019,965,38839,0,4,0.0,3,118.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3985000.0,7.3275,1579738.095,8.095297619
609,7,2019,454,8318,1,2,0.0,3,125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493333.3333,8.583333333,1743151.333,8.367142857
610,12,2016,747,5266,2,11,1.0,1,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205107.1429,8.603571429,97510.41667,8.475666667
611,12,2016,375,1733,2,11,1.0,1,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205107.1429,8.603571429,97510.41667,8.475666667
612,5,2018,149,3828,1,2,0.0,3,104.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,25333.33333,8.536666667,90925.42857,8.115357143
613,9,2014,641,44585,1,0,1.0,4,101.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,137200.0,7.186,2305348.111,7.808854167
614,2,2017,461,8534,0,0,1.0,3,101.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1641.666667,6.003333333,784.0,4.752
615,9,2018,325,3547,2,0,0.0,1,85.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,140000.0,7.855
616,10,2017,94,1607,2,0,0.0,2,123.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32000.0,9.1,1061805.917,8.175111111
617,3,2016,333,6926,2,3,0.0,3,131.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,71500.0,8.74,2606429.975,7.726428571
618,6,2018,49,1202,2,1,0.0,1,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16408.0,8.29,288941.8016220561,5.461852312476617
619,2,2014,22,716,2,0,0.0,4,111.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12000.0,7.68,12210.5,7.428333333
620,10,2015,143,1856,2,2,0.0,3,106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12216.5,7.87,687524.25,6.96625
621,3,2019,322,1524,2,0,0.0,1,88.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21000.0,8.51,425365.2333,7.858666667
622,11,2013,275,7468,1,5,0.0,3,118.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,240000.0,7.586666667,1241147.99,7.036704762
623,11,2017,158,2998,1,6,0.0,3,89.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1873600.0,8.402,689838.5357,7.411190476
624,6,2014,57,2292,2,3,0.0,3,111.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25434.5,7.8025,313252.4222,8.264222222
625,6,2017,970,25139,0,3,1.0,4,137.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,470000.0,4.44,4180089.886,7.838809524
626,5,2014,598,14929,1,6,1.0,1,101.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,522873.5714,8.506666667,634559.8,8.0061
627,10,2018,214,2509,2,2,0.0,1,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75132.0,8.895,288941.8016220561,5.461852312476617
628,1,2018,213,1552,2,2,0.0,1,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35491.33333,8.09875,23833.33333,8.17
629,12,2015,143,1371,1,0,0.0,2,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
630,4,2019,8,155,1,2,0.0,1,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14100.0,3.75,157000.0,4.105
631,2,2018,884,68414,0,4,0.0,1,103.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,609686.0,8.702857143,2130693.25,8.585357143
632,6,2016,150,934,2,0,0.0,1,82.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,82650.04167,7.729583333
633,9,2017,135,2823,1,2,1.0,1,64.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53500.0,8.69,288941.8016220561,5.91
634,4,2017,164,2208,1,3,1.0,1,63.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,53500.0,8.69,113450.0,8.622166667
635,7,2015,209,1329,2,6,0.0,1,79.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,6060000.0,8.21
636,11,2016,291,2442,2,1,0.0,1,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67000.0,7.91,288941.8016220561,5.461852312476617
637,9,2016,85,1571,2,3,0.0,3,119.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15325.6,7.491666667,20906.625,7.0825
638,3,2013,214,5948,1,0,1.0,2,150.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1896000.0,7.614,977404.9167,7.93275
639,6,2018,1117,90843,0,2,1.0,3,102.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,4.79,10000.0,5.55
640,7,2019,4,99,2,0,0.0,3,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
641,6,2019,180,1962,2,0,0.0,1,102.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32582.0,8.001666667,288941.8016220561,5.461852312476617
642,12,2014,1124,28668,1,0,1.0,1,92.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1459603.175,8.550873016,109600.4667,7.189888889
643,12,2014,509,1497,1,0,1.0,1,92.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1459603.175,8.550873016,109600.4667,7.189888889
644,10,2014,536,21636,0,3,1.0,4,111.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133063.4,6.378,562111.1111,7.407222222
645,6,2019,197,3383,1,2,1.0,3,98.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69333.33333,8.1,106322.8857,7.38525
646,7,2019,34,849,2,4,0.0,1,106.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31272.625,8.22,19031.5,8.236
647,7,2014,50,4246,2,4,0.0,1,106.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31272.625,8.22,19031.5,8.236
648,10,2017,398,5461,1,2,1.0,4,121.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,559095.5714,7.718571429,386626.5,8.1125
649,7,2015,65,1474,0,0,0.0,4,120.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13190.4,8.248,774274.6214,7.87027381
650,7,2019,28,935,2,1,0.0,1,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28000.0,8.76,288941.8016220561,5.461852312476617
651,4,2017,64,1271,0,2,0.0,1,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,779863.25,7.72375,288941.8016220561,5.461852312476617
652,1,2013,164,4091,1,0,1.0,3,111.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7041.5,8.4275,70161.77778,7.86
653,12,2014,140,2395,2,0,0.0,3,114.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109403.1667,7.994,65720.27778,8.450222222
654,12,2014,84,1616,2,0,0.0,3,114.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109403.1667,7.994,65720.27778,8.450222222
655,10,2015,1132,114183,1,6,1.0,2,144.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,203108.6,8.402,905715.75,7.939730159
656,12,2016,2746,126927,0,6,1.0,3,143.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3545000.0,7.565,3436694.444,7.957444444
657,12,2016,1501,70786,0,6,1.0,3,143.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3545000.0,7.565,3436694.444,7.957444444
658,7,2013,38,1435,1,6,0.0,3,143.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3545000.0,7.565,3436694.444,7.957444444
659,9,2014,295,6312,2,0,0.0,1,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1399672.448,7.6084375
660,2,2018,429,4178,2,5,0.0,1,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1399672.448,7.6084375
661,12,2018,1723,45453,0,3,1.0,4,139.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3013333.333,8.11,3868066.667,7.999666667
662,12,2018,1297,41658,0,3,1.0,4,139.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3013333.333,8.11,3868066.667,7.999666667
663,9,2019,314,1599,0,2,0.0,1,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32775.75,8.19,439988.3542,7.931041667
664,3,2016,122,3718,2,4,0.0,2,119.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1853.25,7.443333333,36389.5,7.5525
665,8,2016,128,3409,1,5,1.0,1,117.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1896000.0,7.614,449550.2667,7.877333333
666,1,2013,341,11663,0,5,1.0,1,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2857500.0,6.954,1274830.938,7.923541667
667,6,2014,111,1108,2,1,0.0,1,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33000.0,6.49,33000.0,6.49
668,2,2017,393,5326,2,8,1.0,1,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068.0,5.745,160000.0,7.423333333
669,8,2016,726,39653,1,7,1.0,1,85.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,874638.8611,8.403055556
670,7,2019,933,30858,1,7,1.0,1,85.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,874638.8611,8.403055556
671,10,2014,199,3311,2,3,0.0,3,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,7.33,279515.5,7.885
672,8,2018,203,6212,1,5,0.0,3,95.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,94857.14286,8.327142857,1105743.2,7.305666667
673,7,2013,42,3031,1,4,0.0,3,105.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,723465.994,7.915678571
674,5,2018,332,2215,2,4,0.0,2,95.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,22000.0,8.12,288941.8016220561,5.461852312476617
675,3,2018,111,2456,2,3,1.0,2,120.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65500.0,8.57,978598.9444,8.256888889
676,3,2014,88,2851,0,0,0.0,3,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,225768.32117104737,5.498639112275811,226151.7143,7.972460317
677,5,2014,554,38894,1,3,1.0,2,119.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1482742.167,7.925833333,1109774.422,7.870333333
678,10,2019,1108,63768,1,3,1.0,2,119.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1482742.167,7.925833333,1109774.422,7.870333333
679,1,2019,1311,87843,0,2,1.0,2,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,3328303.571,8.351517857
680,1,2019,108,252,0,2,1.0,2,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,3328303.571,8.351517857
681,5,2015,96,2900,2,0,0.0,2,101.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,866256.125,7.95875
682,8,2018,750,59060,1,9,1.0,2,114.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,806666.6667,8.68,865777.687,8.037388889
683,9,2016,579,27648,1,12,1.0,3,133.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,367666.6667,8.196666667,652766.4583,7.217201299
684,1,2017,94,2215,1,3,0.0,3,98.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101287.1667,8.292142857,77226.11111,7.593928571
685,1,2016,103,2280,1,3,1.0,3,120.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,770359.1667,7.892142857
686,5,2015,799,98824,1,3,1.0,3,120.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,770359.1667,7.892142857
687,8,2014,194,4466,1,2,0.0,2,97.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,60000.0,7.565,546522.2024,8.685714286
688,5,2016,460,5404,2,4,0.0,1,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,870000.0,7.72
689,5,2018,534,3292,2,0,0.0,1,72.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000.0,7.4,80514.42857,8.215
690,10,2017,168,1429,2,6,0.0,1,86.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,79566.36111,7.111388889
691,9,2019,26,1044,1,0,0.0,2,136.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,660000.0,7.986666667,787637.875,7.029
692,9,2017,395,5848,1,4,1.0,3,94.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17400.25,6.496666667,401059.3786,7.769444444
693,12,2015,141,3645,2,0,0.0,3,89.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,149883.0,7.48,556218.5,7.6
694,6,2013,998,55514,1,8,1.0,2,143.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,470489.3333,8.233333333,889978.0112,7.872857143
695,10,2016,671,40136,1,2,1.0,4,95.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
696,6,2019,1151,40520,1,2,1.0,2,115.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,896266.8333,8.075714286,5584500.0,8.516666667
697,10,2015,361,7169,1,5,1.0,2,116.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2564428.571,8.368571429,901295.6071,8.248880952
698,2,2017,109,2922,1,4,0.0,3,137.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56000.0,7.76,154322.8889,8.504095238
699,10,2014,286,10324,0,0,1.0,4,101.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65506.0,6.54,515452.4167,7.24
700,8,2016,151,5014,1,4,1.0,3,98.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,169010.3333,7.811666667,126687.8125,7.929166667
701,4,2018,472,6878,0,7,0.0,3,101.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,2225054.796,7.929795918
