rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
200,약장수,2015.4.23,"314,542,400",0.00%,"44,214",282,"4,312",한국,한국,"(주)대명문화공장,(주)나이너스엔터테인먼트"
201,성실한 나라의 앨리스,2015.8.13,"349,482,500",0.00%,"43,964",69,"3,275",한국,한국,CGV아트하우스
202,일곱난쟁이,2014.12.24,"304,278,800",0.00%,"42,925",92,"1,027",독일,독일,메가박스중앙(주)플러스엠
203,코블러,2015.4.8,"318,637,732",0.00%,"41,444",250,"4,534",미국,미국,씨네그루(주)다우기술
204,데모닉,2015.6.25,"309,831,100",0.00%,"40,643",146,"2,081",미국,"미국,영국",(주)와우픽쳐스
205,유고와 라라: 하늘고래와 구름섬 대모험,2015.4.9,"291,706,400",0.00%,"40,374",222,"2,027",중국,중국,와이드 릴리즈(주)
206,"웰컴, 삼바",2015.2.18,"325,078,800",0.00%,"40,321",252,"3,369",프랑스,프랑스,(주)이수C&E
207,포켓몬 레인저와 바다의 왕자 마나피,2006.7.20,"284,294,600",0.00%,"40,146",257,"2,566",일본,일본,"(주)이수C&E,(주)쇼박스"
208,아델라인 : 멈춰진 시간,2015.10.15,"310,087,419",0.00%,"40,096",239,"3,425",미국,미국,(주)쇼박스
209,내일을 위한 시간,2015.1.1,"310,644,800",0.00%,"38,755",45,"1,781",벨기에,"벨기에,프랑스,이탈리아",그린나래미디어(주)
210,신은 죽지 않았다,2015.4.16,"282,788,000",0.00%,"38,254",137,"2,372",미국,미국,"주식회사 마운틴픽쳐스,(주)에스와이코마드"
211,타이밍,2015.12.10,"288,311,800",0.00%,"38,232",196,"2,737",한국,한국,(주)스톰픽쳐스코리아
212,정글번치: 너구리 해적단과 보물지도,2015.6.25,"272,076,100",0.00%,"38,219",247,"1,926",프랑스,프랑스,(주)팝엔터테인먼트
213,위아 유어 프렌즈,2015.11.12,"298,996,400",0.00%,"37,853",220,"2,883",미국,"미국,영국,프랑스",씨네그루(주)다우기술
214,추억의 마니,2015.3.19,"284,696,700",0.00%,"37,228",242,"3,218",일본,일본,(주)이수C&E
215,령 : 저주받은 사진,2015.6.4,"277,244,253",0.00%,"36,371",253,"3,871",일본,일본,(주)스톰픽쳐스코리아
216,한여름의 판타지아,2015.6.11,"279,273,058",0.00%,"35,950",59,"2,835",한국,"한국,일본",㈜인디스토리
217,에스엠타운 더 스테이지,2015.8.13,"284,650,500",0.00%,"35,857",65,652,한국,한국,주식회사 디에스이이디
218,리틀드래곤 코코넛,2015.7.2,"256,425,400",0.00%,"35,119",209,"1,329",독일,독일,(주)영화사 빅
219,팔로우,2015.4.2,"277,989,143",0.00%,"33,509",197,"3,199",미국,미국,"(주)영화사오원,(주)브리즈픽처스"
220,나를 미치게 하는 여자,2015.12.10,"237,669,700",0.00%,"33,380",161,"1,999",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
221,"땡큐, 대디",2015.4.23,"236,928,561",0.00%,"33,066",252,"2,896",프랑스,프랑스,(주)영화사 빅
222,더 테너 리리코 스핀토,2014.12.31,"260,190,241",0.00%,"32,644",176,"2,180",한국,한국,"(주)박수엔터테인먼트,(주)모인그룹"
223,파울볼,2015.4.2,"235,292,500",0.00%,"31,137",231,"3,859",한국,한국,오퍼스픽쳐스(유)
224,춘희막이,2015.9.30,"205,578,965",0.00%,"29,539",268,"3,940",한국,한국,"메가박스중앙(주)플러스엠,(주)엣나인필름"
225,아이돌 마스터 무비 : 빛의 저편으로!,2015.11.19,"211,857,000",0.00%,"29,193",55,986,일본,일본,(주)머스트씨무비릴리징컴퍼니
226,슈퍼 스파이: 수상한 임무,2015.10.15,"207,059,400",0.00%,"28,626",173,"1,403",스페인,스페인,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온"
227,앙: 단팥 인생 이야기,2015.9.10,"219,663,862",0.00%,"27,590",41,"1,415",일본,일본,그린나래미디어(주)
228,라자루스,2015.7.2,"215,951,800",0.00%,"27,445",89,"1,232",미국,미국,(유)조이앤시네마
229,몬스터 헌트,2015.11.12,"200,707,000",0.00%,"27,310",184,"1,954",중국,중국,(주)와우픽쳐스
230,뽀로로 극장판 눈요정 마을 대모험,,"129,379,900",0.00%,"27,034",66,896,한국,한국,
231,러브 앤 머시,2015.7.30,"211,780,800",0.00%,"26,812",51,"1,331",미국,미국,판씨네마(주)
232,트레이서,2015.3.19,"197,286,000",0.00%,"26,262",249,"3,433",미국,미국,"(주)영화사오원,(주)브리즈픽처스"
233,폭스캐처,2015.2.5,"203,771,121",0.00%,"25,683",80,"1,469",미국,미국,그린나래미디어(주)
234,트래쉬,2015.5.14,"183,546,913",0.00%,"25,532",206,"3,037",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
235,윈드랜드,2015.4.2,"176,978,200",0.00%,"24,936",240,"1,494",이탈리아,이탈리아,예지림엔터테인먼트
236,숲속으로,2014.12.24,"186,970,400",0.00%,"24,476",116,950,미국,미국,월트디즈니컴퍼니코리아(주)
237,진격의 거인: 홍련의 화살,2015.1.28,"192,575,800",0.00%,"24,450",82,"1,659",일본,일본,(주)박수엔터테인먼트
238,종이 달,2015.7.23,"197,236,200",0.00%,"24,381",34,978,일본,일본,"(주)영화사오원,(주)퍼스트런"
239,레전드 오브 래빗: 불의 전설,2015.9.24,"178,371,100",0.00%,"24,111",126,954,중국,중국,(주)팝엔터테인먼트
240,아마조니아,2015.8.5,"169,462,200",0.00%,"23,704",105,875,프랑스,"프랑스,브라질","(주)영화사 빅,(주)버킷스튜디오"
241,사이코패스,2015.5.28,"191,148,000",0.00%,"23,586",69,"1,198",일본,일본,(주)박수엔터테인먼트
242,드래곤볼 Z : 부활의 F,2015.10.1,"176,019,000",0.00%,"23,294",76,982,일본,일본,(주)씨제이이엔엠
243,마미,2014.12.18,"184,466,300",0.00%,"22,683",56,779,캐나다,"캐나다,프랑스",(주)엣나인필름
244,엘리제궁의 요리사,2015.3.19,"170,548,500",0.00%,"22,416",112,"1,803",프랑스,프랑스,판씨네마(주)
245,차일드 44,2015.5.28,"168,643,231",0.00%,"21,604",145,"1,865",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
246,그 사람 그 사랑 그 세상,2014.11.20,"149,047,500",0.00%,"21,268",28,712,한국,한국,"THE 픽쳐스,(주)팝엔터테인먼트"
247,트립 투 이탈리아,2015.6.4,"162,320,800",0.00%,"21,136",51,"1,418",영국,영국,찬란
248,스윗 프랑세즈,2015.12.3,"153,528,300",0.00%,"20,694",94,"1,300",영국,"영국,프랑스,미국",그린나래미디어(주)
249,난 그녀와 키스했다,2015.7.22,"155,762,798",0.00%,"20,056",53,"1,009",프랑스,프랑스,(주)엣나인필름
250,라이프,2015.10.15,"155,668,185",0.00%,"19,596",99,"1,893",캐나다,"캐나다,독일,오스트리아 ,미국","(주)영화사오원,(주)프레인글로벌"
251,옐로우버드,2015.2.18,"146,918,300",0.00%,"18,900",127,"1,074",프랑스,프랑스,"(주)영화사오원,(주)브리즈픽처스"
252,부에나 비스타 소셜 클럽,2001.3.1,"154,284,701",0.00%,"18,892",54,"1,003",독일,독일,오드
253,비비안 마이어를 찾아서,2015.4.30,"150,367,500",0.00%,"18,829",36,"1,060",미국,미국,오드
254,무민 더 무비,2015.8.13,"133,874,700",0.00%,"18,380",161,"1,195",핀란드,"핀란드,프랑스",(주)팝엔터테인먼트
255,마돈나,2015.7.2,"141,358,400",0.00%,"18,149",65,"1,474",한국,한국,(주)리틀빅픽쳐스
256,리그레션,2015.10.15,"141,042,885",0.00%,"18,057",143,"1,856",스페인,"스페인,캐나다",(주)박수엔터테인먼트
257,원스 어폰 어 타임 인 아메리카,1984.12.10,"248,615,600",0.00%,"17,873",31,556,미국,"미국,이탈리아",(주)프레인글로벌
258,태양을 쏴라,2015.3.19,"126,046,400",0.00%,"17,444",156,"1,983",한국,한국,(유)조이앤시네마
259,유아 낫 유,2015.1.21,"138,505,400",0.00%,"17,372",103,"1,243",미국,미국,(주)마인스 엔터테인먼트
260,어떤살인,2015.10.28,"137,025,800",0.00%,"17,190",179,"2,562",한국,한국,"TCO(주)더콘텐츠온,(주)전망좋은 영화사"
261,이민자,2015.9.3,"130,809,123",0.00%,"16,667",36,936,미국,미국,주식회사 씨네룩스
262,어바웃 리키,2015.9.3,"123,069,900",0.00%,"16,475",123,"1,532",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
263,나쁜 나라,2015.12.3,"111,080,400",0.00%,"16,368",23,651,한국,한국,"배급위원회,(주)시네마달"
264,셀마,2015.7.23,"118,838,824",0.00%,"16,198",48,981,미국,미국,찬란
265,순교,2015.8.13,"115,342,000",0.00%,"16,097",8,604,한국,한국,파이오니아21
266,이다,2015.2.18,"119,357,345",0.00%,"15,668",34,"1,065",폴란드,"폴란드,덴마크",시네마 뉴원
267,꼬마 유령,2015.6.11,"111,527,100",0.00%,"15,516",176,"1,212",독일,"독일,스위스",(주)영화사오원
268,사랑이 이긴다,2015.9.10,"116,662,900",0.00%,"15,328",48,632,한국,한국,(주)리틀빅픽쳐스
269,아스테릭스: 신들의 전당,2015.4.30,"108,464,000",0.00%,"15,315",104,801,프랑스,프랑스,(주)나이너스엔터테인먼트
270,라이드 : 나에게로의 여행,2015.7.16,"125,004,700",0.00%,"15,195",29,789,미국,미국,(주)티캐스트
271,뷰티풀 라이,2015.3.26,"112,466,200",0.00%,"15,050",91,"1,452",미국,미국,(주)씨제이이엔엠
272,엘리펀트 송,2015.6.11,"116,806,400",0.00%,"14,893",49,"1,059",캐나다,캐나다,(주)엣나인필름
273,어느 하녀의 일기,2015.8.6,"114,051,900",0.00%,"14,891",37,694,프랑스,"프랑스,벨기에",주식회사 씨네룩스
274,하나와 앨리스: 살인사건,2015.5.27,"114,452,100",0.00%,"14,491",67,"1,357",일본,일본,(주)씨제이이엔엠
275,리틀 보이,2015.12.10,"100,778,300",0.00%,"14,343",143,"1,371",미국,"미국,멕시코",메가박스중앙(주)플러스엠
276,"알로, 슈티",2015.7.2,"115,129,400",0.00%,"14,289",33,746,프랑스,프랑스,"(주)프레인글로벌,(주)콘텐츠판다"
277,빽 투 더 퓨쳐 2,1990.1.13,"122,558,400",0.00%,"14,253",53,773,미국,미국,"(주)프레인글로벌,(주)영화사 안다미로"
278,호비와 엄마나무섬의 비밀,2015.7.2,"97,809,500",0.00%,"14,234",74,820,일본,일본,(주)머스트씨무비릴리징컴퍼니
279,위로공단,2015.8.13,"106,504,000",0.00%,"14,231",34,"1,095",한국,한국,(주)엣나인필름
280,네이든,2015.6.25,"106,437,400",0.00%,"13,984",49,900,영국,영국,(주)블룸즈베리리소시스리미티드
281,해피 홀리데이,2015.5.14,"105,913,800",0.00%,"13,939",102,"1,405",영국,영국,(주)스톰픽쳐스코리아
282,미스터 터너,2015.1.22,"105,909,883",0.00%,"13,792",29,569,영국,"영국,프랑스,독일",(주)영화사 진진
283,무드 인디고,2014.12.11,"111,195,900",0.00%,"13,430",31,736,프랑스,"프랑스,벨기에",(주)프레인글로벌
284,아마데우스 감독판,2015.10.29,"108,229,000",0.00%,"13,428",31,513,미국,미국,시네마 뉴원
285,베스트 오브 미,2015.6.18,"100,915,600",0.00%,"13,399",118,"1,422",미국,미국,메가박스중앙(주)플러스엠
286,블랙버드,2015.1.28,"97,711,400",0.00%,"13,130",135,"2,007",미국,미국,(주)영화사 빅
287,"안녕, 전우치! 도술로봇대결전",2015.10.8,"92,435,600",0.00%,"13,055",173,"1,076",한국,한국,(주)리틀빅픽쳐스
288,온리 유,2015.10.15,"96,822,200",0.00%,"12,990",111,"1,315",중국,중국,(주)영화사 빅
289,폴라로이드,2015.7.16,"82,417,500",0.00%,"12,457",27,169,한국,"한국,중국",와이드 릴리즈(주)
290,피아니스트,2003.1.1,"92,192,700",0.00%,"12,331",22,480,프랑스,프랑스,"(주)씨네월드,(주)드림팩트엔터테인먼트"
291,어우동: 주인 없는 꽃,2015.1.29,"60,141,000",0.00%,"12,203",19,381,한국,한국,(주)드림팩트엔터테인먼트
292,빽 투 더 퓨쳐,1987.7.17,"99,851,744",0.00%,"12,187",49,622,미국,미국,"(주)프레인글로벌,(주)영화사 안다미로"
293,타투,2015.12.10,"99,255,100",0.00%,"12,102",133,"1,223",한국,한국,와이드 릴리즈(주)
294,결혼하지 않아도 괜찮을까,2015.4.9,"96,425,500",0.00%,"11,782",27,901,일본,일본,프리비젼엔터테인먼트
295,검은손,2015.4.16,"89,815,665",0.00%,"11,650",178,"2,572",한국,한국,(주)스톰픽쳐스코리아
296,클라우즈 오브 실스마리아,2014.12.18,"91,924,300",0.00%,"11,410",22,379,프랑스,"프랑스,스위스,독일",(주)나이너스엔터테인먼트
297,카이트,2015.6.11,"66,844,000",0.00%,"11,287",50,147,미국,미국,(주)누리픽쳐스
298,에이미,2015.11.5,"93,166,400",0.00%,"11,258",31,620,영국,영국,"(주)팝엔터테인먼트,주식회사 더쿱"
299,블러바드,2015.8.13,"86,642,300",0.00%,"11,048",22,634,미국,미국,"주식회사 블루필름웍스,주식회사 마운틴픽쳐스,TCO(주)더콘텐츠온"
300,바티칸 뮤지엄,2015.1.8,"106,215,500",0.00%,"11,027",51,587,이탈리아,이탈리아,(주)팝엔터테인먼트
