name,nation,rep_nation,distributor,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
토이 스토리 4,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019.6.20,6,2019,28758452040,3400034,1336,85875,미국,4,1,전체 관람가,100,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.50%,3130000,9.203333333,1378454.306,8.67547619
토토의 움직이는 숲,덴마크,덴마크,(주)미디어데이,2013.6.20,6,2013,505799000,79558,191,2407,기타,2,0,전체 관람가,75,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,59000,7.01,0,0
톱스타,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013.10.24,10,2013,1194185500,175153,397,12218,한국,4,1,15세 관람가,114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,2767320.125,8.00375,1229322.696,6.9649375
퇴마: 무녀굴,한국,한국,씨네그루(주)다우기술,2015.8.20,8,2015,951843500,120802,331,6463,한국,6,0,15세 관람가,105,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10%,1332909.625,6.52125,963030.5706,7.917755102
투 마더스,프랑스,프랑스,(주)싸이더스,2013.8.22,8,2013,497511000,71264,198,3859,기타,4,0,청소년 관람불가,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,18260.4,6.624,263723.6071,7.9975
투 프렌즈,러시아,러시아,(주)박수엔터테인먼트,2018.11.29,11,2018,199496700,28082,273,1399,기타,0,0,전체 관람가,75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
투모로우랜드,미국,미국,월트디즈니컴퍼니코리아(주),2015.5.27,5,2015,2083283000,265810,435,14640,미국,4,1,12세 관람가,129,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.10%,1300310.333,8.3675,177331.3333,7.922444444
툴리,캐나다,캐나다,(주)리틀빅픽쳐스,2018.11.22,11,2018,302483000,37241,161,2281,기타,2,0,15세 관람가,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,573333.3333,8.37,606276.3333,8.192142857
툼레이더,미국,미국,워너브러더스 코리아(주),2018.3.8,3,2018,4500905762,540410,806,31823,미국,1,1,12세 관람가,118,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.20%,278000,7.645,149413.75,8.055
툼스톤,미국,미국,(주)인벤트스톤,2014.9.18,9,2014,1875449247,242707,378,16226,미국,3,0,청소년 관람불가,113,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.10%,758400,7.38,454727.3333,7.310555556
튤립 피버,영국,"영국,미국",(주)팝엔터테인먼트,2017.12.14,12,2017,417768549,52144,359,4444,기타,3,0,청소년 관람불가,105,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,247959.3333,8.303333333,294811.1738,7.83852381
트래쉬,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015.5.14,5,2015,183546913,25532,206,3037,미국,0,1,15세 관람가,113,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,166333.3333,9.01,18703.41667,7.858333333
트랜센던스,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2014.5.14,5,2014,5478536500,696436,417,23243,미국,3,1,12세 관람가,119,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.30%,2631571.429,8.894285714,367678.1111,7.095138889
트랜스포머: 사라진 시대,미국,미국,(주)씨제이이엔엠,2014.6.25,6,2014,44012752845,5295836,1602,107875,미국,5,1,12세 관람가,164,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.60%,596153.3,7.5305,1460340.5,7.041333333
트랜스포머: 최후의 기사,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2017.6.21,6,2017,21501959228,2614601,1739,87234,미국,4,1,12세 관람가,151,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.20%,1176000,8.076,1527121.896,7.32825
트랜스포터: 리퓰드,프랑스,"프랑스,중국",씨네그루(주)다우기술,2015.10.15,10,2015,1263319115,161245,432,10083,기타,2,0,15세 관람가,86,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.10%,662142.8571,7.287142857,576140.25,7.583666667
트럼보,미국,미국,"그린나래미디어(주),(주)프레인글로벌",2016.4.7,4,2016,487002100,61964,310,5064,미국,2,0,15세 관람가,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,6.14,270015.2,7.892857143
트레이서,미국,미국,"(주)영화사오원,(주)브리즈픽처스",2015.3.19,3,2015,197286000,26262,249,3433,미국,0,0,15세 관람가,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,13186,7.105,469681.1111,7.230555556
트레킹: 저주의 숲,독일,독일,제인앤유,2019.7.4,7,2019,69284680,23034,3,98,기타,2,0,15세 관람가,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,18250,5.475
트롤,미국,미국,(주)씨제이이엔엠,2017.2.16,2,2017,5011161500,675966,622,18387,미국,0,1,전체 관람가,92,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.30%,0,0,2055166.667,6.39
트루스,미국,미국,(주)라이크콘텐츠,2016.8.24,8,2016,152087000,19330,123,2472,미국,4,0,15세 관람가,100,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,785447.7292,8.090166667
트루스 오어 데어,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2018.5.22,5,2018,2647330400,310956,530,17066,미국,4,1,15세 관람가,100,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,174606.8333,7.133083333
트리플 9,미국,미국,(주)리틀빅픽쳐스,2016.4.20,4,2016,365164300,47197,329,5792,미국,9,0,청소년 관람불가,115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00%,94666.66667,7.353333333,954763.2698,8.009320106
트리플 엑스 리턴즈,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2017.2.8,2,2017,3967335095,475309,590,20692,미국,0,1,15세 관람가,106,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.20%,995000,7.436666667,1375212.946,8.013630952
트릭,한국,한국,"(주)스톰픽쳐스코리아,(주)이수C&E",2016.7.13,7,2016,297957300,38262,390,5939,한국,0,0,15세 관람가,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00%,0,0,410000,5.355
트립 투 이탈리아,영국,영국,찬란,2015.6.4,6,2015,162320800,21136,51,1418,기타,2,0,15세 관람가,108,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,9233.6,6.506,61373.85,6.999833333
트와이스랜드,한국,한국,씨제이 씨지브이(CJ CGV)(주),2018.12.7,12,2018,153765000,18252,53,572,한국,0,1,전체 관람가,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,0,0,0,0
트와일라잇,미국,미국,"판씨네마(주),(주)넥스트엔터테인먼트월드(NEW)",2018.12.12,12,2018,119297550,15481,96,924,미국,3,1,15세 관람가,121,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,18000,7.7075,18520.33333,8.128777778
특별수사: 사형수의 편지,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016.6.16,6,2016,9929947065,1241899,691,39372,한국,5,1,15세 관람가,120,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.60%,654158.4,5.982857143,2649623.246,8.315369048
특별시민,한국,한국,(주)쇼박스,2017.4.26,4,2017,10494768945,1362634,1154,46377,한국,7,1,15세 관람가,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.60%,612333.3333,7.216666667,1195312.662,8.012517007
특종: 량첸살인기,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2015.10.22,10,2015,4754763118,616481,776,31783,한국,3,1,15세 관람가,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,0,0,2498000,7.809166667
파가니니: 악마의 바이올리니스트,독일,"독일,이탈리아",씨너스엔터테인먼트(주),2014.4.23,4,2014,270820700,36808,100,2259,기타,8,0,15세 관람가,118,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00%,14887.66667,5.853333333,226664.3095,7.46347619
파더 앤 도터,미국,"미국,이탈리아",(주)박수엔터테인먼트,2015.12.10,12,2015,464270100,60829,352,5487,미국,0,0,15세 관람가,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
파도가 지나간 자리,미국,"미국,뉴질랜드,영국",CGV아트하우스,2017.3.8,3,2017,638463700,82736,276,5754,미국,3,0,15세 관람가,132,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,40333.33333,8.59,496851.25,8.084166667
파라노만,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013.2.7,2,2013,75039000,10942,54,604,미국,4,1,12세 관람가,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,134166.6667,7.796666667,302897.5125,7.7575
파라노말 액티비티: 더 고스트 디멘션,미국,미국,(주)박수엔터테인먼트,2016.4.21,4,2016,454055200,54972,353,5654,미국,3,0,15세 관람가,88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.00%,531149.5714,6.722857143,60750.33333,6.463333333
파리로 가는 길,미국,미국,(주)티캐스트,2017.8.3,8,2017,933298300,119171,79,3271,미국,3,0,12세 관람가,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.10%,110000,8.13,631111.6667,8.105555556
파리의 딜릴리,프랑스,프랑스,오드,2019.5.29,5,2019,131224587,15553,36,835,기타,2,0,전체 관람가,94,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,23978.25,8.821666667,16000,9.17
파비안느에 관한 진실,프랑스,프랑스,(주)티캐스트,2019.12.5,12,2019,280999440,42470,109,1948,기타,3,0,12세 관람가,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,60928.33333,8.276666667,16590.4,7.410166667
파운더,미국,미국,CGV아트하우스,2017.4.20,4,2017,275304900,34593,288,3536,미국,3,0,15세 관람가,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,458000,8.095,392184.3968,8.26952381
파울볼,한국,한국,오퍼스픽쳐스(유),2015.4.2,4,2015,235292500,31137,231,3859,한국,0,0,전체 관람가,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,625453.3333,9.15,1646861.333,7.1885
파워레인져스: 더 비기닝,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2017.4.20,4,2017,577103561,73875,479,7880,미국,5,1,12세 관람가,124,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.00%,167000,7.685,1262474.567,8.174
파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,한국,한국,(주)삼지애니메이션,2016.8.17,8,2016,270014820,35569,170,1774,한국,0,0,전체 관람가,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,71250,7.9275,0,0
파워배틀 와치카: 와치가면의 역습,한국,한국,(주)삼지애니메이션,2017.6.1,6,2017,166656500,23630,246,1787,한국,2,0,전체 관람가,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,71250,7.9275,0,0
파이널 포트레이트,영국,영국,(주)팝엔터테인먼트,2018.9.27,9,2018,147295066,16933,55,1228,기타,4,0,15세 관람가,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,16306.6,6.985,424398.3533,7.8075
파이브 피트,미국,미국,"(주)누리픽쳐스,(주)케이티알파",2019.4.10,4,2019,857897420,98661,457,9413,미국,2,0,15세 관람가,116,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,0,0,372449.2,8.004
파이스토리 : 악당상어 소탕작전,미국,"미국,한국",(주)에스비에스콘텐츠허브,2013.1.10,1,2013,1808263000,267440,298,7483,미국,0,0,전체 관람가,80,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,159625,7.791,176166.6667,7.508333333
파파로티,한국,한국,(주)쇼박스,2013.3.14,3,2013,11825934000,1716429,552,53601,한국,6,1,15세 관람가,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.80%,640441.2,6.677,2015968.242,7.821696429
판도라,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016.12.7,12,2016,36067171064,4584800,1760,100270,한국,0,1,12세 관람가,136,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,1475335.579,7.954668651
판도라,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016.12.7,12,2016,33955398164,4313864,1184,90758,한국,0,1,12세 관람가,136,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.90%,0,0,1475335.579,7.954668651
판소리 복서,한국,한국,CGV아트하우스,2019.10.9,10,2019,202328680,26758,345,4099,한국,3,0,12세 관람가,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,5490,7.672,1439045,8.183666667
판의 미로 - 오필리아와 세 개의 열쇠,스페인,"스페인,멕시코","(주)디스테이션,(주)프라임엔터테인먼트",2019.5.2,5,2019,186217700,21828,44,1244,기타,2,0,15세 관람가,119,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,1398750,7.7625,500000,4.783333333
판타스틱 4,미국,미국,이십세기폭스코리아(주),2015.8.20,8,2015,3029310600,399667,451,16241,미국,5,1,12세 관람가,105,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.20%,130000,6.18,177504.875,6.680916667
판타스틱 부니베어,중국,중국,(주)박수엔터테인먼트,2018.3.15,3,2018,123823400,17746,302,1505,기타,6,0,전체 관람가,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,18613.57143,7.267142857,280036.25,7.39
팔로우,미국,미국,"(주)영화사오원,(주)브리즈픽처스",2015.4.2,4,2015,277989143,33509,197,3199,미국,0,0,청소년 관람불가,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,11395,6.78
패딩턴,영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트,2015.1.7,1,2015,2246438729,305102,408,9738,기타,0,1,전체 관람가,104,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,281591.7254,8.550470238
패딩턴 2,프랑스,"프랑스,영국",(주)이수C&E,2018.2.8,2,2018,2555480200,339014,629,14455,기타,7,0,전체 관람가,104,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,281591.7254,8.550470238
패션 오브 크라이스트,미국,미국,"(주)이수C&E,이십세기폭스필름코퍼레이션",2017.4.10,4,2017,180074000,24012,128,2756,미국,1,1,15세 관람가,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,46401.8,7.531666667,163200.9,8.225833333
패션왕,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2014.11.6,11,2014,4367545379,594871,523,25487,한국,2,1,15세 관람가,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30%,621600,6.061428571,676000,7.1
패신저스,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2017.1.4,1,2017,5467466918,668576,608,21517,미국,3,1,12세 관람가,116,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.30%,1200000,8.37,465200,8.222
패터슨,프랑스,"프랑스,독일,미국",그린나래미디어(주),2017.12.21,12,2017,553191208,67058,105,3004,기타,0,0,12세 관람가,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,22663,8.085,62037.5,8.232916667
패터슨,프랑스,"프랑스,독일,미국",그린나래미디어(주),2017.12.21,12,2017,237836300,29277,62,1062,기타,0,0,12세 관람가,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,22663,8.085,62037.5,8.232916667
패트리어트 데이,미국,미국,(주)이수C&E,2017.4.6,4,2017,593983618,74827,375,6326,미국,1,0,15세 관람가,133,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,94857.14286,8.327142857,2648903,7.3
팬,미국,미국,워너브러더스 코리아(주),2015.10.8,10,2015,1425325592,186174,428,8994,미국,0,1,15세 관람가,82,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,314,8.5
팬텀 스레드,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2018.3.8,3,2018,243266300,29623,47,1248,미국,2,1,15세 관람가,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,20320.5,8.405,105255.5,8.01275
퍼스트맨,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2018.10.18,10,2018,6094765639,665364,1190,40580,미국,2,1,12세 관람가,141,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.30%,1071740.333,7.635,531405.1667,7.58202381
퍼시 잭슨과 괴물의 바다,미국,미국,이십세기폭스코리아(주),2013.9.12,9,2013,3791349609,519584,409,17054,미국,3,1,12세 관람가,106,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,510000,7.78,457097.4,7.336388889
퍼시픽 림,미국,미국,워너브러더스 코리아(주),2013.7.11,7,2013,20477374512,2539113,1005,55655,미국,0,1,15세 관람가,111,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.30%,0,0,0,0
퍼시픽 림: 업라이징,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2018.3.21,3,2018,8962712795,1077235,1145,49600,미국,2,1,15세 관람가,111,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.50%,0,0,915771.2143,7.78
퍼펙트,미국,미국,(주)마인스 엔터테인먼트,2013.9.25,9,2013,118503500,18179,136,2241,미국,0,0,청소년 관람불가,96,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,10643,7.425,194404.6667,7.76125
퍼펙트맨,한국,한국,(주)쇼박스,2019.10.2,10,2019,10311352770,1240022,894,50055,한국,2,1,12세 관람가,96,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.50%,64000,6.45,23050,6.635
페르디난드,미국,미국,이십세기폭스코리아(주),2018.1.3,1,2018,3854216500,533776,698,13789,미국,1,1,전체 관람가,108,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,522873.5714,8.506666667,1278000,8.522
페어리테일: 봉황의 무녀,일본,일본,(주)나이너스엔터테인먼트,2013.2.28,2,2013,79291500,11830,50,437,기타,2,0,전체 관람가,86,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,26728.33333,9.0275,0,0
"페어웰, 마이 퀸",프랑스,"프랑스,스페인",(주)더블앤조이픽쳐스,2013.12.5,12,2013,65376000,9015,24,461,기타,2,0,15세 관람가,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,177035.6667,7.43,235916.1786,8.269285714
페이스 오브 러브,미국,미국,(주)영화사 빅,2014.4.16,4,2014,597286405,80699,222,5521,미국,3,0,15세 관람가,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,0,0,834234.7222,8.269444444
페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,일본,일본,(주)박수엔터테인먼트,2017.11.16,11,2017,338294000,42413,172,2797,기타,5,0,15세 관람가,121,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,59666.66667,9.336666667,0,0
페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,일본,일본,(주)애니플러스,2019.3.21,3,2019,397411880,45157,94,2059,기타,4,0,15세 관람가,117,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,59666.66667,9.336666667,0,0
펭귄 하이웨이,일본,일본,(주)넥스트엔터테인먼트월드(NEW),2018.10.18,10,2018,276934100,34795,338,3280,기타,4,1,전체 관람가,118,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,35000,7.27,37570.3,7.511
펭이와 친구들의 남극대모험,중국,중국,와이드 릴리즈(주),2018.2.28,2,2018,168968800,22695,233,1541,기타,3,0,전체 관람가,77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,85989.66667,6.52
포드 V 페라리,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019.12.4,12,2019,10612013680,1208407,986,40175,미국,2,1,12세 관람가,152,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.60%,1431000,8.456666667,650778.75,8.325
포레스트: 죽음의 숲,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016.3.30,3,2016,391633862,50631,312,4507,미국,5,1,12세 관람가,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,51000,7.59,396167.4533,7.6918
포인트 브레이크,미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016.1.7,1,2016,2323707051,294320,409,12111,미국,2,0,청소년 관람불가,122,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.10%,97666.66667,8.154285714,611741.875,7.754
포커스,미국,미국,워너브러더스 코리아(주),2015.2.26,2,2015,702878700,91164,349,6736,미국,3,1,15세 관람가,104,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.00%,153136.4,7.976,272745.7,7.833833333
포켓몬 더 무비 XY 후파: 광륜의 초마신,일본,일본,(주)이수C&E,2015.12.23,12,2015,2156275800,300477,630,6795,기타,5,0,전체 관람가,80,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,256714.2857,8.587142857,798066.3333,7.549166667
포켓몬 더 무비 XY 후파: 광륜의 초마신,일본,일본,(주)이수C&E,2015.12.23,12,2015,1528041500,214284,360,4271,기타,5,0,전체 관람가,80,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,256714.2857,8.587142857,798066.3333,7.549166667
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,일본,일본,(주)이수C&E,2016.12.22,12,2016,2148082300,282565,780,6648,기타,14,0,전체 관람가,95,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,256714.2857,8.587142857,677217.1486,7.730019048
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,일본,일본,(주)이수C&E,2016.12.22,12,2016,1666637400,219047,480,4563,기타,14,0,전체 관람가,95,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,256714.2857,8.587142857,677217.1486,7.730019048
포켓몬 레인저와 바다의 왕자 마나피,일본,일본,"(주)이수C&E,(주)쇼박스",2015.7.23,7,2015,284294600,40146,257,2566,기타,6,1,전체 관람가,107,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,256714.2857,8.587142857,894733,6.723333333
폭스캐처,미국,미국,그린나래미디어(주),2015.2.5,2,2015,203771121,25683,80,1469,미국,3,0,청소년 관람불가,134,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,224640,8.203333333,2574464.286,8.572857143
폭스파이어,프랑스,"프랑스,캐나다",그린나래미디어(주),2013.8.22,8,2013,63493500,8612,30,599,기타,4,0,15세 관람가,143,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00%,8253,7.745,0,0
폭풍우 치는 밤에: 비밀 친구,일본,일본,(주)마인스 엔터테인먼트,2013.5.1,5,2013,249369500,38247,231,2014,기타,3,0,전체 관람가,89,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,12806.66667,8.228333333,0,0
폴라로이드,한국,"한국,중국",와이드 릴리즈(주),2015.7.16,7,2015,82417500,12457,27,169,한국,0,0,15세 관람가,106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,28739,8.095,569756.3333,6.821607143
폴란드로 간 아이들,한국,한국,커넥트픽쳐스(주),2018.10.31,10,2018,371846800,48462,181,2919,한국,2,0,전체 관람가,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00%,146897.8333,7.116666667,955431.8889,7.024444444
폴리스 스토리 2014,중국,중국,유니버설픽쳐스인터내셔널 코리아(유),2014.1.29,1,2014,1138068500,153591,251,5490,기타,0,1,15세 관람가,111,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.10%,22639.8,5.703095238,230060.4667,6.062857143
폼페이: 최후의 날,미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트,2014.2.20,2,2014,10303127700,1373873,561,43288,미국,4,1,15세 관람가,104,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.60%,684285.7143,7.342857143,704979.4583,7.614
표적,한국,한국,(주)씨제이이엔엠,2014.4.30,4,2014,22256769300,2841828,716,72255,한국,6,1,15세 관람가,98,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.30%,1238071,7.2525,2623769.885,7.759944444
퓨리,미국,"미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014.11.20,11,2014,10367640686,1362114,590,37155,미국,3,1,15세 관람가,134,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.60%,526628.7143,7.938571429,494335.4667,8.200388889
프라미스드 랜드,미국,미국,CGV아트하우스,2013.12.12,12,2013,166064662,22266,52,1412,미국,4,0,12세 관람가,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,12719.33333,7.435,992102.5,8.043888889
프라이버시,영국,"영국,미국",(주)인벤트스톤,2014.3.20,3,2014,122664928,16936,165,2147,기타,0,0,15세 관람가,96,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.00%,24288.33333,7.96,242969.4667,7.649166667
프란시스 하,미국,미국,그린나래미디어(주),2014.7.17,7,2014,567245070,72444,70,3060,미국,5,0,15세 관람가,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,272799.6,8.331142857,91938.09,8.02972381
프란츠,프랑스,프랑스,찬란,2017.7.20,7,2017,150974100,20760,47,1118,기타,0,0,12세 관람가,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,11905,8.185714286,9838.958333,8.525416667
프란치스코,스페인,"스페인,아르헨티나,이탈리아",스튜디오 프로그레시브 인큐베이터,2016.3.10,3,2016,131141849,18802,184,2121,기타,0,0,12세 관람가,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,766,9.39,0,0
