"","name","date","sales","sales_share","boxoffice_num","num_of_screen","rep_nation","nation","num_of_screenings","distributor","director1","director2","director3","director4","director5","director6","director7","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10","actor11","actor12","actor13","actor14","actor15","actor16","date2","month","year","y","director8","director9","actor17","actor18","actor19","nation2"
"945","결혼전야","2013.11.21","8,434,175,719","0.50%","1,212,843","524","38,819","한국","한국","씨너스엔터테인먼트(주)"," 홍지영","","","",NA,NA,NA," 김강우"," 김효진"," 이연희"," 택연"," 마동석"," 구잘 투르수노바"," 이희준"," 고준희"," 주지훈","","","","",NA,NA,NA,"0","11","2013",13,NA,NA,NA,NA,NA,"1"
"946","깡철이","2013.10.2","8,572,344,462","0.60%","1,209,363","707","43,102","한국","한국","(주)씨제이이엔엠"," 안권태","","","",NA,NA,NA," 유아인"," 김해숙","","","","","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"1"
"947","엘리시움","2013.8.29","9,017,994,500","0.60%","1,207,732","588","31,515","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 닐 블롬캠프","","","",NA,NA,NA," 맷 데이먼"," 조디 포스터"," 샬토 코플리","","","","","","","","","","",NA,NA,NA,"0","08","2013",13,NA,NA,NA,NA,NA,"2"
"948","더 웹툰: 예고살인","2013.6.27","8,537,683,070","0.60%","1,201,457","541","35,931","한국","한국","(주)씨제이이엔엠"," 김용균","","","",NA,NA,NA," 이시영"," 엄기준","","","","","","","","","","","",NA,NA,NA,"0","06","2013",13,NA,NA,NA,NA,NA,"1"
"949","웜 바디스","2013.3.14","8,361,708,124","0.50%","1,169,839","477","37,960","미국","미국","(주)씨제이이엔엠"," 조나단 레빈","","","",NA,NA,NA," 니콜라스 홀트"," 테레사 팔머"," 존 말코비치","","","","","","","","","","",NA,NA,NA,"0","03","2013",13,NA,NA,NA,NA,NA,"2"
"950","고령화 가족","2013.5.9","8,169,492,153","0.50%","1,141,222","583","37,524","한국","한국","(주)씨제이이엔엠"," 송해성","","","",NA,NA,NA," 박해일"," 윤제문"," 공효진"," 윤여정"," 진지희","","","","","","","","",NA,NA,NA,"0","05","2013",13,NA,NA,NA,NA,NA,"1"
"951","헝거게임: 캣칭 파이어","2013.11.21","7,850,816,000","0.50%","1,125,739","630","33,686","미국","미국","롯데쇼핑㈜롯데엔터테인먼트"," 프란시스 로렌스","","","",NA,NA,NA," 제니퍼 로렌스"," 조쉬 허처슨"," 리암 헴스워스"," 우디 해럴슨"," 샘 클라플린"," 필립 세이모어 호프만"," 토비 존스"," 지나 말론"," 엘리자베스 뱅크스"," 폴라 맬콤슨","","","",NA,NA,NA,"0","11","2013",13,NA,NA,NA,NA,NA,"2"
"952","더 울버린","2013.7.25","7,849,518,000","0.50%","1,075,333","707","26,905","미국","미국","이십세기폭스코리아(주)"," 제임스 맨골드","","","",NA,NA,NA," 휴 잭맨","","","","","","","","","","","","",NA,NA,NA,"0","07","2013",13,NA,NA,NA,NA,NA,"2"
"953","동창생","2013.11.6","7,010,197,126","0.50%","1,048,280","660","36,401","한국","한국","(주)쇼박스"," 박홍수","","","",NA,NA,NA," T.O.P"," 한예리"," 윤제문"," 조성하"," 김유정","","","","","","","","",NA,NA,NA,"0","11","2013",13,NA,NA,NA,NA,NA,"1"
"954","에픽 : 숲속의 전설","2013.8.7","6,748,072,000","0.40%","978,785","471","18,377","미국","미국","이십세기폭스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","08","2013",13,NA,NA,NA,NA,NA,"2"
"955","전국노래자랑","2013.5.1","6,687,636,000","0.40%","978,413","581","41,649","한국","한국","롯데쇼핑㈜롯데엔터테인먼트","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","05","2013",13,NA,NA,NA,NA,NA,"1"
"956","슈퍼배드 2","2013.9.12","6,605,655,500","0.40%","962,862","424","17,373","미국","미국","유니버설픽쳐스인터내셔널 코리아(유)"," 피에르 꼬팽"," 크리스 리노드","","",NA,NA,NA," 스티브 카렐"," 미란다 코스그로브","","","","","","","","","","","",NA,NA,NA,"0","09","2013",13,NA,NA,NA,NA,NA,"2"
"957","잭 더 자이언트 킬러","2013.2.28","7,376,481,000","0.50%","956,154","507","27,115","미국","미국","워너브러더스 코리아(주)"," 브라이언 싱어","","","",NA,NA,NA," 니콜라스 홀트"," 이완 맥그리거"," 엘리너 톰린슨"," 스탠리 투치"," 이안 맥쉐인"," 빌 나이","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"2"
"958","크루즈 패밀리","2013.5.16","6,540,951,500","0.40%","941,824","525","21,734","미국","미국","(주)씨제이이엔엠"," 조엘 크로포드","","","",NA,NA,NA," 엠마 스톤"," 라이언 레이놀즈"," 켈리 마리 트란"," 니콜라스 케이지"," 피터 딘클리지","","","","","","","","",NA,NA,NA,"0","05","2013",13,NA,NA,NA,NA,NA,"2"
"959","뽀로로 극장판 슈퍼썰매 대모험","2013.1.23","6,826,641,500","0.40%","931,342","459","19,941","한국","한국","(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠"," 박영균","","","",NA,NA,NA," 이선"," 이미자"," 김환진"," 함수정"," 홍소영"," 조현정"," 정미숙","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"1"
"960","개구쟁이 스머프 2","2013.8.1","5,993,979,500","0.40%","921,788","478","15,485","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 라자 고스넬","","","",NA,NA,NA," 크리스티나 리치"," 닐 패트릭 해리스"," 알란 커밍"," 행크 아자리아"," 케이티 페리"," 제이마 메이스"," J. B. 스무브"," 존 올리버"," 마이린 로비치"," 카롤리나 바르체"," 안톤 옐친","","",NA,NA,NA,"0","08","2013",13,NA,NA,NA,NA,NA,"2"
"961","몬스터 호텔","2013.1.17","6,080,221,500","0.40%","884,885","489","16,647","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"2"
"962","열한시","2013.11.28","6,097,792,000","0.40%","870,785","512","32,536","한국","한국","(주)씨제이이엔엠","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","11","2013",13,NA,NA,NA,NA,NA,"1"
"963","몬스터 대학교","2013.9.12","5,879,223,500","0.40%","870,605","385","15,172","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 댄 스캔론","","","",NA,NA,NA," 빌리 크리스탈"," 존 굿맨"," 스티브 부세미","","","","","","","","","","",NA,NA,NA,"0","09","2013",13,NA,NA,NA,NA,NA,"2"
"964","남쪽으로 튀어","2013.2.6","5,970,851,500","0.40%","832,894","428","23,088","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 임순례","","","",NA,NA,NA," 김윤석"," 오연수"," 한예리"," 백승환"," 박사랑","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"1"
"965","하늘에서 음식이 내린다면 2","2013.11.21","5,411,562,500","0.30%","797,850","545","16,340","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 코디 캐머런"," 크리스 피언","","",NA,NA,NA," 빌 헤이더"," 안나 페리스"," 닐 패트릭 해리스","","","","","","","","","","",NA,NA,NA,"0","11","2013",13,NA,NA,NA,NA,NA,"2"
"966","잭 리처","2013.1.17","5,758,577,000","0.40%","784,031","431","19,868","미국","미국","(주)씨제이이엔엠"," 에드워드 즈윅","","","",NA,NA,NA," 톰 크루즈"," 코비 스멀더스","","","","","","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"2"
"967","반창꼬","2012.12.19","5,451,422,068","0.40%","745,262","381","20,840","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 정기훈","","","",NA,NA,NA," 고수"," 한효주","","","","","","","","","","","",NA,NA,NA,"0","12","2012",13,NA,NA,NA,NA,NA,"1"
"968","더 파이브","2013.11.14","5,343,797,000","0.30%","731,212","501","27,308","한국","한국","(주)씨제이이엔엠"," 정연식","","","",NA,NA,NA," 김선아"," 온주완"," 마동석"," 신정근"," 정인기"," 이청아"," 박효주","","","","","","",NA,NA,NA,"0","11","2013",13,NA,NA,NA,NA,NA,"1"
"969","더 임파서블","2013.1.17","4,445,235,500","0.30%","622,704","407","19,595","스페인","스페인,미국","롯데쇼핑㈜롯데엔터테인먼트"," 후안 안토니오 바요나","","","",NA,NA,NA," 이완 맥그리거"," 나오미 왓츠"," 톰 홀랜드","","","","","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"3"
"970","인시디어스: 두번째 집","2013.12.5","4,001,137,000","0.30%","577,748","405","18,653","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 제임스 완","","","",NA,NA,NA," 로즈 번"," 패트릭 윌슨"," 린 샤예"," 타이 심킨스"," 바바라 허쉬"," 다니엘 비서티","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"2"
"971","섀도우 헌터스: 뼈의 도시","2013.9.12","4,034,176,500","0.30%","571,074","374","18,273","미국","미국,독일","롯데쇼핑㈜롯데엔터테인먼트"," 해럴드 즈워트","","","",NA,NA,NA," 릴리 콜린스"," 제이미 캠벨 바우어"," 케빈 지거스"," 제미마 웨스트"," 레나 헤디"," 로버트 시한","","","","","","","",NA,NA,NA,"0","09","2013",13,NA,NA,NA,NA,NA,"2"
"972","화이트 하우스 다운","2013.6.27","4,015,707,500","0.30%","569,500","480","19,850","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 롤랜드 에머리히","","","",NA,NA,NA," 채닝 테이텀"," 제이미 폭스"," 매기 질렌할","","","","","","","","","","",NA,NA,NA,"0","06","2013",13,NA,NA,NA,NA,NA,"2"
"973","애프터 어스","2013.5.30","3,831,856,167","0.20%","537,920","484","19,867","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," M. 나이트 샤말란","","","",NA,NA,NA," 윌 스미스"," 제이든 스미스"," 조 크라비츠"," 소피 오코네도","","","","","","","","","",NA,NA,NA,"0","05","2013",13,NA,NA,NA,NA,NA,"2"
"974","사이코메트리","2013.3.7","3,978,495,129","0.30%","534,273","429","23,487","한국","한국","(주)씨제이이엔엠","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","03","2013",13,NA,NA,NA,NA,NA,"1"
"975","퍼시 잭슨과 괴물의 바다","2013.9.12","3,791,349,609","0.20%","519,584","409","17,054","미국","미국","이십세기폭스코리아(주)"," 쏘어 프류덴탈","","","",NA,NA,NA," 로건 레먼"," 알렉산드라 다드다리오"," 브랜든 T. 잭슨","","","","","","","","","","",NA,NA,NA,"0","09","2013",13,NA,NA,NA,NA,NA,"2"
"976","남자사용설명서","2013.2.14","3,606,654,257","0.20%","507,913","372","17,238","한국","한국","(주)쇼박스"," 이원석","","","",NA,NA,NA," 이시영"," 오정세"," 박영규","","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"1"
"977","다이노소어 어드벤처 3D","2013.12.19","4,140,930,000","0.30%","507,164","464","8,994","미국","미국,영국","이십세기폭스코리아(주)"," 닐 나이팅게일"," 베리 쿡","","",NA,NA,NA," 저스틴 롱"," 찰리 로우"," 앵거리 라이스","","","","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"2"
"978","무서운 이야기 2","2013.6.5","3,393,667,500","0.20%","495,522","337","18,509","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 김성호"," 김휘"," 정범식"," 민규동",NA,NA,NA," 성준"," 이수혁"," 백진희"," 김슬기"," 정인선"," 고경표"," 김지원"," 박성웅"," 이세영","","","","",NA,NA,NA,"0","06","2013",13,NA,NA,NA,NA,NA,"1"
"979","캐치미","2013.12.18","3,293,262,500","0.20%","480,434","517","16,151","한국","한국","롯데쇼핑㈜롯데엔터테인먼트","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"1"
"980","썬더와 마법저택","2013.12.24","3,109,415,000","0.20%","459,295","422","6,081","벨기에","벨기에","(주)씨제이이엔엠"," 벤 스타센"," 제레미 드그루손","","",NA,NA,NA," 제임스 플린"," 도미닉 파리","","","","","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"3"
"981","노브레싱","2013.10.30","2,991,824,739","0.20%","451,669","584","24,912","한국","한국,필리핀","(주)나이너스엔터테인먼트"," 조용선","","","",NA,NA,NA," 서인국"," 이종석"," 유리","","","","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"1"
"982","클라우드 아틀라스","2013.1.9","3,385,615,727","0.20%","449,344","382","13,627","미국","미국,독일","(주)넥스트엔터테인먼트월드(NEW)"," 릴리 워쇼스키"," 라나 워쇼스키"," 톰 티크베어","",NA,NA,NA," 톰 행크스"," 휴 그랜트"," 할리 베리"," 배두나","","","","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"2"
"983","창수","2013.11.28","3,146,542,000","0.20%","429,141","415","19,471","한국","한국","(주)마인스 엔터테인먼트,(주)박수엔터테인먼트"," 이덕희","","","",NA,NA,NA," 임창정"," 안내상"," 정성화"," 손은서"," 태성","","","","","","","","",NA,NA,NA,"0","11","2013",13,NA,NA,NA,NA,NA,"1"
"984","명탐정 코난 : 수평선상의 음모","2013.8.7","2,465,123,000","0.20%","389,871","316","8,196","일본","일본","(주)씨제이이엔엠"," 야마모토 야스이치로","","","",NA,NA,NA," 타카야마 미나미"," 야마자키 와카나","","","","","","","","","","","",NA,NA,NA,"0","08","2013",13,NA,NA,NA,NA,NA,"3"
"985","론 레인저","2013.7.4","2,750,149,500","0.20%","387,527","401","14,155","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 고어 버빈스키","","","",NA,NA,NA," 조니 뎁"," 아미 해머"," 헬레나 본햄 카터","","","","","","","","","","",NA,NA,NA,"0","07","2013",13,NA,NA,NA,NA,NA,"2"
"986","스토커","2013.2.28","2,829,265,174","0.20%","378,874","329","15,590","미국","미국","이십세기폭스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"2"
"987","오즈 그레이트 앤드 파워풀","2013.3.7","2,886,185,000","0.20%","350,563","425","15,582","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 샘 레이미","","","",NA,NA,NA," 제임스 프랭코"," 미쉘 윌리엄스"," 레이첼 와이즈"," 밀라 쿠니스","","","","","","","","","",NA,NA,NA,"0","03","2013",13,NA,NA,NA,NA,NA,"2"
"988","미나문방구","2013.5.16","2,247,017,000","0.10%","334,323","385","16,653","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 정익환","","","",NA,NA,NA," 최강희"," 봉태규","","","","","","","","","","","",NA,NA,NA,"0","05","2013",13,NA,NA,NA,NA,NA,"1"
"989","차이니즈 조디악","2013.2.27","2,211,711,500","0.10%","315,305","300","13,432","중국","중국","롯데쇼핑㈜롯데엔터테인먼트"," 성룡","","","",NA,NA,NA," 성룡"," 권상우","","","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"3"
"990","빌리와 용감한 녀석들 2","2013.2.21","2,006,325,000","0.10%","306,837","289","7,410","인도","인도","(주)에스비에스콘텐츠허브"," 닉힐 아드바니","","","",NA,NA,NA," 캐리 엘위스"," 크리스토퍼 로이드"," 제인 린치"," 바네사 윌리암스","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"3"
"991","주먹왕 랄프","2012.12.19","2,116,917,500","0.10%","301,436","286","7,086","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","12","2012",13,NA,NA,NA,NA,NA,"2"
"992","이스케이프 플랜","2013.12.5","2,106,938,679","0.10%","292,892","287","10,331","미국","미국","판씨네마(주)"," 미카엘 하프스트롬","","","",NA,NA,NA," 아놀드 슈왈제네거"," 실베스터 스탤론"," 제임스 카비젤","","","","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"2"
"993","눈의 여왕","2013.2.7","1,846,221,000","0.10%","276,913","316","6,528","러시아","러시아","(주)넥스트엔터테인먼트월드(NEW)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"3"
"994","롤러코스터","2013.10.17","1,913,087,600","0.10%","270,148","374","14,726","한국","한국","(주)씨제이이엔엠","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"1"
"995","헨젤과 그레텔: 마녀 사냥꾼 3D","2013.2.14","2,122,205,602","0.10%","269,510","297","10,624","미국","미국,영국","(주)씨제이이엔엠","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"2"
"996","파이스토리 : 악당상어 소탕작전","2013.1.10","1,808,263,000","0.10%","267,440","298","7,483","미국","미국,한국","(주)에스비에스콘텐츠허브","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"2"
"997","장고:분노의 추적자","2013.3.21","1,883,634,000","0.10%","260,144","342","11,792","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 쿠엔틴 타란티노","","","",NA,NA,NA," 제이미 폭스"," 크리스토프 왈츠"," 레오나르도 디카프리오"," 케리 워싱턴"," 사무엘 L. 잭슨","","","","","","","","",NA,NA,NA,"0","03","2013",13,NA,NA,NA,NA,NA,"2"
"998","밤의 여왕","2013.10.17","1,762,892,500","0.10%","252,475","333","13,286","한국","한국","(주)인벤트스톤"," 김제영","","","",NA,NA,NA," 김민정"," 천정명","","","","","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"1"
"999","캡틴 필립스","2013.10.23","1,679,067,434","0.10%","241,514","302","10,623","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 폴 그린그래스","","","",NA,NA,NA," 톰 행크스"," 바크하드 압디"," 바크하드 압디라만"," 파이살 아메드"," 마핫 M. 알리"," 캐서린 키너","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"2"
"1000","잠베지아: 신비한 나무섬의 비밀","2012.12.25","1,579,355,000","0.10%","232,089","240","5,946","남아프리카공화국","남아프리카공화국,미국","롯데쇼핑㈜롯데엔터테인먼트"," 웨인 쏜리","","","",NA,NA,NA," 레너드 니모이"," 제레미 슈어레즈"," 아비게일 브레스린"," 제프 골드브럼"," 사무엘 L. 잭슨","","","","","","","","",NA,NA,NA,"0","12","2012",13,NA,NA,NA,NA,NA,"3"
"1001","분노의 윤리학","2013.2.21","1,658,653,000","0.10%","225,618","302","11,909","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 박명랑","","","",NA,NA,NA," 이제훈"," 조진웅"," 김태훈"," 곽도원"," 문소리","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"1"
"1002","잡스","2013.8.29","1,594,901,136","0.10%","225,343","402","12,017","미국","미국","(주)넥스트엔터테인먼트월드(NEW)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","08","2013",13,NA,NA,NA,NA,NA,"2"
"1003","세이빙 산타","2013.12.19","1,423,164,000","0.10%","220,748","297","4,347","영국","영국","(주)영화사 빅"," 레온 주센"," 아론 실먼","","",NA,NA,NA," 마틴 프리먼"," 팀 커리"," 팜 페리스","","","","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"3"
"1004","짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스","2013.4.25","1,430,168,500","0.10%","217,320","328","5,977","일본","일본","롯데쇼핑㈜롯데엔터테인먼트","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","04","2013",13,NA,NA,NA,NA,NA,"3"
"1005","송 포 유","2013.4.18","1,485,573,000","0.10%","217,314","317","11,737","영국","영국","(주)넥스트엔터테인먼트월드(NEW)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","04","2013",13,NA,NA,NA,NA,NA,"3"
"1006","호빗: 뜻밖의 여정","2012.12.13","1,712,751,650","0.10%","213,869","280","6,606","미국","미국,뉴질랜드","워너브러더스 코리아(주)"," 피터 잭슨","","","",NA,NA,NA," 이안 맥켈런"," 마틴 프리먼"," 리처드 아미티지","","","","","","","","","","",NA,NA,NA,"0","12","2012",13,NA,NA,NA,NA,NA,"2"
"1007","비행기","2013.12.19","1,497,601,500","0.10%","209,653","408","5,620","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"2"
"1008","비포 미드나잇","2013.5.22","1,488,770,000","0.10%","203,940","275","9,504","미국","미국","(주)까멜리아이엔티,(주)팝엔터테인먼트"," 리처드 링클레이터","","","",NA,NA,NA," 에단 호크"," 줄리 델피"," 샤뮤스 데이비 핏츠패트릭","","","","","","","","","","",NA,NA,NA,"0","05","2013",13,NA,NA,NA,NA,NA,"2"
"1009","응징자","2013.10.30","1,388,412,500","0.10%","192,347","305","12,023","한국","한국","(주)인벤트스톤"," 신재호","","","",NA,NA,NA," 양동근"," 주상욱"," 이태임","","","","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"1"
"1010","프리즈너스","2013.10.2","1,374,330,500","0.10%","188,084","297","7,922","미국","미국","(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)"," 드니 빌뇌브","","","",NA,NA,NA," 휴 잭맨"," 제이크 질렌할","","","","","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"2"
"1011","마이 리틀 히어로","2013.1.9","1,286,203,128","0.10%","183,650","341","11,663","한국","한국","(주)씨제이이엔엠"," 김성훈","","","",NA,NA,NA," 김래원"," 이성민"," 조안"," 이광수"," 지대한","","","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"1"
"1012","해양경찰 마르코","2013.2.14","1,151,907,000","0.10%","181,740","276","4,674","덴마크","덴마크","(주)인벤트스톤"," 얀 라벡","","","",NA,NA,NA," 얀 라벡"," 토머스 보르히 닐슨","","","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"3"
"1013","백악관 최후의 날","2013.6.5","1,272,025,000","0.10%","181,257","283","9,349","미국","미국","씨너스엔터테인먼트(주)"," 안톤 후쿠아","","","",NA,NA,NA," 제라드 버틀러"," 모건 프리먼"," 아론 에크하트"," 릭 윤"," 멜리사 레오"," 라다 미첼","","","","","","","",NA,NA,NA,"0","06","2013",13,NA,NA,NA,NA,NA,"2"
"1014","로마 위드 러브","2013.4.18","1,324,599,301","0.10%","180,779","201","7,618","미국","미국,이탈리아,스페인","(주)팝엔터테인먼트,(주)나이너스엔터테인먼트"," 우디 앨런","","","",NA,NA,NA," 제시 아이젠버그"," 엘렌 페이지"," 알렉 볼드윈"," 페넬로페 크루즈"," 로베르토 베니니"," 그레타 거윅"," 알레산드로 티베리"," 알레산드라 마스트로나르디"," 우디 앨런","","","","",NA,NA,NA,"0","04","2013",13,NA,NA,NA,NA,NA,"2"
"1015","명탐정 코난:은빛 날개의 마술사","2013.1.24","1,158,761,500","0.10%","176,495","139","3,661","일본","일본","(주)씨제이이엔엠"," 야마모토 야스이치로","","","",NA,NA,NA," 야마구치 캇페이"," 타카야마 미나미"," 야마자키 와카나","","","","","","","","","","",NA,NA,NA,"0","01","2013",13,NA,NA,NA,NA,NA,"3"
"1016","톱스타","2013.10.24","1,194,185,500","0.10%","175,153","397","12,218","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 박중훈","","","",NA,NA,NA," 엄태웅"," 김민준"," 소이현"," 김수로","","","","","","","","","",NA,NA,NA,"0","10","2013",13,NA,NA,NA,NA,NA,"1"
"1017","노리개","2013.4.18","1,229,614,500","0.10%","169,064","278","11,564","한국","한국","(주)인벤트스톤","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","04","2013",13,NA,NA,NA,NA,NA,"1"
"1018","엔더스 게임","2013.12.31","1,229,288,000","0.10%","166,533","460","2,876","미국","미국","롯데쇼핑㈜롯데엔터테인먼트"," 개빈 후드","","","",NA,NA,NA," 해리슨 포드"," 에이사 버터필드"," 벤 킹슬리"," 헤일리 스테인펠드","","","","","","","","","",NA,NA,NA,"0","12","2013",13,NA,NA,NA,NA,NA,"2"
"1019","니코: 산타비행단의 모험","2012.12.25","1,111,536,500","0.10%","164,386","260","4,260","핀란드","핀란드,덴마크,아일랜드,독일","씨너스엔터테인먼트(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","12","2012",13,NA,NA,NA,NA,NA,"3"
"1020","더 자이언트","2013.2.21","996,662,000","0.10%","157,990","227","4,565","미국","미국,태국","(주)마인스 엔터테인먼트"," 프라파스 콜사라논","","","",NA,NA,NA," 프라파스 콜사라논","","","","","","","","","","","","",NA,NA,NA,"0","02","2013",13,NA,NA,NA,NA,NA,"2"
"1021","히든 카드","2013.9.26","1,080,423,651","0.10%","151,476","362","10,423","미국","미국","이십세기폭스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","09","2013",13,NA,NA,NA,NA,NA,"2"
"1022","가문의 영광5 - 가문의 귀환","2012.12.19","1,085,286,000","0.10%","147,798","224","6,856","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 정용기","","","",NA,NA,NA," 정준호"," 김민정"," 유동근"," 성동일"," 박상욱"," 박근형"," 윤두준"," 왕석현"," 유혜정"," 김태환"," 손나은"," 황광희"," 유민",NA,NA,NA,"0","12","2012",13,NA,NA,NA,NA,NA,"1"
"1023","안나 카레니나","2013.3.21","989,494,500","0.10%","144,351","248","7,651","미국","미국","유니버설픽쳐스인터내셔널 코리아(유)"," 조 라이트","","","",NA,NA,NA," 키이라 나이틀리"," 주드 로"," 애런 존슨","","","","","","","","","","",NA,NA,NA,"0","03","2013",13,NA,NA,NA,NA,NA,"2"
"1024","지슬 - 끝나지 않은 세월2","2013.3.21","986,439,100","0.10%","143,776","81","6,661","한국","한국","(주)영화사 진진"," 오멸","","","",NA,NA,NA," 이경준"," 홍상표"," 문석범"," 양정원"," 박순동"," 성민철","","","","","","","",NA,NA,NA,"0","03","2013",13,NA,NA,NA,NA,NA,"1"
"1025","블루 재스민","2013.9.25","1,030,140,900","0.10%","140,318","207","7,259","미국","미국","(주)인벤트스톤"," 우디 앨런","","","",NA,NA,NA," 케이트 블란쳇"," 알렉 볼드윈"," 샐리 호킨스"," 바비 카나베일","","","","","","","","","",NA,NA,NA,"0","09","2013",13,NA,NA,NA,NA,NA,"2"
"1026","링컨","2013.3.14","954,242,500","0.10%","137,505","214","5,948","미국","미국","이십세기폭스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","03","2013",13,NA,NA,NA,NA,NA,"2"
