"","name","date","sales","sales_share","boxoffice_num","num_of_screen","rep_nation","nation","num_of_screenings","distributor","director1","director2","director3","director4","director5","director6","director7","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10","actor11","actor12","actor13","actor14","actor15","actor16","date2","month","year","y","director8","director9","actor17","actor18","actor19","nation2"
"632","나를 찾아줘","2014.10.23","14,017,716,731","0.80%","1,764,233","689","50,846","미국","미국","이십세기폭스코리아(주)"," 데이빗 핀처","",""," 벤 애플렉",NA,NA,NA," 로자먼드 파이크","","","","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"2"
"633","제보자","2014.10.2","13,515,762,802","0.80%","1,755,181","676","58,358","한국","한국","메가박스중앙(주)플러스엠"," 임순례","",""," 박해일",NA,NA,NA," 유연석"," 이경영","","","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"1"
"634","피끓는 청춘","2014.1.22","11,688,382,888","0.70%","1,676,040","679","36,082","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 이연우","",""," 박보영",NA,NA,NA," 이종석"," 이세영"," 김영광","","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"1"
"635","두근두근 내 인생","2014.9.3","12,291,081,634","0.70%","1,624,601","629","40,158","한국","한국","(주)씨제이이엔엠"," 이재용","",""," 강동원",NA,NA,NA," 송혜교"," 조성목","","","","","","","","","","","",NA,NA,NA,"0","09","2014",14,NA,NA,NA,NA,NA,"1"
"636","우아한 거짓말","2014.3.13","11,728,460,300","0.70%","1,619,188","573","57,492","한국","한국","CGV아트하우스"," 이한","",""," 김희애",NA,NA,NA," 고아성"," 김유정"," 김향기","","","","","","","","","","",NA,NA,NA,"0","03","2014",14,NA,NA,NA,NA,NA,"1"
"637","300: 제국의 부활","2014.3.6","13,395,159,700","0.80%","1,593,116","720","54,902","미국","미국","워너브러더스 코리아(주)"," 노암 머로","",""," 에바 그린",NA,NA,NA," 설리반 스탭플턴"," 로드리고 산토로"," 레나 헤디","","","","","","","","","","",NA,NA,NA,"0","03","2014",14,NA,NA,NA,NA,NA,"2"
"638","엑소더스: 신들과 왕들","2014.12.3","12,442,681,926","0.70%","1,511,195","865","43,742","미국","미국,영국,스페인","이십세기폭스코리아(주)"," 리들리 스콧","",""," 크리스찬 베일",NA,NA,NA," 조엘 에저튼","","","","","","","","","","","","",NA,NA,NA,"0","12","2014",14,NA,NA,NA,NA,NA,"2"
"639","해무(海霧)","2014.8.13","11,706,782,519","0.70%","1,475,507","584","33,490","한국","한국","(주)넥스트엔터테인먼트월드(NEW)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","08","2014",14,NA,NA,NA,NA,NA,"1"
"640","인간중독","2014.5.14","11,284,912,400","0.70%","1,441,973","682","44,057","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 김대우","",""," 송승헌",NA,NA,NA," 임지연"," 조여정"," 온주완","","","","","","","","","","",NA,NA,NA,"0","05","2014",14,NA,NA,NA,NA,NA,"1"
"641","말레피센트","2014.5.29","10,776,965,900","0.60%","1,397,526","554","38,894","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 요아킴 뢰닝","",""," 안젤리나 졸리",NA,NA,NA," 엘르 패닝"," 미셸 파이퍼","","","","","","","","","","","",NA,NA,NA,"0","05","2014",14,NA,NA,NA,NA,NA,"2"
"642","폼페이: 최후의 날","2014.2.20","10,303,127,700","0.60%","1,373,873","561","43,288","미국","미국,독일","롯데쇼핑㈜롯데엔터테인먼트"," 폴 앤더슨","",""," 키트 해링턴",NA,NA,NA," 에밀리 브라우닝"," 키퍼 서덜랜드"," 캐리 앤 모스","","","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"2"
"643","퓨리","2014.11.20","10,367,640,686","0.60%","1,362,114","590","37,155","미국","미국,영국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 데이비드 에이어","",""," 브래드 피트",NA,NA,NA," 로건 레먼"," 샤이아 라보프","","","","","","","","","","","",NA,NA,NA,"0","11","2014",14,NA,NA,NA,NA,NA,"2"
"644","드라큘라: 전설의 시작","2014.10.8","10,607,703,908","0.60%","1,321,751","477","46,483","미국","미국","유니버설픽쳐스인터내셔널 코리아(유)"," 게리 쇼어","",""," 루크 에반스",NA,NA,NA," 도미닉 쿠퍼"," 찰스 댄스"," 사라 가돈"," 잭 맥고원","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"2"
"645","가디언즈 오브 갤럭시","2014.7.31","11,098,239,184","0.70%","1,311,190","539","22,417","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 제임스 건","",""," 크리스 프랫",NA,NA,NA," 조 샐다나"," 데이브 바티스타"," 빈 디젤"," 브래들리 쿠퍼","","","","","","","","","",NA,NA,NA,"0","07","2014",14,NA,NA,NA,NA,NA,"2"
"646","찌라시: 위험한 소문","2014.2.20","9,111,748,087","0.50%","1,221,427","560","37,426","한국","한국","(주)씨제이이엔엠"," 김광식","",""," 김강우",NA,NA,NA," 정진영"," 고창석"," 박성웅","","","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"1"
"647","빅매치","2014.11.27","8,952,096,578","0.50%","1,177,438","627","38,527","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 최호","",""," 이정재",NA,NA,NA," 신하균"," 이성민"," 보아","","","","","","","","","","",NA,NA,NA,"0","11","2014",14,NA,NA,NA,NA,NA,"1"
"648","슬로우 비디오","2014.10.2","8,913,092,219","0.50%","1,169,562","618","40,665","한국","한국","이십세기폭스코리아(주)"," 김영탁","",""," 차태현",NA,NA,NA," 남상미","","","","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"1"
"649","방황하는 칼날","2014.4.10","7,828,891,800","0.50%","989,906","594","38,850","한국","한국","(주)씨제이이엔엠"," 이정호","",""," 정재영",NA,NA,NA," 이성민","","","","","","","","","","","","",NA,NA,NA,"0","04","2014",14,NA,NA,NA,NA,NA,"1"
"650","로보캅","2014.2.13","7,299,641,958","0.40%","979,509","627","29,686","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 호세 파딜라","",""," 조엘 킨나만",NA,NA,NA," 사무엘 L. 잭슨"," 게리 올드만","","","","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"2"
"651","우리는 형제입니다","2014.10.23","7,263,255,399","0.40%","970,373","566","41,638","한국","한국","(주)쇼박스"," 장진","",""," 조진웅",NA,NA,NA," 김성균"," 김영애"," 윤진이","","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"1"
"652","애나벨","2014.10.2","7,083,492,943","0.40%","926,027","464","29,000","미국","미국","워너브러더스 코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"2"
"653","헝거게임: 모킹제이","2014.11.20","6,400,058,044","0.40%","854,377","630","28,796","미국","미국","롯데쇼핑㈜롯데엔터테인먼트"," 프란시스 로렌스","",""," 제니퍼 로렌스",NA,NA,NA," 조쉬 허처슨"," 리암 헴스워스"," 필립 세이모어 호프만"," 줄리안 무어"," 우디 해럴슨"," 엘리자베스 뱅크스"," 도날드 서덜랜드"," 제프리 라이트"," 스탠리 투치"," 윌로우 쉴즈"," 샘 클라플린"," 지나 말론"," 메허샬레하쉬바즈 엘리",NA,NA,NA,"0","11","2014",14,NA,NA,NA,NA,NA,"2"
"654","월터의 상상은 현실이 된다","2013.12.31","6,134,220,799","0.40%","834,348","373","22,938","미국","미국","글뫼 주식회사,이십세기폭스코리아(주)"," 벤 스틸러","",""," 벤 스틸러",NA,NA,NA," 크리스틴 위그"," 숀 펜"," 셜리 맥클레인","","","","","","","","","","",NA,NA,NA,"0","12","2013",14,NA,NA,NA,NA,NA,"2"
"655","카트","2014.11.13","5,912,676,633","0.40%","812,490","544","28,547","한국","한국","(주)리틀빅픽쳐스","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","11","2014",14,NA,NA,NA,NA,NA,"1"
"656","관능의 법칙","2014.2.13","5,858,771,500","0.40%","781,516","591","30,630","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 권칠인","",""," 엄정화",NA,NA,NA," 문소리"," 조민수","","","","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"1"
"657","그랜드 부다페스트 호텔","2014.3.20","6,019,756,082","0.40%","774,699","241","26,377","미국","미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주)"," 웨스 앤더슨","",""," 랄프 파인즈",NA,NA,NA," 틸다 스윈튼"," 토니 레볼로리"," 시얼샤 로넌"," 애드리언 브로디"," 윌렘 대포","","","","","","","","",NA,NA,NA,"0","03","2014",14,NA,NA,NA,NA,NA,"2"
"658","리오 2","2014.5.1","5,669,231,900","0.30%","765,961","598","14,929","미국","미국","이십세기폭스코리아(주)"," 카를로스 살다나","",""," 제시 아이젠버그",NA,NA,NA," 앤 해서웨이"," 저메인 클레멘트"," 제이미 폭스"," 윌.아이.엠"," 브루노 마스","","","","","","","","",NA,NA,NA,"0","05","2014",14,NA,NA,NA,NA,NA,"2"
"659","안녕, 헤이즐","2014.8.13","5,833,905,000","0.40%","749,146","326","17,946","미국","미국","이십세기폭스코리아(주)"," 조쉬 분","",""," 쉐일린 우들리",NA,NA,NA," 안셀 엘고트"," 냇 울프"," 윌렘 대포","","","","","","","","","","",NA,NA,NA,"0","08","2014",14,NA,NA,NA,NA,NA,"2"
"660","고질라","2014.5.15","5,972,847,963","0.40%","709,734","610","25,335","미국","미국","워너브러더스 코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","05","2014",14,NA,NA,NA,NA,NA,"2"
"661","트랜센던스","2014.5.14","5,478,536,500","0.30%","696,436","417","23,243","미국","미국","롯데쇼핑㈜롯데엔터테인먼트"," 월리 피스터","",""," 조니 뎁",NA,NA,NA," 레베카 홀"," 모건 프리먼","","","","","","","","","","","",NA,NA,NA,"0","05","2014",14,NA,NA,NA,NA,NA,"2"
"662","상의원","2014.12.24","5,293,724,564","0.30%","676,632","466","13,809","한국","한국","(주)쇼박스,(주)와우픽쳐스"," 이원석","",""," 한석규",NA,NA,NA," 고수"," 박신혜"," 유연석"," 마동석","","","","","","","","","",NA,NA,NA,"0","12","2014",14,NA,NA,NA,NA,NA,"1"
"663","플랜맨","2014.1.9","4,528,561,558","0.30%","632,299","458","20,459","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 성시흡","",""," 정재영",NA,NA,NA," 한지민","","","","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"1"
"664","우는 남자","2014.6.4","4,924,852,800","0.30%","603,495","508","22,322","한국","한국","(주)씨제이이엔엠"," 이정범","",""," 장동건",NA,NA,NA," 김민희","","","","","","","","","","","","",NA,NA,NA,"0","06","2014",14,NA,NA,NA,NA,NA,"1"
"665","타잔 3D","2014.1.9","4,452,845,000","0.30%","597,142","527","12,994","독일","독일","(주)싸이더스"," 라인하드 클루스","",""," 켈란 루츠",NA,NA,NA," 스펜서 로크","","","","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"3"
"666","패션왕","2014.11.6","4,367,545,379","0.30%","594,871","523","25,487","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 오기환","",""," 주원",NA,NA,NA," 최진리","","","","","","","","","","","","",NA,NA,NA,"0","11","2014",14,NA,NA,NA,NA,NA,"1"
"667","황제를 위하여","2014.6.11","4,754,501,771","0.30%","592,435","423","26,736","한국","한국","유나이티드픽처스(주)"," 박상준","",""," 이민기",NA,NA,NA," 박성웅"," 이태임","","","","","","","","","","","",NA,NA,NA,"0","06","2014",14,NA,NA,NA,NA,NA,"1"
"668","더 울프 오브 월스트리트","2014.1.9","4,490,682,000","0.30%","585,082","395","13,735","미국","미국","주식회사 우리네트웍스"," 마틴 스콜세지","",""," 레오나르도 디카프리오",NA,NA,NA," 조나 힐"," 매튜 맥커너히"," 카일 챈들러"," 장 뒤자르댕","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"2"
"669","스텝 업: 올 인","2014.9.3","4,337,490,134","0.30%","564,589","325","15,372","미국","미국","(주)나이너스엔터테인먼트"," 트리시 시에","",""," 라이언 구즈먼",NA,NA,NA," 브리아나 에비건"," 애덤 G. 세바니"," 알리슨 스토너"," 이자벨라 미코","","","","","","","","","",NA,NA,NA,"0","09","2014",14,NA,NA,NA,NA,NA,"2"
"670","어바웃 타임","2013.12.5","4,077,030,200","0.20%","536,634","282","12,323","영국","영국","유니버설픽쳐스인터내셔널 코리아(유)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","12","2013",14,NA,NA,NA,NA,NA,"3"
"671","몬스터","2014.3.13","4,138,207,515","0.20%","526,557","527","25,460","한국","한국","롯데쇼핑㈜롯데엔터테인먼트","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","03","2014",14,NA,NA,NA,NA,NA,"1"
"672","눈의 여왕 2: 트롤의 마법거울","2014.12.24","3,623,421,700","0.20%","498,320","479","6,508","러시아","러시아","씨네그루(주)다우기술"," 알렉세이 트시칠린","",""," 벨라 손",NA,NA,NA," 샬토 코플리","","","","","","","","","","","","",NA,NA,NA,"0","12","2014",14,NA,NA,NA,NA,NA,"3"
"673","노예 12년","2014.2.27","3,644,423,700","0.20%","498,043","326","19,373","미국","미국,영국","판씨네마(주),(주)프레인글로벌"," 스티브 맥퀸","",""," 치웨텔 에지오포",NA,NA,NA," 마이클 패스벤더"," 베네딕트 컴버배치"," 브래드 피트","","","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"2"
"674","또 하나의 약속","2014.2.6","3,533,799,400","0.20%","497,613","192","14,847","한국","한국","영화사올(주)"," 김태윤","",""," 박철민",NA,NA,NA," 윤유선"," 김규리"," 박희정"," 유세형"," 이경영","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"1"
"675","엔더스 게임","2013.12.31","3,695,768,000","0.20%","487,679","458","18,384","미국","미국","롯데쇼핑㈜롯데엔터테인먼트"," 개빈 후드","",""," 해리슨 포드",NA,NA,NA," 에이사 버터필드"," 벤 킹슬리"," 헤일리 스테인펠드","","","","","","","","","","",NA,NA,NA,"0","12","2013",14,NA,NA,NA,NA,NA,"2"
"676","소녀괴담","2014.7.2","3,554,806,054","0.20%","481,696","455","19,432","한국","한국","(주)리틀빅픽쳐스"," 믹키 리델","",""," 헤일리 베넷",NA,NA,NA," 제이크 웨버","","","","","","","","","","","","",NA,NA,NA,"0","07","2014",14,NA,NA,NA,NA,NA,"1"
"677","조선미녀삼총사","2014.1.29","3,471,341,321","0.20%","480,361","388","14,031","한국","한국","(주)쇼박스"," 박제현","",""," 하지원",NA,NA,NA," 강예원"," 가인"," 고창석"," 주상욱","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"1"
"678","넛잡: 땅콩 도둑들","2014.1.29","3,283,691,800","0.20%","478,993","382","10,817","한국","한국,캐나다,미국","(주)싸이더스"," 피터 레페니오티스","",""," 윌 아넷",NA,NA,NA," 캐서린 헤이글"," 리암 니슨"," 브렌든 프레이저","","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"1"
"679","마담 뺑덕","2014.10.2","3,728,980,590","0.20%","471,172","536","21,636","한국","한국","(주)씨제이이엔엠"," 임필성","",""," 정우성",NA,NA,NA," 이솜"," 박소영","","","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"1"
"680","썬더와 마법저택","2013.12.24","3,004,330,500","0.20%","444,848","396","9,501","벨기에","벨기에","(주)씨제이이엔엠"," 벤 스타센"," 제레미 드그루손",""," 제임스 플린",NA,NA,NA," 도미닉 파리","","","","","","","","","","","","",NA,NA,NA,"0","12","2013",14,NA,NA,NA,NA,NA,"3"
"681","신이 보낸 사람","2014.2.13","3,068,195,600","0.20%","424,258","285","12,684","한국","한국","주식회사 마운틴픽쳐스,(주)마인스 엔터테인먼트"," 김진무","",""," 김인권",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"1"
