,X,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,director8,director9,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
48,1676,"가장 따뜻한 색, 블루",프랑스,프랑스,판씨네마(주), 압델라티프 케시시,,,NA,NA,NA,NA,NA,NA, 아델 에그자르코풀로스, 레아 세이두,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.1.16,1,2014,383246700,49849,53,1626,기타,2,0,청소년 관람불가,180,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,18580,8.96,466142.8571,7.988571429
49,19,가장 보통의 연애,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 김한결,,,,,,,NA,NA, 김래원, 공효진,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.10.2,10,2019,24885803430,2924563,1073,111527,한국,2,1,15세 관람가,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.30%,0,0,1515149,8.087857143
50,1243,간신,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 민규동,,NA,NA,NA,NA,NA,NA,NA, 주지훈, 김강우, 천호진, 임지연, 이유영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.5.21,5,2015,8946842910,1110246,697,40580,한국,5,1,청소년 관람불가,131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.50%,597339.25,7.91125,3161695.411,7.538047619
51,1814,감기,한국,한국,아이러브시네마,,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.8.14,8,2013,21774884000,3117859,806,55046,한국,0,0,15세 관람가,121,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.40%,0,0,1820176.958,7.341770833
52,1038,감바의 대모험,일본,일본,(주)영화사 빅, 카와무라 토모히로, 코모리 요시히로,,,NA,NA,NA,NA,NA, 카지 유우키, 칸다 사야카, 타카기 와타루, 오오츠카 아키오, 이케다 슈이치, 타카토 야스히로, 후지와라 케이지, 야지마 아키코,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.11.10,11,2016,874685700,117488,400,4735,기타,8,0,전체 관람가,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,69687.70833,8.412333333
53,1807,감시자들,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 조의석, 김병서,,,NA,NA,NA,NA,NA, 설경구, 정우성, 한효주,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.7.3,7,2013,39380162179,5508017,949,100309,한국,3,1,15세 관람가,119,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.50%,4527500,7.696875,891336.0317,7.647579365
54,75,감쪽같은 그녀,한국,한국,메가박스중앙(주)플러스엠, 허인무,,,,,,,NA,NA, 나문희, 김수안,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.12.4,12,2019,3594862790,469296,761,24843,한국,2,0,전체 관람가,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,685000,7.6925,4063403.024,8.316547619
55,955,갓 오브 이집트,미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트", 알렉스 프로야스,,,,NA,NA,NA,NA,NA, 제라드 버틀러, 니콜라이 코스터 왈도, 브렌튼 스웨이츠, 제프리 러쉬,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.3.3,3,2016,7621291624,919834,618,35323,미국,4,0,12세 관람가,126,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,1016666.667,8.22,551054.5679,7.93225
56,1228,강남 1970,한국,한국,(주)쇼박스, 유하,,NA,NA,NA,NA,NA,NA,NA, 이민호, 김래원, 정진영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.1.21,1,2015,17718699499,2192276,841,53304,한국,3,1,청소년 관람불가,135,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.00%,1681666.667,7.615,1449119.063,7.904444444
57,383,강철비,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 양우석,,,,,,,,, 정우성, 곽도원, 유연석, 앵거스 맥페이든,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.14,12,2017,35489576466,4452740,2028,80358,한국,4,1,15세 관람가,142,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.20%,5873333.333,8.66,1224780.524,7.491755952
58,611,강철비,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 양우석,,,,NA,NA,NA,NA,NA, 정우성, 곽도원, 유연석, 앵거스 맥페이든,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.14,12,2017,31994897566,4014293,1426,66760,한국,4,1,15세 관람가,142,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.80%,5873333.333,8.66,1224780.524,7.491755952
59,1382,개구리왕국,중국,중국,예지림엔터테인먼트, 상광희, 펭 페이,NA,NA,NA,NA,NA,NA,NA, 사문영, 이경태, 임주현, 홍진욱, 윤세웅, 이현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.11.12,11,2015,362895100,53576,227,1971,기타,6,0,전체 관람가,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,14000,6.73,1330341.896,7.471041667
60,1859,개구쟁이 스머프 2,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 라자 고스넬,,,,NA,NA,NA,NA,NA, 크리스티나 리치, 닐 패트릭 해리스, 알란 커밍, 행크 아자리아, 케이티 페리, 제이마 메이스, J. B. 스무브, 존 올리버, 마이린 로비치, 카롤리나 바르체, 안톤 옐친,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.8.1,8,2013,5993979500,921788,478,15485,미국,11,1,전체 관람가,104,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,251412.1,7.850535714,550110.0521,7.563958333
61,504,개들의 섬,미국,미국,이십세기폭스코리아(주), 웨스 앤더슨,,,,,,,,, 브라이언 크랜스톤, 코유 랜킨, 리브 슈라이버, 에드워드 노튼, 빌 머레이, 틸다 스윈튼, 쿠니치 노무라,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.6.21,6,2018,288664100,33229,121,2183,미국,7,1,12세 관람가,101,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,187712,8.472,150394.8413,8.159642857
62,1297,개를 훔치는 완벽한 방법,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장", 김성호,,NA,NA,NA,NA,NA,NA,NA, 이레, 이지원, 홍은택, 김혜자, 최민수, 강혜정, 이천희, 개리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.12.31,12,2014,2328284965,306192,404,8826,한국,8,0,전체 관람가,109,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,134176.6667,7.418333333,881628.7036,7.923738095
63,1688,개를 훔치는 완벽한 방법,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장", 김성호,,,NA,NA,NA,NA,NA,NA, 이레, 이지원, 홍은택, 김혜자, 최민수, 강혜정, 이천희, 개리,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.12.31,12,2014,308655900,42892,205,818,한국,8,0,전체 관람가,109,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,134176.6667,7.418333333,881628.7036,7.923738095
64,1108,갤럭시 히어로즈: 라쳇 앤 클랭크,미국,미국,(주)영화사 빅, 케빈 먼로,,,,NA,NA,NA,NA,NA, 제임스 아놀드 테일러, 폴 지아마티, 벨라 손, 데이비드 카에, 브래드 스웨일, 이안 제임스 코렛, 존 굿맨, 로사리오 도슨, 실베스터 스탤론,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.8.17,8,2016,336281100,46638,237,2267,미국,9,0,전체 관람가,85,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.00%,104915.6,7.521666667,186799.7974,7.788214286
65,1354,갤로우즈,미국,미국,워너브러더스 코리아(주), 트래비스 클러프, 크리스 로핑,NA,NA,NA,NA,NA,NA,NA, 캐시디 지포드, 파이퍼 브라운, 라이언 슈즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.9.3,9,2015,686186406,88777,299,4654,미국,3,1,15세 관람가,81,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,89000,6.81,89000,5.7075
66,2054,갬빗,미국,미국,(주)나이너스엔터테인먼트,,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.11.28,11,2013,95213128,14426,94,1227,미국,0,0,15세 관람가,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00%,22986.63333,7.2875,97851.15333,7.686333333
67,505,거미줄에 걸린 소녀,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 페데 알바레즈,,,,,,,,, 클레어 포이, 실비아 획스, 스베리르 구드나손,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.11.28,11,2018,255329200,32418,313,3510,미국,3,1,15세 관람가,115,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00%,370333.3333,8.533333333,113303.5833,8.048111111
68,975,거울나라의 앨리스,미국,미국,월트디즈니컴퍼니코리아(주), 제임스 보빈,,,,NA,NA,NA,NA,NA, 조니 뎁, 앤 해서웨이, 미아 와시코브스카, 헬레나 본햄 카터, 사챠 바론 코헨, 앨런 릭먼, 마이클 쉰,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.9.7,9,2016,4145733267,513202,515,19585,미국,7,1,12세 관람가,112,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,255747.5,8.48,674865.8095,8.027095238
69,1732,거인,한국,한국,필라멘트픽쳐스, 김태용,,,NA,NA,NA,NA,NA,NA, 최우식, 김수현, 강신철,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.11.13,11,2014,175333400,23153,77,2183,한국,3,0,12세 관람가,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,28739,8.095,4311187.143,7.48297619
70,1046,걷기왕,한국,한국,CGV아트하우스, 백승화,,,,NA,NA,NA,NA,NA, 심은경, 박주희,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.10.20,10,2016,710905075,95542,462,10476,한국,2,0,12세 관람가,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,25638.66667,8.88,1690974.438,7.427142857
71,843,걸 온 더 트레인,미국,미국,(주)씨제이이엔엠, 테이트 테일러,,,,NA,NA,NA,NA,NA, 에밀리 블런트, 헤일리 베넷, 루크 에반스, 레베카 퍼거슨,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.3.9,3,2017,222516500,29190,331,4012,미국,4,1,청소년 관람불가,112,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,54250,7.79,564925.9792,8.05625
72,1145,걸즈 앤 판처 극장판,일본,일본,"(주)머스트씨무비릴리징컴퍼니,주식회사 온 피크", 미즈시마 츠토무,,,,NA,NA,NA,NA,NA, 후치가미 마이, 카야노 아이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.8.25,8,2016,256282100,28569,57,1378,기타,2,0,12세 관람가,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,9890.4,8.74,0,0
73,33,걸캅스,한국,한국,(주)씨제이이엔엠, 정다원,,,,,,,NA,NA, 라미란, 이성경,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.5.9,5,2019,13812802134,1629528,973,63163,한국,2,1,15세 관람가,107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.70%,820680.7143,8.277142857,1088000,8.411666667
74,900,검사외전,한국,한국,(주)쇼박스, 이일형,,,,NA,NA,NA,NA,NA, 황정민, 강동원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.2.3,2,2016,77320403264,9707581,1812,153532,한국,2,1,15세 관람가,126,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.40%,4330000,7.5625,3428666.667,7.575119048
75,1209,검은 사제들,한국,한국,(주)씨제이이엔엠, 돈 E. 폰트르로이,,NA,NA,NA,NA,NA,NA,NA, 토빈 벨, 랜디 셸리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.11.5,11,2015,42405282092,5442128,1109,131155,한국,2,1,15세 관람가,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.50%,1013,5.076666667,55462,5.446666667
76,1493,검은손,한국,한국,(주)스톰픽쳐스코리아, 박재식,,NA,NA,NA,NA,NA,NA,NA, 김성수, 한고은,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.4.16,4,2015,89815665,11650,178,2572,한국,2,0,청소년 관람불가,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,3666625,7.74875,514812.25,6.316458333
77,437,게이트,한국,한국,(주)제이앤씨미디어그룹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.2.28,2,2018,821271100,101381,208,5474,한국,0,0,15세 관람가,92,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00%,0,0,1138221.81,7.531354167
78,633,겟 아웃,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 조던 필,,,,NA,NA,NA,NA,NA, 다니엘 칼루야, 앨리슨 윌리암스, 브래드리 휘트포드, 캐서린 키너,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.5.17,5,2017,17431830075,2138174,945,56530,미국,4,1,15세 관람가,104,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.00%,0,0,852694.9048,7.664190476
79,1500,겨울왕국,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.1.16,1,2014,82461504400,10296101,1010,157683,미국,0,1,전체 관람가,103,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.00%,8351666.667,8.867083333,6557500,9.025
80,3,겨울왕국 2,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 크리스 벅, 제니퍼 리,,,,,,NA,NA, 크리스틴 벨, 이디나 멘젤,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.11.21,11,2019,1.11596E+11,13369064,2648,282557,미국,2,1,전체 관람가,103,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.80%,8351666.667,8.867083333,6557500,9.025
81,534,겨울왕국의 무민,핀란드,"핀란드,폴란드",(주)팝엔터테인먼트, 이라 카르페란, 야쿱 론스키,,,,,,,, 빌 스카스가드, 알리시아 비칸데르, 스텔란 스카스가드,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.2.8,2,2018,132193500,24658,135,1291,기타,3,0,전체 관람가,83,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,666866.2833,8.065
82,251,결혼 이야기,영국,영국,판씨네마(주), 김의석,,,,,,,NA,NA, 최민수, 심혜진,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.11.27,11,2019,163322560,20114,83,1213,기타,2,0,청소년 관람불가,93,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,0,0,0,0
83,1844,결혼전야,한국,한국,씨너스엔터테인먼트(주), 홍지영,,,,NA,NA,NA,NA,NA, 김강우, 김효진, 이연희, 택연, 마동석, 구잘 투르수노바, 이희준, 고준희, 주지훈,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.11.21,11,2013,8434175719,1212843,524,38819,한국,9,0,15세 관람가,118,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.50%,598948.4286,7.642857143,2452595.114,7.568459184
84,1492,결혼하지 않아도 괜찮을까,일본,일본,프리비젼엔터테인먼트, 미노리카와 오사무,,NA,NA,NA,NA,NA,NA,NA, 시바사키 코우, 마키 요코, 테라지마 시노부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.4.9,4,2015,96425500,11782,27,901,기타,3,0,12세 관람가,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,7406,7.333333333,63421,7.598888889
85,263,경계선,스웨덴,"스웨덴,덴마크",(주)제이앤씨미디어그룹,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.10.24,10,2019,148261880,17714,56,1306,기타,0,0,청소년 관람불가,110,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,18000,0,0,0
86,1278,경성학교: 사라진 소녀들,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 이해영,,NA,NA,NA,NA,NA,NA,NA, 박보영, 엄지원, 박소담,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.6.18,6,2015,2749609100,356415,489,18520,한국,3,1,15세 관람가,99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.20%,1445714.286,7.712857143,2046288.917,8.324166667
87,1668,경주,한국,한국,(주)인벤트스톤,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.6.12,6,2014,473287500,63481,318,5727,한국,0,0,15세 관람가,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,681319.75,7.800833333,931666.2917,7.545666667
88,979,계춘할망,한국,한국,(주)콘텐츠 난다긴다, 창감독,,,,NA,NA,NA,NA,NA, 윤여정, 김고은,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.5.19,5,2016,3600794348,482516,526,19644,한국,2,0,15세 관람가,116,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,1238071,7.2525,909288.1667,8.135833333
89,1380,고녀석 맛나겠다2 : 함께라서 행복해,한국,한국,(주)리틀빅픽쳐스, 최경석, 노나카 카즈미,NA,NA,NA,NA,NA,NA,NA, 엄상현, 시영준, 안장혁, 김희선, 이경태, 와타나베 마리나, 다케우치 준코, 타카나시 켄고, 야마구치 캇페이, 카카즈 유미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.7.29,7,2015,384800000,55675,142,1768,한국,10,0,전체 관람가,80,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,56000,8.05,462489.6667,7.742916667
90,1849,고령화 가족,한국,한국,(주)씨제이이엔엠, 송해성,,,,NA,NA,NA,NA,NA, 박해일, 윤제문, 공효진, 윤여정, 진지희,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.5.9,5,2013,8169492153,1141222,583,37524,한국,5,1,15세 관람가,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.50%,1278000,7.852857143,1369362.019,7.781780952
91,952,"고산자, 대동여지도",한국,한국,(주)씨제이이엔엠, 강우석,,,,NA,NA,NA,NA,NA, 차승원, 유준상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.9.7,9,2016,7801007258,974262,765,38048,한국,2,1,전체 관람가,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40%,919336.7143,7.32,2660785.375,7.887678571
92,1729,고스트 메신저 극장판,한국,한국,에이원엔터테인먼트, 구봉회,,,NA,NA,NA,NA,NA,NA, 은정, 박성태, 정재헌, 양정화, 박지윤,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.5.22,5,2014,184194000,23802,81,1211,한국,5,0,12세 관람가,78,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00%,24000,9.19,0,8.3125
93,974,고스트버스터즈,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 폴 페이그,,,,NA,NA,NA,NA,NA, 멜리사 맥카시, 크리스틴 위그, 케이트 맥키넌, 레슬리 존스, 크리스 헴스워스,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.8.25,8,2016,4116570075,515553,511,18026,미국,5,1,12세 관람가,116,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.20%,571833.3333,7.978333333,2468816.667,8.205238095
94,1559,고질라,미국,미국,워너브러더스 코리아(주),,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.5.15,5,2014,5972847963,709734,610,25335,미국,0,1,12세 관람가,132,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.40%,1906000,7.286,826010.25,7.68402381
95,83,고질라: 킹 오브 몬스터,미국,미국,워너브러더스 코리아(주), 마이클 도허티,,,,,,,NA,NA, 밀리 바비 브라운, 베라 파미가, 카일 챈들러,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.5.29,5,2019,3085036318,359041,923,15867,미국,3,1,12세 관람가,132,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.20%,1660000,7.8725,430470.0667,8.190761905
96,271,"고흐, 영원의 문에서",미국,"미국,프랑스",(주)팝엔터테인먼트, 줄리안 슈나벨,,,,,,,NA,NA, 윌렘 대포, 오스카 아이삭, 매즈 미켈슨, 루퍼트 프렌드,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.12.26,12,2019,130990960,16691,68,572,미국,4,0,12세 관람가,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,33000,8.51,370016.875,7.988
