,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,month,year,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,genre
336,쥬만지: 새로운 세계,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 제이크 캐스단,,,,,,, 드웨인 존슨, 잭 블랙, 케빈 하트, 카렌 길런,,,,,,,,,,,,,1,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13814824864,1708672,791,41806,미국,4,1,12세 관람가,118,    액션  모험 
337,창궐,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 김성훈,,,,,,, 현빈, 장동건,,,,,,,,,,,,,,,10,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13275772490,1599290,1351,60687,한국,2,1,15세 관람가,121, 액션 
338,성난황소,한국,한국,(주)쇼박스, 마틴 스콜세지,,,,,,, 로버트 드 니로,,,,,,,,,,,,,,,,11,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13236490737,1593386,1010,48932,한국,1,1,NA,115, 범죄  액션 
339,도어락,한국,한국,메가박스중앙(주)플러스엠,,,,,,,,,,,,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12792097886,1559616,954,53732,한국,0,NA,15세 관람가,102, 스릴러 
340,리틀 포레스트,한국,한국,메가박스중앙(주)플러스엠, 임순례,,,,,,, 김태리, 류준열, 문소리, 진기주,,,,,,,,,,,,,2,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11929202185,1506269,884,68414,한국,4,NA,전체 관람가,103,   드라마 
341,골든슬럼버,한국,한국,(주)씨제이이엔엠, 노동석,,,,,,, 강동원, 김의성, 한효주, 김성균, 김대명,,,,,,,,,,,,2,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11412768798,1387508,833,42991,한국,5,1,15세 관람가,108, 드라마  범죄 
342,램페이지,미국,미국,워너브러더스 코리아(주), 브래드 페이튼,,,,,,, 드웨인 존슨, 제프리 딘 모건, 나오미 해리스, 말린 애커맨,,,,,,,,,,,,,4,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11951980109,1385511,909,55295,미국,4,1,12세 관람가,107, 액션  모험 
343,궁합,한국,한국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,,,,,,,,2,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10478875438,1340117,966,52427,한국,0,1,12세 관람가,110, 코미디  드라마 
344,오션스8,미국,미국,워너브러더스 코리아(주), 게리 로스,,,,,,, 산드라 블록, 케이트 블란쳇, 앤 해서웨이, 민디 캘링, 사라 폴슨, 아콰피나, 리아나, 헬레나 본햄 카터,,,,,,,,,6,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11700157266,1335829,837,55372,미국,8,1,12세 관람가,110, 액션  범죄 
345,사라진 밤,한국,한국,(주)키다리이엔티, 차성덕,,,,,,, 차성덕,,,,,,,,,,,,,,,,3,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10697981316,1315726,925,60087,한국,1,NA,15세 관람가,101,   스릴러 
346,스윙키즈,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 토머스 카터,,,,,,, 로버트 숀 레오나드, 크리스찬 베일,,,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10308565602,1258811,984,32237,한국,2,1,12세 관람가,133, 드라마 
347,바람 바람 바람,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 이병헌,,,,,,, 이성민, 신하균, 송지효, 이엘,,,,,,,,,,,,,4,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9784385375,1194229,985,57939,한국,4,1,청소년 관람불가,100,    코미디 
348,PMC: 더 벙커,한국,한국,(주)씨제이이엔엠, 김병우,,,,,,, 하정우, 이선균,,,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9704247367,1179031,1081,26690,한국,2,1,15세 관람가,124,    액션 
349,범블비,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9756083752,1167150,1016,26260,미국,0,1,12세 관람가,114, 액션  모험  sf 
350,챔피언,한국,한국,워너브러더스 코리아(주),,,,,,,,,,,,,,,,,,,,,,,,5,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9471138230,1128774,874,47320,한국,0,1,12세 관람가,108, 드라마 
351,퍼시픽 림: 업라이징,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 스티븐 S. 드나이트,,,,,,, 존 보예가, 스콧 이스트우드,,,,,,,,,,,,,,,3,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8962712795,1077235,1145,49600,미국,2,1,15세 관람가,111,     액션  모험  sf 
352,몬스터 호텔 3,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 젠디 타타코브스키,,,,,,, 아담 샌들러, 셀레나 고메즈,,,,,,,,,,,,,,,8,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7934082800,1072220,715,21247,미국,2,1,전체 관람가,97,    애니메이션  코미디  가족  판타지 
353,더 넌,미국,미국,워너브러더스 코리아(주), 기욤 니클루,,,,,,, 폴린 에티엔, 이자벨 위페르, 마르티나 게덱, 루이즈 보르고앙,,,,,,,,,,,,,9,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8777844795,1011580,824,32736,미국,4,1,NA,96,   공포  미스터리  스릴러 
354,스카이스크래퍼,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 로슨 마샬 터버,,,,,,, 드웨인 존슨, 니브 캠벨,,,,,,,,,,,,,,,7,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8612111718,1002858,831,40862,미국,2,1,12세 관람가,102, 액션  범죄  드라마 
355,염력,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 연상호,,,,,,, 류승룡, 심은경,,,,,,,,,,,,,,,1,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7484644112,990104,1099,45623,한국,2,1,15세 관람가,101, 코미디 
356,월요일이 사라졌다,영국,"영국,미국,프랑스,벨기에",(주)스마일이엔티, 토미 위르콜라,,,,,,, 누미 라파스, 윌렘 대포, 글렌 클로즈,,,,,,,,,,,,,,2,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7489885100,903175,381,24247,기타,3,NA,15세 관람가,123,   액션  범죄  모험 
357,인랑,한국,한국,워너브러더스 코리아(주), 김지운,,,,,,, 강동원, 한효주, 정우성, 김무열,,,,,,,,,,,,,7,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7006622673,898945,1085,25427,한국,4,1,15세 관람가,138, sf  액션 
358,극장판 헬로카봇 : 백악기 시대,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 최신규, 김진철,,,,,, 이지현, 김용준, 양정화,,,,,,,,,,,,,,8,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6589532500,879449,758,16173,한국,3,1,NA,84,       애니메이션 
359,레슬러,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 김대웅,,,,,,, 유해진, 김민재, 이성경,,,,,,,,,,,,,,5,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6481379657,771141,957,43079,한국,3,1,15세 관람가,110, 드라마  코미디 
360,상류사회,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,8,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6313416163,768442,867,41725,한국,0,1,청소년 관람불가,120, 드라마 
361,물괴,한국,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티", 허종호,,,,,,, 김명민, 김인권, 혜리, 최우식,,,,,,,,,,,,,9,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6106452954,723622,1183,46022,한국,4,1,15세 관람가,105, 액션 
362,미쓰백,한국,한국,(주)리틀빅픽쳐스, 이지원,,,,,,, 한지민, 김시아, 이희준,,,,,,,,,,,,,,10,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6040344066,722182,671,41961,한국,3,NA,15세 관람가,98, 드라마 
363,신비아파트: 금빛 도깨비와 비밀의 동굴,한국,한국,(주)씨제이이엔엠, 김병갑,,,,,,, 조현정, 김영은, 김채하, 양정화,,,,,,,,,,,,,7,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001247250,678091,762,16175,한국,4,1,전체 관람가,68,      애니메이션  판타지  모험 
364,퍼스트맨,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 데이미언 셔젤,,,,,,, 라이언 고슬링, 클레어 포이,,,,,,,,,,,,,,,10,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6094765639,665364,1190,40580,미국,2,1,NA,141, sf  드라마 
365,스파이더맨: 뉴 유니버스,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 밥 퍼시케티, 피터 램지, 로드니 로스맨,,,,, 샤메익 무어, 헤일리 스테인펠드, 니콜라스 케이지, 제이크 존슨, 리브 슈라이버, 마허샬라 알리, 브라이언 타이리 헨리,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5305289076,639934,722,22113,미국,7,1,NA,117,    애니메이션 
366,위대한 쇼맨,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)", 마이클 그레이시,,,,,,, 휴 잭맨, 잭 에프론, 미셸 윌리엄스, 레베카 퍼거슨, 젠데이아 콜먼,,,,,,,,,,,,12,2017,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11513917500,1403019,1146,36360,미국,5,1,12세 관람가,104,   드라마  뮤지컬 
367,인시디어스4: 라스트 키,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 애덤 로비텔,,,,,,, 린 샤예, 스펜서 로크, 조쉬 스튜어트, 하비에르 보텟,,,,,,,,,,,,,1,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301309864,554521,769,23869,미국,4,1,15세 관람가,103,    공포  미스터리  스릴러 
368,"그날, 바다",한국,한국,(주)엣나인필름, 김지영,,,,,,, 정우성,,,,,,,,,,,,,,,,4,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4446000528,540631,643,30376,한국,1,NA,15세 관람가,110,   다큐멘터리 
369,툼레이더,미국,미국,워너브러더스 코리아(주), 로아 우타우,,,,,,, 알리시아 비칸데르,,,,,,,,,,,,,,,,3,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500905762,540410,806,31823,미국,1,1,12세 관람가,118, 액션  모험 
370,페르디난드,미국,미국,이십세기폭스코리아(주), 카를로스 살다나,,,,,,, 존 시나,,,,,,,,,,,,,,,,1,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3854216500,533776,698,13789,미국,1,1,전체 관람가,108, 애니메이션  모험  코미디 
371,버닝,한국,한국,CGV아트하우스, 이창동,,,,,,, 유아인, 스티븐 연, 전종서,,,,,,,,,,,,,,5,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4716771098,528435,739,26514,한국,3,NA,청소년 관람불가,148, 미스터리 
372,7년의 밤,한국,한국,(주)씨제이이엔엠, 추창민,,,,,,, 장동건, 류승룡, 송새벽, 고경표,,,,,,,,,,,,,3,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3969337524,528007,872,26804,한국,4,1,15세 관람가,123,   드라마  스릴러 
373,메가로돈,미국,미국,워너브러더스 코리아(주), 존 터틀타웁,,,,,,, 제이슨 스타뎀, 레인 윌슨,,,,,,,,,,,,,,,8,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4516122497,527962,601,16459,미국,2,1,NA,113, 액션  공포  sf  스릴러 
374,콰이어트 플레이스,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 존 크래신스키,,,,,,, 에밀리 블런트, 킬리언 머피, 밀리센트 시몬스, 노아 주프,,,,,,,,,,,,,4,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4580889849,526073,677,30760,미국,4,1,15세 관람가,97,   스릴러 
375,호두까기 인형과 4개의 왕국,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 라세 할스트롬, 조 존스톤,,,,,, 키이라 나이틀리, 매켄지 포이, 헬렌 미렌, 모건 프리먼,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4120048900,513767,294,14238,미국,4,1,전체 관람가,99,     판타지  드라마 
376,셰이프 오브 워터: 사랑의 모양,미국,미국,이십세기폭스코리아(주), 기예르모 델 토로,,,,,,, 샐리 호킨스, 마이클 섀넌, 리차드 젠킨스, 옥타비아 스펜서, 마이클 스털버그, 더그 존스,,,,,,,,,,,2,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4218077050,507102,404,20200,미국,6,1,청소년 관람불가,123,       드라마  판타지   멜로/로맨스  스릴러  전쟁 
377,곰돌이 푸 다시 만나 행복해,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 마크 포스터,,,,,,, 이완 맥그리거, 헤일리 앳웰, 마크 게티스, 짐 커밍스,,,,,,,,,,,,,10,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4093369860,492201,536,21601,미국,4,1,전체 관람가,104,      모험 
378,변산,한국,한국,메가박스중앙(주)플러스엠, 이준익,,,,,,, 박정민, 김고은,,,,,,,,,,,,,,,7,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016562273,490519,763,27504,한국,2,NA,15세 관람가,123, 드라마 
379,그린치,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 스콧 모지어, 야로우 체니,,,,,, 베네딕트 컴버배치, 퍼렐 윌리엄스,,,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3675441950,485064,724,10998,미국,2,1,NA,89, 애니메이션 
380,스타 이즈 본,미국,미국,워너브러더스 코리아(주), 브래들리 쿠퍼,,,,,,, 브래들리 쿠퍼, 레이디 가가,,,,,,,,,,,,,,,10,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197504400,483852,555,25781,미국,2,1,15세 관람가,135,    드라마   멜로/로맨스 
381,동네사람들,한국,한국,(주)리틀빅픽쳐스, 임진순,,,,,,, 마동석, 김새론,,,,,,,,,,,,,,,11,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3818515112,461693,731,23598,한국,2,NA,15세 관람가,99, 액션  스릴러 
382,원더풀 고스트,한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온", 조원희,,,,,,, 마동석, 김영광, 이유영,,,,,,,,,,,,,,9,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3720931600,450374,351,13999,한국,3,NA,12세 관람가,97,   코미디  드라마  범죄 
383,강철비,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 양우석,,,,,,, 정우성, 곽도원, 유연석, 앵거스 맥페이든,,,,,,,,,,,,,12,2017,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35489576466,4452740,2028,80358,한국,4,1,15세 관람가,142, 드라마  액션 
384,흥부: 글로 세상을 바꾼 자,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 조근현,,,,,,, 정우, 김주혁, 정진영,,,,,,,,,,,,,,2,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3381050200,416303,627,18671,한국,3,1,NA,105,      드라마 
385,명탐정 코난 : 제로의 집행인,일본,일본,(주)씨제이이엔엠, 타치카와 유즈루,,,,,,, 타카야마 미나미, 야마자키 와카나, 코야마 리키야,,,,,,,,,,,,,,8,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3014920361,396230,542,8770,기타,3,1,12세 관람가,110,       애니메이션  미스터리  서스펜스  모험 
386,피터 래빗,미국,"미국,영국,호주",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,,,,,,,,,,,,,,,,,,,,,,,,5,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006258100,388300,599,12522,미국,0,1,전체 관람가,95,   애니메이션  가족 
387,점박이 한반도의 공룡2 : 새로운 낙원,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 한상호,,,,,,, 박희순, 라미란, 김성균,,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2941541400,375312,672,6495,한국,3,1,전체 관람가,94,        애니메이션 
388,패딩턴 2,프랑스,"프랑스,영국",(주)이수C&E, 폴 킹,,,,,,, 벤 위쇼, 휴 그랜트, 샐리 호킨스, 휴 보네빌, 사무엘 조슬린, 매들린 해리스, 줄리 월터스,,,,,,,,,,2,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2555480200,339014,629,14455,기타,7,NA,전체 관람가,104,   코미디  드라마  애니메이션 
389,허스토리,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 민규동,,,,,,, 김희애, 김해숙,,,,,,,,,,,,,,,6,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2521025949,336822,696,20406,한국,2,1,12세 관람가,121, 드라마 
390,미드나잇 선,미국,미국,"(주)삼백상회,(주)키다리이엔티", 스콧 레베레히트,,,,,,, 잭 킬버그, 마야 패리쉬,,,,,,,,,,,,,,,6,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2679300500,326086,472,14847,미국,2,NA,청소년 관람불가,89,   드라마  공포 
391,덕구,한국,한국,메가박스중앙(주)플러스엠, 방수인,,,,,,, 이순재, 정지훈,,,,,,,,,,,,,,,4,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2389041700,315663,544,19006,한국,2,NA,전체 관람가,91, 드라마 
392,번 더 스테이지: 더 무비,한국,한국,월트디즈니컴퍼니코리아 유한책임회사,,,,,,,,,,,,,,,,,,,,,,,,11,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2671391900,315010,243,4714,한국,0,1,NA,83,       다큐멘터리 
393,트루스 오어 데어,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 제프 와드로,,,,,,, 루시 헤일, 타일러 포시, 바이올렛 빈, 놀런 제라드 펑크,,,,,,,,,,,,,5,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2647330400,310956,530,17066,미국,4,1,15세 관람가,100,    공포  스릴러 
394,커뮤터,영국,"영국,미국",메가박스중앙(주)플러스엠, 마이클 패터슨,,,,,,,,,,,,,,,,,,,,,,,1,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2286690955,286062,575,16145,기타,0,NA,NA,104, 액션 
395,후드,미국,미국,(주)이수C&E,,,,,,,,,,,,,,,,,,,,,,,,11,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2203434149,284601,628,14338,미국,0,NA,NA,116, 모험 
396,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,일본,일본,(주)씨제이이엔엠, 타카하시 와타루,,,,,,, 박영남, 강희선, 김환진, 여민정,,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148708050,277206,489,5329,기타,4,1,전체 관람가,104,         ~ ~ 애니메이션  코미디  액션  가족 
397,해리포터와 마법사의 돌,미국,미국,워너브러더스 코리아(주), 크리스 콜럼버스,,,,,,, 다니엘 래드클리프, 루퍼트 그린트, 엠마 왓슨,,,,,,,,,,,,,,10,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2349913000,267950,33,3929,미국,3,1,전체 관람가,152,    판타지  가족  모험  액션 
398,모털 엔진,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 크리스찬 리버스,,,,,,, 헤라 힐마, 로버트 시한, 휴고 위빙, 지혜, 스티븐 랭,,,,,,,,,,,,12,2018,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324362119,267896,661,15454,미국,5,1,12세 관람가,128,   액션  모험  sf 
