idx,rank,name,date,sales,sales_share,boxoffice_num,num_of_screen,rep_nation,nation,num_of_screenings,distributor,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13
118,118,컬러풀 웨딩즈,2014.10.16,"1,455,808,980",0.10%,"190,384",343,"12,956",프랑스,프랑스,(주)이수C&E, 필립 드 쇼브홍,,, 프레데릭 벨, 엘로디 퐁탕, 크리스티앙 클라비에, 챈털 로비, 아리 아비탄, 메디 사둔,,,,,,,,
119,119,보이후드,2014.10.23,"1,429,069,018",0.10%,"185,804",219,"7,675",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 리처드 링클레이터,,, 엘라 콜트레인, 에단 호크, 패트리샤 아퀘트, 로렐라이 링크레이터,,,,,,,,,,
120,120,일곱난쟁이,2014.12.24,"1,317,916,900",0.10%,"184,661",263,"2,847",독일,독일,메가박스중앙(주)플러스엠,,,,,,,,,,,,,,,,,
121,121,명탐정 코난 : 탐정들의 진혼가,2014.2.13,"1,199,685,100",0.10%,"182,666",294,"5,499",일본,일본,(주)씨제이이엔엠, 야마모토 야스이치로,,, 타카야마 미나미, 야마자키 와카나,,,,,,,,,,,,
122,122,하울의 움직이는 성,2004.12.23,"1,335,687,317",0.10%,"179,708",331,"6,357",일본,일본,"(주)이수C&E,(주)시네마서비스",,,,,,,,,,,,,,,,,
123,123,라스트베가스,2014.5.8,"1,363,570,176",0.10%,"177,938",349,"10,796",미국,미국,(주)나이너스엔터테인먼트, 존 터틀타웁,,, 마이클 더글라스, 로버트 드 니로, 모건 프리먼, 케빈 클라인,,,,,,,,,,
124,124,아빠를 빌려드립니다,2014.11.20,"1,190,329,500",0.10%,"172,652",326,"8,457",한국,한국,"메가박스중앙(주)플러스엠,(주)레드로버", 김덕수,,, 김상경, 문정희, 최다인, 채정안, 조재윤,,,,,,,,,
125,125,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014.9.4,"1,200,157,300",0.10%,"168,171",277,"4,040",일본,일본,(주)이수C&E, 야쿠와 신노스케,,, 미즈타 와사비, 오오하라 메구미, 카카즈 유미, 키무라 스바루, 세키 토모카즈,,,,,,,,,
126,126,호빗: 스마우그의 폐허,2013.12.12,"1,286,428,767",0.10%,"166,866",172,"4,394",미국,"미국,뉴질랜드",워너브러더스 코리아(주), 피터 잭슨,,, 마틴 프리먼, 이안 맥켈런, 리처드 아미티지, 케이트 블란쳇, 올랜도 블룸, 크리스토퍼 리, 앤디 서키스, 휴고 위빙, 베네딕트 컴버배치, 루크 에반스, 에반젤린 릴리,,,
127,127,아메리칸 허슬,2014.2.20,"1,196,594,170",0.10%,"155,622",245,"6,178",미국,미국,(주)누리픽쳐스, 데이비드 O. 러셀,,, 크리스찬 베일, 에이미 아담스, 브래들리 쿠퍼, 제레미 레너, 제니퍼 로렌스,,,,,,,,,
128,128,폴리스 스토리 2014,2014.1.29,"1,138,068,500",0.10%,"153,591",251,"5,490",중국,중국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,
129,129,익스펜더블 3,2014.8.20,"1,158,358,800",0.10%,"152,025",320,"8,087",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 패트릭 휴즈,,, 실베스터 스탤론, 제이슨 스타뎀, 안토니오 반데라스, 이연걸, 웨슬리 스나입스, 돌프 룬드그렌, 멜 깁슨, 해리슨 포드, 아놀드 슈왈제네거,,,,,
130,130,마다가스카의 펭귄,2014.12.31,"1,048,496,800",0.10%,"148,890",509,"1,497",미국,미국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,
131,131,테이큰 3,2015.1.1,"1,013,909,000",0.10%,"145,627",502,"1,688",미국,미국,이십세기폭스코리아(주), 올리비에 메가턴,,, 리암 니슨, 팜케 얀센, 매기 그레이스,,,,,,,,,,,
132,132,가시,2014.4.10,"1,095,301,000",0.10%,"142,170",356,"11,622",한국,한국,(주)인벤트스톤,,,,,,,,,,,,,,,,,
133,133,마담 프루스트의 비밀정원,2014.7.24,"1,110,101,942",0.10%,"141,734",50,"4,246",프랑스,프랑스,찬란, 실뱅 쇼메,,, 귀욤 고익스, 앤 르 니, 베르나데트 라퐁, 헬렌 벤상,,,,,,,,,,
134,134,맨홀,2014.10.8,"1,084,557,130",0.10%,"133,663",286,"10,324",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
135,135,꾸뻬씨의 행복여행,2014.11.27,"899,446,783",0.10%,"122,414",227,"5,067",영국,"영국,독일,캐나다,남아프리카공화국",그린나래미디어(주), 피터 첼섬,,, 사이먼 페그, 로자먼드 파이크, 장 르노,,,,,,,,,,,
136,136,터키,2014.7.31,"790,848,700",0.00%,"113,795",182,"2,384",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
137,137,더 기버: 기억전달자,2014.8.20,"814,330,000",0.00%,"107,567",233,"4,690",미국,미국,(주)지어소프트, 필립 노이스,,, 브렌튼 스웨이츠, 메릴 스트립, 제프 브리지스, 오데야 러쉬,,,,,,,,,,
138,138,도희야,2014.5.22,"831,101,100",0.00%,"106,532",310,"8,311",한국,한국,CGV아트하우스, 정주리,,, 배두나, 김새론, 송새벽,,,,,,,,,,,
139,139,더 시그널,2014.7.9,"812,086,328",0.00%,"106,081",263,"6,694",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 윌리엄 유뱅크,,, 브렌튼 스웨이츠, 로렌스 피시번, 올리비아 쿡,,,,,,,,,,,
140,140,니드 포 스피드,2014.4.16,"835,859,900",0.10%,"105,340",349,"9,991",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 스캇 워프,,, 아론 폴, 도미닉 쿠퍼, 이모겐 푸츠, 키드 커디, 마이클 키튼, 다코타 존슨,,,,,,,,
141,141,인사이드 르윈,2014.1.29,"811,056,700",0.00%,"105,034",70,"3,708",미국,"미국,프랑스",블루미지, 조엘 코엔, 에단 코엔,, 오스카 아이삭, 캐리 멀리건, 저스틴 팀버레이크, 존 굿맨,,,,,,,,,,
142,142,베리 굿 걸,2014.9.25,"777,703,345",0.00%,"103,625",338,"10,485",미국,미국,(주)영화사 빅, 나오미 포너,,, 다코타 패닝, 엘리자베스 올슨, 보이드 홀브룩, 클락 그레그,,,,,,,,,,
143,143,박스트롤,2014.11.6,"731,976,100",0.00%,"102,682",346,"3,577",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 그레이엄 애나블, 안소니 스타치,, 엘르 패닝, 아이작 햄스터드 라이트,,,,,,,,,,,,
144,144,다이노소어 어드벤처 3D,2013.12.19,"719,586,500",0.00%,"92,799",271,"3,044",미국,"미국,영국",이십세기폭스코리아(주), 닐 나이팅게일, 베리 쿡,, 저스틴 롱, 찰리 로우, 앵거리 라이스,,,,,,,,,,,
145,145,슈퍼미니,2014.4.10,"662,218,500",0.00%,"92,447",303,"3,343",프랑스,프랑스,판씨네마(주),,,,,,,,,,,,,,,,,
146,146,집으로 가는 길,2013.12.11,"675,687,000",0.00%,"91,480",149,"3,085",한국,한국,(주)씨제이이엔엠, 방은진,,, 전도연, 고수,,,,,,,,,,,,
147,147,살인자,2014.1.15,"656,849,000",0.00%,"88,199",207,"3,744",한국,한국,(주)영화사 빅, 이기욱,,, 마동석, 안도규, 김현수,,,,,,,,,,,
148,148,허큘리스,2014.8.6,"669,882,800",0.00%,"86,553",278,"4,318",미국,미국,워너브러더스 코리아(주), 브렛 래트너,,, 드웨인 존슨, 존 허트, 이안 맥쉐인,,,,,,,,,,,
149,149,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014.4.3,"596,032,100",0.00%,"84,306",301,"3,278",일본,일본,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
150,150,씬 시티: 다크히어로의 부활,2014.9.11,"656,718,748",0.00%,"83,182",345,"8,415",미국,미국,메가박스중앙(주)플러스엠, 프랭크 밀러, 로버트 로드리게즈,, 조셉 고든 레빗, 에바 그린, 제시카 알바, 브루스 윌리스,,,,,,,,,,
151,151,원 챈스,2014.3.13,"593,414,100",0.00%,"81,025",329,"7,390",영국,"영국,미국","(주)라이크콘텐츠,(주)넥스트엔터테인먼트월드(NEW)", 데이빗 프랭클,,, 제임스 코든, 알렉산드라 로치, 콤 미니, 제미마 루퍼,,,,,,,,,,
152,152,터널 3D,2014.8.20,"620,874,000",0.00%,"80,989",264,"5,076",한국,한국,(주)박수엔터테인먼트, 박규택,,, 정유미, 연우진, 송재림, 정시연,,,,,,,,,,
153,153,페이스 오브 러브,2014.4.16,"597,286,405",0.00%,"80,699",222,"5,521",미국,미국,(주)영화사 빅, 아리 포신,,, 아네트 베닝, 에드 해리스, 로빈 윌리엄스,,,,,,,,,,,
154,154,분신사바 2,2014.7.16,"574,836,300",0.00%,"79,017",238,"4,415",중국,"중국,한국",(주)팝엔터테인먼트, 안병기,,, 박한별, 신지뢰, 장정정,,,,,,,,,,,
155,155,아더 우먼,2014.11.13,"593,353,218",0.00%,"78,978",331,"6,408",미국,미국,이십세기폭스코리아(주), 닉 카사베츠,,, 카메론 디아즈, 레슬리 만, 케이트 업톤, 니콜라이 코스터 왈도, 돈 존슨,,,,,,,,,
156,156,매직 인 더 문라이트,2014.8.20,"607,407,281",0.00%,"77,307",194,"4,466",미국,미국,(주)인벤트스톤, 우디 앨런,,, 콜린 퍼스, 엠마 스톤,,,,,,,,,,,,
157,157,리스본행 야간열차,2014.6.5,"588,227,536",0.00%,"76,132",57,"2,292",독일,"독일,스위스,포르투갈",(주)나이너스엔터테인먼트, 빌 어거스트,,, 제레미 아이언스, 멜라니 로랑, 잭 휴스턴,,,,,,,,,,,
158,158,쿰바: 반쪽무늬 얼룩말의 대모험,2014.9.4,"545,870,400",0.00%,"75,059",180,"2,010",남아프리카공화국,남아프리카공화국,(주)와이즈베이, 앤서니 실버스톤,,, 제이크 T. 오스틴, 안나소피아 롭, 캐서린 테이트, 리암 니슨, 로렌스 피시번, 리차드 E. 그랜트,,,,,,,,
159,159,그렇게 아버지가 된다,2013.12.19,"572,038,300",0.00%,"74,921",57,"2,634",일본,일본,(주)티캐스트콘텐츠허브, 고레에다 히로카즈,,, 후쿠야마 마사하루, 오노 마치코, 마키 요코, 릴리 프랭키, 니노미야 케이타,,,,,,,,,
160,160,브릭 맨션: 통제불능 범죄구역,2014.8.27,"543,025,047",0.00%,"74,912",287,"5,707",프랑스,"프랑스,캐나다",씨네그루(주)다우기술, 카밀 들라마레,,, 폴 워커, 데이빗 벨, 르자,,,,,,,,,,,
161,161,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014.8.13,"531,113,700",0.00%,"74,346",123,"1,998",일본,일본,(주)포켓몬코리아, 유야마 쿠니히코,,, 마츠모토 리카, 오오타니 이쿠에, 우에다 유지,,,,,,,,,,,
162,162,프란시스 하,2014.7.17,"567,245,070",0.00%,"72,444",70,"3,060",미국,미국,그린나래미디어(주), 노아 바움백,,, 그레타 거윅, 믹키 섬너, 아담 드라이버, 그레이스 검머, 마이클 제겐,,,,,,,,,
163,163,정글히어로,2014.10.2,"511,579,300",0.00%,"72,047",287,"2,825",한국,한국,(주)씨제이이엔엠, 세스 라니,,, 줄 아리핀,,,,,,,,,,,,,
164,164,어거스트: 가족의 초상,2014.4.3,"542,682,500",0.00%,"71,795",249,"5,202",미국,미국,주식회사 우리네트웍스, 존 웰스,,, 메릴 스트립, 줄리아 로버츠, 베네딕트 컴버배치, 이완 맥그리거,,,,,,,,,,
165,165,모뉴먼츠 맨: 세기의 작전,2014.2.27,"534,041,027",0.00%,"71,483",319,"6,244",미국,"미국,독일",이십세기폭스코리아(주), 조지 클루니,,, 조지 클루니, 맷 데이먼, 케이트 블란쳇,,,,,,,,,,,
166,166,달라스 바이어스 클럽,2014.3.6,"533,709,462",0.00%,"70,801",138,"4,010",미국,미국,(주)나이너스엔터테인먼트, 장 마크 발레,,, 매튜 맥커너히, 제니퍼 가너, 자레드 레토,,,,,,,,,,,
167,167,인보카머스,2014.8.21,"571,543,200",0.00%,"69,786",196,"3,146",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 스콧 데릭슨,,, 에릭 바나, 에드가 라미레즈, 올리비아 문,,,,,,,,,,,
168,168,더 바디,2014.5.22,"501,242,100",0.00%,"66,733",161,"2,905",스페인,스페인,(주)싸이더스, 오리올 파울로,,, 벨렌 루에다, 오라 가리도, 호세 코로나도, 휴고 실바,,,,,,,,,,
169,169,경주,2014.6.12,"473,287,500",0.00%,"63,481",318,"5,727",한국,한국,(주)인벤트스톤,,,,,,,,,,,,,,,,,
170,170,님포매니악 볼륨1,2014.6.18,"479,276,383",0.00%,"60,272",237,"5,514",덴마크,"덴마크,독일,프랑스,벨기에,영국",CGV아트하우스, 라스 폰 트리에,,, 샤를로뜨 갱스부르, 스텔란 스카스가드, 스테이시 마틴, 샤이아 라보프,,,,,,,,,,
171,171,더 퍼지 : 거리의 반란,2014.8.27,"455,583,000",0.00%,"59,881",204,"3,512",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 제임스 드모나코,,, 프랭크 그릴로, 자크 길포드, 키엘 산체즈, 마이클 K. 윌리엄즈, 채드 모건,,,,,,,,,
172,172,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014.1.23,"405,278,000",0.00%,"59,611",183,"1,952",일본,일본,롯데쇼핑㈜롯데엔터테인먼트, 카네다 오사무,,, 오자와 료타, 이노우에 마사히로, 아키야마 리나, 이시마루 켄지로, 토타니 키미토, 오쿠다 타츠히토, 와타나베 슈, 사카타 리카코, 시호, 야마다 유키, 바바 료마, 사카키 히데오,,
173,173,다이애나,2014.3.6,"413,250,100",0.00%,"58,296",279,"5,354",영국,"영국,프랑스,스웨덴,벨기에",(주)영화사 빅,,,,,,,,,,,,,,,,,
174,174,5일의 마중,2014.10.8,"406,479,100",0.00%,"54,325",86,"2,779",중국,중국,찬란, 장이머우,,, 진도명, 공리, 장혜문,,,,,,,,,,,
175,175,프랭크,2014.9.25,"409,795,345",0.00%,"52,460",208,"4,361",영국,"영국,아일랜드",(주)영화사 진진,,,,,,,,,,,,,,,,,
176,176,내가 잠들기 전에,2014.10.30,"390,872,600",0.00%,"50,098",197,"4,259",영국,영국,(주)영화사 진진, 로완 조페,,, 니콜 키드먼, 콜린 퍼스, 마크 스트롱,,,,,,,,,,,
177,177,"가장 따뜻한 색, 블루",2014.1.16,"383,246,700",0.00%,"49,849",53,"1,626",프랑스,프랑스,판씨네마(주), 압델라티프 케시시,,, 아델 에그자르코풀로스, 레아 세이두,,,,,,,,,,,,
178,178,어네스트와 셀레스틴,2014.2.20,"332,601,100",0.00%,"49,411",202,"2,889",프랑스,프랑스,씨너스엔터테인먼트(주), 벵상 파타, 스테판 오비에, 벤자민 레너, 램버트 윌슨, 포레스트 휘태커, 맥켄지 포이,,,,,,,,,,,
179,179,다이빙벨,2014.10.23,"335,604,500",0.00%,"48,492",34,"2,279",한국,한국,(주)시네마달,,,,,,,,,,,,,,,,,
180,180,"제자, 옥한흠",2014.10.30,"355,731,200",0.00%,"48,460",41,"1,980",한국,한국,주식회사 마운틴픽쳐스, 김상철,,, 권오중, 성유리, 옥한흠, 김영순, 하용조,,,,,,,,,
181,181,베스트 오퍼,2014.6.12,"366,911,700",0.00%,"47,990",175,"3,138",이탈리아,이탈리아,(주)박수엔터테인먼트, 쥬세페 토르나토레,,, 제프리 러쉬, 짐 스터게스, 실비아 획스, 도날드 서덜랜드,,,,,,,,,,
182,182,내 연애의 기억,2014.8.20,"358,863,117",0.00%,"46,775",182,"3,517",한국,한국,주식회사 디에스이이디, 이권,,, 강예원, 송새벽,,,,,,,,,,,,
183,183,설계,2014.9.18,"347,980,800",0.00%,"45,726",257,"5,465",한국,한국,(주)팝엔터테인먼트,,,,,,,,,,,,,,,,,
184,184,족구왕,2014.8.21,"359,336,000",0.00%,"45,649",58,"2,830",한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주), 우문기,,, 안재홍, 황승언, 정우식, 강봉성, 황미영,,,,,,,,,
185,185,부니 베어: 롤라 구출 대모험,2014.11.20,"309,876,900",0.00%,"45,250",196,"1,803",중국,중국,(주)박수엔터테인먼트, 정량, 유부원,, 서운, 유부원,,,,,,,,,,,,
186,186,우리별 일호와 얼룩소,2014.2.20,"292,055,500",0.00%,"44,216",209,"2,786",한국,한국,(주)인디플러그, 장형윤,,, 정유미, 유아인,,,,,,,,,,,,
187,187,울브스,2014.11.13,"313,204,669",0.00%,"43,613",291,"4,117",미국,미국,(주)프레인글로벌,,,,,,,,,,,,,,,,,
188,188,그레이트 뷰티,2014.6.12,"331,791,373",0.00%,"43,082",61,"1,760",이탈리아,"이탈리아,프랑스",(주)영화사 진진, 파올로 소렌티노,,, 토니 세르빌로, 사브리나 페릴리, 세레나 그랜디,,,,,,,,,,,
189,189,개를 훔치는 완벽한 방법,2014.12.31,"308,655,900",0.00%,"42,892",205,818,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장", 김성호,,, 이레, 이지원, 홍은택, 김혜자, 최민수, 강혜정, 이천희, 개리,,,,,,
190,190,나쁜 이웃들,2014.7.3,"342,630,700",0.00%,"42,335",129,"2,344",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 니콜라스 스톨러,,, 세스 로건, 잭 에프론, 로즈 번,,,,,,,,,,,
191,191,천국에 다녀온 소년,2014.6.12,"300,249,500",0.00%,"41,957",43,"2,095",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 랜달 웰러스,,, 그렉 키니어, 켈리 라일리, 코너 코롬, 마고 마틴데일, 토마스 헤이든 처치,,,,,,,,,
192,192,그날 본 꽃의 이름을 우리는 아직 모른다,2014.2.20,"281,962,500",0.00%,"39,349",49,"1,356",일본,일본,(주)박수엔터테인먼트, 나가이 타츠유키,,, 이리노 미유, 카야노 아이, 토마츠 하루카, 사쿠라이 타카히로, 하야미 사오리, 콘도 타카유키,,,,,,,,
193,193,자유의 언덕,2014.9.4,"308,958,827",0.00%,"38,078",46,"2,905",한국,한국,"(주)영화제작전원사 ,(주)영화사 조제", 홍상수,,, 카세 료, 문소리, 서영화,,,,,,,,,,,
194,194,필로미나의 기적,2014.4.16,"276,378,600",0.00%,"38,053",194,"3,451",영국,"영국,미국,프랑스",씨네그루(주)다우기술, 스티븐 프리어스,,, 주디 덴치, 스티브 쿠건, 시모네 라비브,,,,,,,,,,,
195,195,백프로,2014.4.3,"284,106,600",0.00%,"37,909",236,"4,915",한국,한국,(주)마인스 엔터테인먼트, 김명균,,, 윤시윤, 여진구, 천호진, 이경영, 박상면, 이원종,,,,,,,,
196,196,몬스터 왕국,2014.5.1,"254,708,600",0.00%,"37,582",160,"1,824",스웨덴,"스웨덴,덴마크",씨너스엔터테인먼트(주), 에스벤 토프트 야콥슨,,, 에스벤 토프트 야콥슨,,,,,,,,,,,,,
197,197,슈퍼노바 지구 탈출기,2014.2.13,"245,845,000",0.00%,"37,547",230,"2,043",미국,"미국,캐나다",(주)영화사 빅, 캘런 브런커,,, 브렌든 프레이저, 제시카 알바, 사라 제시카 파커, 랍 코드리,,,,,,,,,,
198,198,파가니니: 악마의 바이올리니스트,2014.4.23,"270,820,700",0.00%,"36,808",100,"2,259",독일,"독일,이탈리아",씨너스엔터테인먼트(주), 버나드 로즈,,, 데이비드 가렛, 자레드 해리스, 조엘리 리차드슨, 크리스티안 맥케이, 베로니카 페레스, 헬무트 베르거, 안드레아 덱, 올리비아 다보,,,,,,
199,199,만신,2014.3.6,"272,391,300",0.00%,"36,190",88,"2,851",한국,한국,(주)엣나인필름,,,,,,,,,,,,,,,,,
200,200,목숨,2014.12.4,"274,236,100",0.00%,"35,665",97,"1,691",한국,한국,필라멘트픽쳐스,,,,,,,,,,,,,,,,,
201,201,마미,2014.12.18,"274,751,200",0.00%,"35,122",84,"1,616",캐나다,"캐나다,프랑스",(주)엣나인필름,,,,,,,,,,,,,,,,,
202,202,초콜렛 도넛,2014.10.2,"269,679,200",0.00%,"34,091",53,"2,099",미국,미국,CGV아트하우스, 트래비스 파인,,, 알란 커밍, 아이작 레이바, 가렛 딜라헌트,,,,,,,,,,,
203,203,오직 사랑하는 이들만이 살아남는다,2014.1.9,"256,785,843",0.00%,"34,084",44,"1,511",영국,"영국,독일,미국,프랑스",찬란, 짐 자무쉬,,, 틸다 스윈튼, 톰 히들스턴, 미아 와시코브스카, 안톤 옐친, 존 허트,,,,,,,,,
204,204,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014.8.21,"221,122,200",0.00%,"33,905",38,"1,872",한국,한국,이달투, 안재훈, 한혜진,, 장광, 남상일, 박영재, 이종혁, 엄상현, 기영도, 이인성,,,,,,,
205,205,꼬마 잠수함 올리 2,2014.12.4,"212,760,700",0.00%,"33,589",186,"1,203",미국,미국,예지림엔터테인먼트, 밥 두셋,,, 김경희, 최윤정, 권문정, 윤세웅, 서원석, 박상훈,,,,,,,,
206,206,위크엔드 인 파리,2014.5.1,"263,399,200",0.00%,"33,439",42,"1,320",영국,영국,판씨네마(주), 로저 미첼,,, 짐 브로드벤트, 린제이 던칸,,,,,,,,,,,,
207,207,무드 인디고,2014.12.11,"265,843,200",0.00%,"33,384",55,"1,420",프랑스,"프랑스,벨기에",(주)프레인글로벌, 미셸 공드리,,, 로망 뒤리스, 오드리 토투, 게드 엘마레,,,,,,,,,,,
208,208,배틀 오브 비보이,2014.1.9,"214,900,500",0.00%,"33,360",80,895,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 벤슨 리,,, 조쉬 할로웨이, 크리스 브라운, 조쉬 펙,,,,,,,,,,,
209,209,그래비티,2013.10.17,"272,266,000",0.00%,"32,954",25,"1,047",미국,미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)", 알폰소 쿠아론,,, 산드라 블록, 조지 클루니,,,,,,,,,,,,
210,210,킬 유어 달링,2014.10.16,"256,352,020",0.00%,"32,794",93,"2,423",미국,미국,(주)영화사 진진, 존 크로키다스,,, 다니엘 래드클리프, 데인 드한, 벤 포스터, 마이클 C. 홀, 잭 휴스턴, 제니퍼 제이슨 리, 엘리자베스 올슨,,,,,,,
211,211,마이 블랭키,2014.6.4,"224,525,100",0.00%,"32,406",111,"1,108",스페인,"스페인,이탈리아,프랑스",(주)마인스 엔터테인먼트, 프란시스 닐슨,,, 크리스티나 휴즈,,,,,,,,,,,,,
212,212,동경가족,2014.7.31,"237,226,500",0.00%,"31,575",45,"1,255",일본,일본,오드, 야마다 요지,,, 츠마부키 사토시, 아오이 유우, 하시즈메 이사오, 요시유키 카즈코, 니시무라 마사히코, 나츠카와 유이, 나카지마 토모코, 하야시야 쇼조,,,,,,
213,213,꼬마 니콜라의 여름방학,2014.8.21,"218,859,600",0.00%,"31,368",133,"1,502",프랑스,프랑스,(주)나이너스엔터테인먼트, 로랑 티라르,,, 마테오 부와슬리에, 발리에리 르메르시, 카드 므라드,,,,,,,,,,,
214,214,굿모닝 맨하탄,2014.2.6,"225,001,000",0.00%,"31,334",99,"1,599",인도,인도,(주)인벤트스톤, 가우리 신드,,, 스리데비, 아딜 후세인,,,,,,,,,,,,
215,215,앵그리스트 맨,2014.10.30,"229,523,200",0.00%,"30,656",181,"2,798",미국,미국,브릿지웍스 엔터테인먼트(주), 필 알덴 로빈슨,,, 로빈 윌리엄스, 밀라 쿠니스, 피터 딘클리지, 멜리사 레오, 제임스 얼 존스,,,,,,,,,
216,216,벨과 세바스찬,2014.3.20,"218,689,000",0.00%,"30,656",202,"2,711",프랑스,프랑스,"그린나래미디어(주),주식회사 노버스엔터테인먼트", 크리스찬 두가이,,, 펠릭스 보쉬, 타이론 블론디어,,,,,,,,,,,,
217,217,마인드스케이프,2014.10.23,"220,476,900",0.00%,"30,257",199,"3,311",스페인,스페인,오퍼스픽쳐스(유), 호르헤 도라도,,, 마크 스트롱, 타이사 파미가, 브라이언 콕스,,,,,,,,,,,
218,218,지골로 인 뉴욕,2014.9.25,"226,048,755",0.00%,"30,140",234,"3,894",미국,미국,(주)나이너스엔터테인먼트, 존 터투로,,, 존 터투로, 우디 앨런, 바네사 파라디, 샤론 스톤, 소피아 베르가라, 리브 슈라이버,,,,,,,,
219,219,행복배달부 팻아저씨,2014.10.9,"210,268,100",0.00%,"29,906",162,"1,336",영국,"영국,미국",(주)영화사 빅, 마이크 디사,,, 스티븐 맨건, 짐 브로드벤트, 제인 카, 로빈 앳킨 다운즈, 수잔 듀어든,,,,,,,,,
220,220,꼬마잠수함 올리,2014.10.16,"196,511,300",0.00%,"29,114",232,"1,921",중국,중국,예지림엔터테인먼트, 헤 질리,,, 이제인, 장병관, 김사라, 김한나, 윤세웅, 홍후백, 김경희, 이슬,,,,,,
221,221,왓 이프,2014.11.13,"207,094,700",0.00%,"27,818",145,"1,983",아일랜드,"아일랜드,캐나다",(주)나이너스엔터테인먼트, 마이클 도즈,,, 다니엘 래드클리프, 조 카잔, 메이건 파크,,,,,,,,,,,
222,222,어떤 만남,2014.7.31,"211,674,300",0.00%,"27,302",39,890,프랑스,프랑스,(주)티캐스트콘텐츠허브, 이반 로웬버그,,,,,,,,,,,,,,,,
223,223,선샤인 온 리스,2014.9.3,"205,571,600",0.00%,"26,675",142,"1,528",영국,영국,(주)팝엔터테인먼트, 덱스터 플레처,,, 피터 뮬란, 안토니아 토마스, 프레야 메이버, 조지 맥케이, 케빈 구스리,,,,,,,,,
224,224,유고와 라라 : 신비의 숲 어드벤처,2014.10.2,"188,535,000",0.00%,"26,292",167,"1,151",중국,중국,(주)프레인글로벌, 왕운비,,, 소연, 박지윤,,,,,,,,,,,,
225,225,꼬마영웅 경찰차 프로디2,2014.3.20,"166,040,900",0.00%,"25,149",257,"1,554",노르웨이,노르웨이,예지림엔터테인먼트, 라스무스 A. 실버르센,,, 로버트 스톨텐베르그,,,,,,,,,,,,,
226,226,쥬로링 동물탐정 극장판,2014.12.18,"175,451,100",0.00%,"24,977",188,"1,052",한국,"한국,일본",롯데쇼핑㈜롯데엔터테인먼트, 이종현, 박시후,, 김서영, 양정화, 문남숙, 김정아, 은영선, 박영재,,,,,,,,
227,227,님포매니악 볼륨2,2014.7.3,"201,908,933",0.00%,"24,388",53,"1,283",덴마크,"덴마크,벨기에,프랑스,독일,영국",CGV아트하우스, 라스 폰 트리에,,, 샤를로뜨 갱스부르, 샤이아 라보프, 우마 서먼,,,,,,,,,,,
228,228,비행기,2013.12.19,"173,398,000",0.00%,"23,902",64,609,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,,,,,,,,,,,,,
229,229,GROW: 인피니트의 리얼 청춘 라이프,2014.12.4,"189,409,200",0.00%,"23,865",71,824,한국,한국,골든타이드픽처스(주), 김진수,,, 인피니트,,,,,,,,,,,,,
230,230,고스트 메신저 극장판,2014.5.22,"184,194,000",0.00%,"23,802",81,"1,211",한국,한국,에이원엔터테인먼트, 구봉회,,, 은정, 박성태, 정재헌, 양정화, 박지윤,,,,,,,,,
231,231,타임 투 러브,2014.10.23,"179,611,300",0.00%,"23,597",201,"3,098",미국,미국,(주)인벤트스톤,,,,,,,,,,,,,,,,,
232,232,디노타샤: 공룡대탐험,2014.1.29,"165,071,000",0.00%,"23,530",138,"1,195",미국,미국,(주)영화사 빅, 데이빗 크렌츠, 에릭 넬슨,, 베르너 헤어조크,,,,,,,,,,,,,
233,233,거인,2014.11.13,"175,333,400",0.00%,"23,153",77,"2,183",한국,한국,필라멘트픽쳐스, 김태용,,, 최우식, 김수현, 강신철,,,,,,,,,,,
