idx,rank,name,date,sales,sales_share,boxoffice_num,num_of_screen,rep_nation,nation,num_of_screenings,distributor,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13
0,1,설국열차,2013.8.1,"67,010,087,500",4.30%,"9,349,993","1,128","124,823",한국,"한국,체코",(주)씨제이이엔엠, 봉준호,,,, 크리스 에반스, 송강호, 에드 해리스, 존 허트, 틸다 스윈튼, 제이미 벨, 옥타비아 스펜서, 이완 브렘너, 알리슨 필, 고아성,,,
1,2,관상,2013.9.11,"66,005,427,500",4.30%,"9,134,581","1,240","125,073",한국,한국,(주)쇼박스, 한재림,,,, 송강호, 이정재, 백윤식, 조정석, 이종석, 김혜수,,,,,,,
2,3,아이언맨 3,2013.4.25,"70,806,364,000",4.60%,"9,001,331","1,389","163,584",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 셰인 블랙,,,, 로버트 다우니 주니어, 기네스 팰트로, 벤 킹슬리, 돈 치들, 가이 피어스, 레베카 홀,,,,,,,
3,4,베를린,2013.1.30,"52,355,568,637",3.40%,"7,166,290",894,"111,744",한국,"한국,독일",(주)씨제이이엔엠,류승완,,,, 하정우,한석규,류승범,전지현,이경영,,,,,,,,
4,5,은밀하게 위대하게,2013.6.5,"48,700,887,413",3.10%,"6,959,083","1,341","117,461",한국,한국,(주)쇼박스, 장철수,,,, 김수현, 박기웅, 이현우, 손현주,,,,,,,,,
5,6,변호인,2013.12.18,"40,953,398,000",2.60%,"5,687,047",923,"55,006",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 양우석,,,, 송강호, 김영애, 오달수, 곽도원, 임시완,,,,,,,,
6,7,숨바꼭질,2013.8.14,"39,602,977,500",2.60%,"5,604,103",779,"88,062",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 존 폴슨,,,, 로버트 드 니로, 다코타 패닝,,,,,,,,,,,
7,8,더 테러 라이브,2013.7.31,"39,869,706,381",2.60%,"5,584,139",809,"93,488",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 카일 랜킨,,,, 라다 미첼, 토마스 제인,,,,,,,,,,,
8,9,감시자들,2013.7.3,"39,380,162,179",2.50%,"5,508,017",949,"100,309",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 조의석, 김병서,,, 설경구, 정우성, 한효주,,,,,,,,,,
9,10,월드 워 Z,2013.6.20,"38,555,356,000",2.50%,"5,237,525",964,"100,823",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 샘 햄슨,,,,,,,,,,,,,,,,
10,11,신세계,2013.2.21,"34,881,330,905",2.20%,"4,682,492",671,"90,580",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 박훈정,,,, 이정재, 최민식, 황정민,,,,,,,,,,
11,12,박수건달,2013.1.9,"28,343,986,569",1.80%,"3,893,216",603,"60,585",한국,한국,(주)쇼박스, 조진규,,,, 박신양, 김정태, 엄지원, 정혜영,,,,,,,,,
12,13,스파이,2013.9.5,"24,509,278,305",1.60%,"3,435,802",785,"72,796",한국,"한국,태국",(주)씨제이이엔엠, 폴 페이그,,,, 멜리사 맥카시, 주드 로, 제이슨 스타뎀, 미란다 하트, 로즈 번, 앨리슨 제니, 피터 세라피노윅,,,,,,
13,14,그래비티,2013.10.17,"31,214,018,600",2.00%,"3,194,693",636,"80,584",미국,미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)", 알폰소 쿠아론,,,, 산드라 블록, 조지 클루니,,,,,,,,,,,
14,15,타워,2012.12.25,"22,996,601,500",1.50%,"3,166,425",638,"58,869",한국,한국,(주)씨제이이엔엠, 김지훈,,,, 설경구, 손예진, 김상경,,,,,,,,,,
15,16,감기,2013.8.14,"21,774,884,000",1.40%,"3,117,859",806,"55,046",한국,한국,아이러브시네마,,,,,,,,,,,,,,,,,
16,17,토르: 다크 월드,2013.10.30,"22,525,808,500",1.50%,"3,039,889",733,"78,095",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 앨런 테일러,,,, 크리스 헴스워스, 나탈리 포트만, 톰 히들스턴, 안소니 홉킨스, 크리스토퍼 에클리스턴, 이드리스 엘바,,,,,,,
17,18,레드: 더 레전드,2013.7.18,"21,511,371,970",1.40%,"3,004,649",739,"55,733",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 딘 패리소트,,,, 브루스 윌리스, 이병헌, 캐서린 제타 존스, 안소니 홉킨스, 존 말코비치, 헬렌 미렌, 메리 루이스 파커,,,,,,
18,19,친구 2,2013.11.14,"21,795,237,513",1.40%,"2,969,900",968,"69,856",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 곽경택,,,, 유오성, 주진모, 김우빈,,,,,,,,,,
19,20,어바웃 타임,2013.12.5,"20,908,973,000",1.30%,"2,856,065",568,"49,967",영국,영국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,
20,21,나우 유 씨 미 : 마술사기단,2013.8.22,"19,146,691,869",1.20%,"2,718,227",691,"54,658",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 루이스 리터리어,,,, 제시 아이젠버그, 마크 러팔로, 우디 해럴슨, 멜라니 로랑,,,,,,,,,
21,22,소원,2013.10.2,"18,529,862,600",1.20%,"2,711,083",651,"72,329",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
22,23,레미제라블,2012.12.19,"19,635,813,500",1.30%,"2,707,479",592,"49,348",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 톰 후퍼,,,, 휴 잭맨, 앤 해서웨이, 러셀 크로우, 아만다 사이프리드, 헬레나 본햄 카터, 사챠 바론 코헨,,,,,,,
23,24,퍼시픽 림,2013.7.11,"20,477,374,512",1.30%,"2,539,113","1,005","55,655",미국,미국,워너브러더스 코리아(주),,,,,,,,,,,,,,,,,
24,25,화이: 괴물을 삼킨 아이,2013.10.9,"17,695,412,795",1.10%,"2,394,453",817,"59,049",한국,한국,(주)쇼박스, 장준환,,,, 김윤석, 여진구, 조진웅, 장현성, 김성균, 박해준,,,,,,,
25,26,컨저링,2013.9.17,"16,353,225,777",1.10%,"2,262,758",563,"48,616",미국,미국,워너브러더스 코리아(주), 스티브 스타놀리스,,,, 스티브 스타놀리스,,,,,,,,,,,,
26,27,맨 오브 스틸,2013.6.13,"17,092,964,063",1.10%,"2,182,227",998,"55,514",미국,미국,워너브러더스 코리아(주), 잭 스나이더,,,, 헨리 카빌, 에이미 아담스, 러셀 크로우, 케빈 코스트너, 다이안 레인, 마이클 섀넌, 안체 트라우, 아예렛 주러,,,,,
27,28,용의자,2013.12.24,"15,629,492,500",1.00%,"2,176,752",807,"26,814",한국,한국,(주)쇼박스, 원신연,,,, 공유, 박희순, 조성하, 유다인, 김성균, 조재윤,,,,,,,
28,29,호빗: 스마우그의 폐허,2013.12.12,"16,564,184,549",1.10%,"2,115,878",811,"35,223",미국,"미국,뉴질랜드",워너브러더스 코리아(주), 피터 잭슨,,,, 마틴 프리먼, 이안 맥켈런, 리처드 아미티지, 케이트 블란쳇, 올랜도 블룸, 크리스토퍼 리, 앤디 서키스, 휴고 위빙, 베네딕트 컴버배치, 루크 에반스, 에반젤린 릴리,,
29,30,몽타주,2013.5.16,"15,002,458,500",1.00%,"2,095,592",544,"53,195",한국,한국,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,
30,31,터보,2013.7.25,"13,116,737,000",0.80%,"1,924,414",634,"28,783",미국,미국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,
31,32,연애의 온도,2013.3.21,"13,798,864,446",0.90%,"1,865,195",567,"57,847",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 노덕,,,, 이민기, 김민희,,,,,,,,,,,
32,33,지.아이.조 2,2013.3.28,"14,457,048,500",0.90%,"1,855,917",766,"62,627",미국,"미국,캐나다",(주)씨제이이엔엠, 존 추,,,, 이병헌, 브루스 윌리스, 드웨인 존슨, 채닝 테이텀, 아드리안 팔리키, 레이 스티븐슨, 레이 파크,,,,,,
33,34,분노의 질주: 더 맥시멈,2013.5.22,"13,210,338,042",0.90%,"1,790,916",657,"44,371",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 저스틴 린,,,, 빈 디젤, 드웨인 존슨, 폴 워커, 루크 에반스, 미셸 로드리게즈, 성 강, 갤 가돗,,,,,,
34,35,공범,2013.10.24,"12,333,110,882",0.80%,"1,766,285",611,"51,425",한국,한국,(주)씨제이이엔엠, 국동석,,,, 손예진, 김갑수,,,,,,,,,,,
35,36,집으로 가는 길,2013.12.11,"12,373,339,745",0.80%,"1,763,231",740,"39,811",한국,한국,(주)씨제이이엔엠, 방은진,,,, 전도연, 고수,,,,,,,,,,,
36,37,전설의 주먹,2013.4.10,"12,777,314,500",0.80%,"1,744,585",724,"57,593",한국,한국,(주)씨제이이엔엠, 강우석,,,, 황정민, 유준상, 이요원, 윤제문, 정웅인, 성지루,,,,,,,
37,38,파파로티,2013.3.14,"11,825,934,000",0.80%,"1,716,429",552,"53,601",한국,한국,(주)쇼박스, 윤종찬,,,, 한석규, 이제훈, 오달수, 강소라, 조진웅, 이재용,,,,,,,
38,39,스타트렉 다크니스,2013.5.30,"12,964,828,000",0.80%,"1,605,271",607,"40,504",미국,미국,(주)씨제이이엔엠, J.J. 에이브럼스,,,, 크리스 파인, 재커리 퀸토, 조 샐다나, 베네딕트 컴버배치, 칼 어번, 사이먼 페그, 안톤 옐친, 존 조, 앨리스 이브,,,,
39,40,라이프 오브 파이,2013.1.1,"15,812,506,500",1.00%,"1,588,373",392,"32,722",미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)", 이안,,,, 수라즈 샤르마, 이르판 칸,,,,,,,,,,,
40,41,오블리비언,2013.4.11,"11,165,841,500",0.70%,"1,515,356",634,"47,871",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 조셉 코신스키,,,, 톰 크루즈, 모건 프리먼, 올가 쿠릴렌코,,,,,,,,,,
41,42,위대한 개츠비,2013.5.16,"10,581,329,643",0.70%,"1,445,248",562,"36,008",미국,"미국,호주",워너브러더스 코리아(주), 바즈 루어만,,,, 레오나르도 디카프리오, 캐리 멀리건, 토비 맥과이어, 조엘 에저튼, 아일라 피셔,,,,,,,,
42,43,다이하드: 굿 데이 투 다이,2013.2.6,"10,825,703,000",0.70%,"1,438,056",459,"33,055",미국,미국,이십세기폭스코리아(주), 존 무어,,,, 브루스 윌리스, 제이 코트니, 메리 엘리자베스 윈스티드,,,,,,,,,,
43,44,런닝맨,2013.4.4,"10,060,239,500",0.60%,"1,422,844",567,"45,995",한국,"한국,미국",이십세기폭스코리아(주),,,,,,,,,,,,,,,,,
44,45,미스터 고,2013.7.17,"9,337,976,000",0.60%,"1,328,888",840,"38,263",한국,"한국,중국",(주)쇼박스, 김용화,,,, 성동일, 서교,,,,,,,,,,,
45,46,결혼전야,2013.11.21,"8,434,175,719",0.50%,"1,212,843",524,"38,819",한국,한국,씨너스엔터테인먼트(주), 홍지영,,,, 김강우, 김효진, 이연희, 택연, 마동석, 구잘 투르수노바, 이희준, 고준희, 주지훈,,,,
46,47,깡철이,2013.10.2,"8,572,344,462",0.60%,"1,209,363",707,"43,102",한국,한국,(주)씨제이이엔엠, 안권태,,,, 유아인, 김해숙,,,,,,,,,,,
47,48,엘리시움,2013.8.29,"9,017,994,500",0.60%,"1,207,732",588,"31,515",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 닐 블롬캠프,,,, 맷 데이먼, 조디 포스터, 샬토 코플리,,,,,,,,,,
48,49,더 웹툰: 예고살인,2013.6.27,"8,537,683,070",0.60%,"1,201,457",541,"35,931",한국,한국,(주)씨제이이엔엠, 김용균,,,, 이시영, 엄기준,,,,,,,,,,,
49,50,웜 바디스,2013.3.14,"8,361,708,124",0.50%,"1,169,839",477,"37,960",미국,미국,(주)씨제이이엔엠, 조나단 레빈,,,, 니콜라스 홀트, 테레사 팔머, 존 말코비치,,,,,,,,,,
50,51,고령화 가족,2013.5.9,"8,169,492,153",0.50%,"1,141,222",583,"37,524",한국,한국,(주)씨제이이엔엠, 송해성,,,, 박해일, 윤제문, 공효진, 윤여정, 진지희,,,,,,,,
51,52,헝거게임: 캣칭 파이어,2013.11.21,"7,850,816,000",0.50%,"1,125,739",630,"33,686",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 프란시스 로렌스,,,, 제니퍼 로렌스, 조쉬 허처슨, 리암 헴스워스, 우디 해럴슨, 샘 클라플린, 필립 세이모어 호프만, 토비 존스, 지나 말론, 엘리자베스 뱅크스, 폴라 맬콤슨,,,
52,53,더 울버린,2013.7.25,"7,849,518,000",0.50%,"1,075,333",707,"26,905",미국,미국,이십세기폭스코리아(주), 제임스 맨골드,,,, 휴 잭맨,,,,,,,,,,,,
53,54,동창생,2013.11.6,"7,010,197,126",0.50%,"1,048,280",660,"36,401",한국,한국,(주)쇼박스, 박홍수,,,, T.O.P, 한예리, 윤제문, 조성하, 김유정,,,,,,,,
54,55,에픽 : 숲속의 전설,2013.8.7,"6,748,072,000",0.40%,"978,785",471,"18,377",미국,미국,이십세기폭스코리아(주),,,,,,,,,,,,,,,,,
55,56,전국노래자랑,2013.5.1,"6,687,636,000",0.40%,"978,413",581,"41,649",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
56,57,슈퍼배드 2,2013.9.12,"6,605,655,500",0.40%,"962,862",424,"17,373",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 피에르 꼬팽, 크리스 리노드,,, 스티브 카렐, 미란다 코스그로브,,,,,,,,,,,
57,58,잭 더 자이언트 킬러,2013.2.28,"7,376,481,000",0.50%,"956,154",507,"27,115",미국,미국,워너브러더스 코리아(주), 브라이언 싱어,,,, 니콜라스 홀트, 이완 맥그리거, 엘리너 톰린슨, 스탠리 투치, 이안 맥쉐인, 빌 나이,,,,,,,
58,59,크루즈 패밀리,2013.5.16,"6,540,951,500",0.40%,"941,824",525,"21,734",미국,미국,(주)씨제이이엔엠, 조엘 크로포드,,,, 엠마 스톤, 라이언 레이놀즈, 켈리 마리 트란, 니콜라스 케이지, 피터 딘클리지,,,,,,,,
59,60,뽀로로 극장판 슈퍼썰매 대모험,2013.1.23,"6,826,641,500",0.40%,"931,342",459,"19,941",한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠", 박영균,,,, 이선, 이미자, 김환진, 함수정, 홍소영, 조현정, 정미숙,,,,,,
60,61,개구쟁이 스머프 2,2013.8.1,"5,993,979,500",0.40%,"921,788",478,"15,485",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 라자 고스넬,,,, 크리스티나 리치, 닐 패트릭 해리스, 알란 커밍, 행크 아자리아, 케이티 페리, 제이마 메이스, J. B. 스무브, 존 올리버, 마이린 로비치, 카롤리나 바르체, 안톤 옐친,,
61,62,몬스터 호텔,2013.1.17,"6,080,221,500",0.40%,"884,885",489,"16,647",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,,,,,,,,,,,,,
62,63,열한시,2013.11.28,"6,097,792,000",0.40%,"870,785",512,"32,536",한국,한국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,
63,64,몬스터 대학교,2013.9.12,"5,879,223,500",0.40%,"870,605",385,"15,172",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 댄 스캔론,,,, 빌리 크리스탈, 존 굿맨, 스티브 부세미,,,,,,,,,,
64,65,남쪽으로 튀어,2013.2.6,"5,970,851,500",0.40%,"832,894",428,"23,088",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 임순례,,,, 김윤석, 오연수, 한예리, 백승환, 박사랑,,,,,,,,
65,66,하늘에서 음식이 내린다면 2,2013.11.21,"5,411,562,500",0.30%,"797,850",545,"16,340",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 코디 캐머런, 크리스 피언,,, 빌 헤이더, 안나 페리스, 닐 패트릭 해리스,,,,,,,,,,
66,67,잭 리처,2013.1.17,"5,758,577,000",0.40%,"784,031",431,"19,868",미국,미국,(주)씨제이이엔엠, 에드워드 즈윅,,,, 톰 크루즈, 코비 스멀더스,,,,,,,,,,,
67,68,반창꼬,2012.12.19,"5,451,422,068",0.40%,"745,262",381,"20,840",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 정기훈,,,, 고수, 한효주,,,,,,,,,,,
68,69,더 파이브,2013.11.14,"5,343,797,000",0.30%,"731,212",501,"27,308",한국,한국,(주)씨제이이엔엠, 정연식,,,, 김선아, 온주완, 마동석, 신정근, 정인기, 이청아, 박효주,,,,,,
69,70,더 임파서블,2013.1.17,"4,445,235,500",0.30%,"622,704",407,"19,595",스페인,"스페인,미국",롯데쇼핑㈜롯데엔터테인먼트, 후안 안토니오 바요나,,,, 이완 맥그리거, 나오미 왓츠, 톰 홀랜드,,,,,,,,,,
70,71,인시디어스: 두번째 집,2013.12.5,"4,001,137,000",0.30%,"577,748",405,"18,653",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 제임스 완,,,, 로즈 번, 패트릭 윌슨, 린 샤예, 타이 심킨스, 바바라 허쉬, 다니엘 비서티,,,,,,,
71,72,섀도우 헌터스: 뼈의 도시,2013.9.12,"4,034,176,500",0.30%,"571,074",374,"18,273",미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트, 해럴드 즈워트,,,, 릴리 콜린스, 제이미 캠벨 바우어, 케빈 지거스, 제미마 웨스트, 레나 헤디, 로버트 시한,,,,,,,
72,73,화이트 하우스 다운,2013.6.27,"4,015,707,500",0.30%,"569,500",480,"19,850",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 롤랜드 에머리히,,,, 채닝 테이텀, 제이미 폭스, 매기 질렌할,,,,,,,,,,
73,74,애프터 어스,2013.5.30,"3,831,856,167",0.20%,"537,920",484,"19,867",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), M. 나이트 샤말란,,,, 윌 스미스, 제이든 스미스, 조 크라비츠, 소피 오코네도,,,,,,,,,
74,75,사이코메트리,2013.3.7,"3,978,495,129",0.30%,"534,273",429,"23,487",한국,한국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,
75,76,퍼시 잭슨과 괴물의 바다,2013.9.12,"3,791,349,609",0.20%,"519,584",409,"17,054",미국,미국,이십세기폭스코리아(주), 쏘어 프류덴탈,,,, 로건 레먼, 알렉산드라 다드다리오, 브랜든 T. 잭슨,,,,,,,,,,
76,77,남자사용설명서,2013.2.14,"3,606,654,257",0.20%,"507,913",372,"17,238",한국,한국,(주)쇼박스, 이원석,,,, 이시영, 오정세, 박영규,,,,,,,,,,
77,78,다이노소어 어드벤처 3D,2013.12.19,"4,140,930,000",0.30%,"507,164",464,"8,994",미국,"미국,영국",이십세기폭스코리아(주), 닐 나이팅게일, 베리 쿡,,, 저스틴 롱, 찰리 로우, 앵거리 라이스,,,,,,,,,,
78,79,무서운 이야기 2,2013.6.5,"3,393,667,500",0.20%,"495,522",337,"18,509",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 김성호, 김휘, 정범식, 민규동, 성준, 이수혁, 백진희, 김슬기, 정인선, 고경표, 김지원, 박성웅, 이세영,,,,
79,80,캐치미,2013.12.18,"3,293,262,500",0.20%,"480,434",517,"16,151",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
80,81,썬더와 마법저택,2013.12.24,"3,109,415,000",0.20%,"459,295",422,"6,081",벨기에,벨기에,(주)씨제이이엔엠, 벤 스타센, 제레미 드그루손,,, 제임스 플린, 도미닉 파리,,,,,,,,,,,
81,82,노브레싱,2013.10.30,"2,991,824,739",0.20%,"451,669",584,"24,912",한국,"한국,필리핀",(주)나이너스엔터테인먼트, 조용선,,,, 서인국, 이종석, 유리,,,,,,,,,,
82,83,클라우드 아틀라스,2013.1.9,"3,385,615,727",0.20%,"449,344",382,"13,627",미국,"미국,독일",(주)넥스트엔터테인먼트월드(NEW), 릴리 워쇼스키, 라나 워쇼스키, 톰 티크베어,, 톰 행크스, 휴 그랜트, 할리 베리, 배두나,,,,,,,,,
83,84,창수,2013.11.28,"3,146,542,000",0.20%,"429,141",415,"19,471",한국,한국,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트", 이덕희,,,, 임창정, 안내상, 정성화, 손은서, 태성,,,,,,,,
84,85,명탐정 코난 : 수평선상의 음모,2013.8.7,"2,465,123,000",0.20%,"389,871",316,"8,196",일본,일본,(주)씨제이이엔엠, 야마모토 야스이치로,,,, 타카야마 미나미, 야마자키 와카나,,,,,,,,,,,
85,86,론 레인저,2013.7.4,"2,750,149,500",0.20%,"387,527",401,"14,155",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 고어 버빈스키,,,, 조니 뎁, 아미 해머, 헬레나 본햄 카터,,,,,,,,,,
86,87,스토커,2013.2.28,"2,829,265,174",0.20%,"378,874",329,"15,590",미국,미국,이십세기폭스코리아(주),,,,,,,,,,,,,,,,,
87,88,오즈 그레이트 앤드 파워풀,2013.3.7,"2,886,185,000",0.20%,"350,563",425,"15,582",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 샘 레이미,,,, 제임스 프랭코, 미쉘 윌리엄스, 레이첼 와이즈, 밀라 쿠니스,,,,,,,,,
88,89,미나문방구,2013.5.16,"2,247,017,000",0.10%,"334,323",385,"16,653",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 정익환,,,, 최강희, 봉태규,,,,,,,,,,,
89,90,차이니즈 조디악,2013.2.27,"2,211,711,500",0.10%,"315,305",300,"13,432",중국,중국,롯데쇼핑㈜롯데엔터테인먼트, 성룡,,,, 성룡, 권상우,,,,,,,,,,,
90,91,빌리와 용감한 녀석들 2,2013.2.21,"2,006,325,000",0.10%,"306,837",289,"7,410",인도,인도,(주)에스비에스콘텐츠허브, 닉힐 아드바니,,,, 캐리 엘위스, 크리스토퍼 로이드, 제인 린치, 바네사 윌리암스,,,,,,,,,
91,92,주먹왕 랄프,2012.12.19,"2,116,917,500",0.10%,"301,436",286,"7,086",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,,,,,,,,,,,,,
92,93,이스케이프 플랜,2013.12.5,"2,106,938,679",0.10%,"292,892",287,"10,331",미국,미국,판씨네마(주), 미카엘 하프스트롬,,,, 아놀드 슈왈제네거, 실베스터 스탤론, 제임스 카비젤,,,,,,,,,,
93,94,눈의 여왕,2013.2.7,"1,846,221,000",0.10%,"276,913",316,"6,528",러시아,러시아,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,
94,95,롤러코스터,2013.10.17,"1,913,087,600",0.10%,"270,148",374,"14,726",한국,한국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,
95,96,헨젤과 그레텔: 마녀 사냥꾼 3D,2013.2.14,"2,122,205,602",0.10%,"269,510",297,"10,624",미국,"미국,영국",(주)씨제이이엔엠,,,,,,,,,,,,,,,,,
96,97,파이스토리 : 악당상어 소탕작전,2013.1.10,"1,808,263,000",0.10%,"267,440",298,"7,483",미국,"미국,한국",(주)에스비에스콘텐츠허브,,,,,,,,,,,,,,,,,
97,98,장고:분노의 추적자,2013.3.21,"1,883,634,000",0.10%,"260,144",342,"11,792",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 쿠엔틴 타란티노,,,, 제이미 폭스, 크리스토프 왈츠, 레오나르도 디카프리오, 케리 워싱턴, 사무엘 L. 잭슨,,,,,,,,
98,99,밤의 여왕,2013.10.17,"1,762,892,500",0.10%,"252,475",333,"13,286",한국,한국,(주)인벤트스톤, 김제영,,,, 김민정, 천정명,,,,,,,,,,,
99,100,캡틴 필립스,2013.10.23,"1,679,067,434",0.10%,"241,514",302,"10,623",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 폴 그린그래스,,,, 톰 행크스, 바크하드 압디, 바크하드 압디라만, 파이살 아메드, 마핫 M. 알리, 캐서린 키너,,,,,,,
100,101,잠베지아: 신비한 나무섬의 비밀,2012.12.25,"1,579,355,000",0.10%,"232,089",240,"5,946",남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트, 웨인 쏜리,,,, 레너드 니모이, 제레미 슈어레즈, 아비게일 브레스린, 제프 골드브럼, 사무엘 L. 잭슨,,,,,,,,
101,102,분노의 윤리학,2013.2.21,"1,658,653,000",0.10%,"225,618",302,"11,909",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 박명랑,,,, 이제훈, 조진웅, 김태훈, 곽도원, 문소리,,,,,,,,
102,103,잡스,2013.8.29,"1,594,901,136",0.10%,"225,343",402,"12,017",미국,미국,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,
103,104,세이빙 산타,2013.12.19,"1,423,164,000",0.10%,"220,748",297,"4,347",영국,영국,(주)영화사 빅, 레온 주센, 아론 실먼,,, 마틴 프리먼, 팀 커리, 팜 페리스,,,,,,,,,,
104,105,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013.4.25,"1,430,168,500",0.10%,"217,320",328,"5,977",일본,일본,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
105,106,송 포 유,2013.4.18,"1,485,573,000",0.10%,"217,314",317,"11,737",영국,영국,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,
106,107,호빗: 뜻밖의 여정,2012.12.13,"1,712,751,650",0.10%,"213,869",280,"6,606",미국,"미국,뉴질랜드",워너브러더스 코리아(주), 피터 잭슨,,,, 이안 맥켈런, 마틴 프리먼, 리처드 아미티지,,,,,,,,,,
107,108,비행기,2013.12.19,"1,497,601,500",0.10%,"209,653",408,"5,620",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,,,,,,,,,,,,,
108,109,비포 미드나잇,2013.5.22,"1,488,770,000",0.10%,"203,940",275,"9,504",미국,미국,"(주)까멜리아이엔티,(주)팝엔터테인먼트", 리처드 링클레이터,,,, 에단 호크, 줄리 델피, 샤뮤스 데이비 핏츠패트릭,,,,,,,,,,
109,110,응징자,2013.10.30,"1,388,412,500",0.10%,"192,347",305,"12,023",한국,한국,(주)인벤트스톤, 신재호,,,, 양동근, 주상욱, 이태임,,,,,,,,,,
110,111,프리즈너스,2013.10.2,"1,374,330,500",0.10%,"188,084",297,"7,922",미국,미국,"(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)", 드니 빌뇌브,,,, 휴 잭맨, 제이크 질렌할,,,,,,,,,,,
111,112,마이 리틀 히어로,2013.1.9,"1,286,203,128",0.10%,"183,650",341,"11,663",한국,한국,(주)씨제이이엔엠, 김성훈,,,, 김래원, 이성민, 조안, 이광수, 지대한,,,,,,,,
112,113,해양경찰 마르코,2013.2.14,"1,151,907,000",0.10%,"181,740",276,"4,674",덴마크,덴마크,(주)인벤트스톤, 얀 라벡,,,, 얀 라벡, 토머스 보르히 닐슨,,,,,,,,,,,
113,114,백악관 최후의 날,2013.6.5,"1,272,025,000",0.10%,"181,257",283,"9,349",미국,미국,씨너스엔터테인먼트(주), 안톤 후쿠아,,,, 제라드 버틀러, 모건 프리먼, 아론 에크하트, 릭 윤, 멜리사 레오, 라다 미첼,,,,,,,
